trial,seed,usable_gap_step_mm,test_number,raw_requested_gap_mm,requested_gap_mm,actual_gap_mm,measured_gap_mm,article_threshold_mm,outcome,stage,incoming_middle_mm,incoming_overall_variation_mm
1,202609141,0.05,45,2.96059933312017,2.95,2.95398304796025,2.9501530590197,1.46222324977468,No interaction,3,2.53541441714133,0.365593220962029
1,202609141,0.05,46,2.11522299809983,2.1,2.10114688135964,2.10464824367882,2.63341262644738,Interaction,3,2.52984588115536,0.360071978337415
1,202609141,0.05,47,2.93870265421264,2.95,2.94812502496325,2.95506932972317,2.7493995729074,No interaction,3,2.53503646508681,0.354871375055679
1,202609141,0.05,48,2.13579640603349,2.15,2.18877925958434,2.20861455085172,2.39166687375798,Interaction,3,2.53005867830908,0.349988701531811
1,202609141,0.05,49,2.92229449170734,2.9,2.89878680781722,2.87767485913739,2.29480724913401,No interaction,3,2.53699695753912,0.344785265474913
1,202609141,0.05,50,2.15319573720414,2.15,2.11148509053978,2.09037734030547,2.02659538680551,No interaction,3,2.53082482585252,0.339900169800521
1,202609141,0.05,51,2.0467042326915,2.05,2.04317126881855,2.01999486781856,2.25528789016571,Interaction,3,2.49522611932975,0.37548923117476
1,202609141,0.05,52,2.93737488428032,2.95,2.94895810904201,2.94856875800548,1.99992147322785,No interaction,3,2.49926312532815,0.370809783285803
1,202609141,0.05,53,2.06563274480364,2.05,2.01582628474542,2.03059637376131,1.78618174744893,No interaction,3,2.49492047436639,0.36613025975501
1,202609141,0.05,54,1.96290791753214,1.95,1.96754963962253,1.95849779704345,1.73740975833107,No interaction,3,2.46140169996913,0.402823258534944
1,202609141,0.05,55,1.85532161633517,1.85,1.86417282784028,1.85797937219593,2.87148520416549,Interaction,3,2.42725565694718,0.445431495803752
1,202609141,0.05,56,1.86911126003735,1.9,1.91107453770578,1.89373465313683,2.33689056496571,Interaction,3,2.43125131577637,0.439515289866318
1,202609141,0.05,57,1.88288406547798,1.85,1.82320113266943,1.83764515701062,3.25628466248316,Interaction,3,2.43534129853643,0.433810155522928
1,202609141,0.05,58,2.9787965457358,3,3.01125943469642,2.99569715541973,2.18283114957615,No interaction,3,2.43841709587976,0.429042834343818
1,202609141,0.05,59,2.96618642316324,2.95,3.01104098536281,3.01965314088447,3.2573524661578,Interaction,3,2.43471504031566,0.42398993446157
1,202609141,0.05,60,1.85923033870585,1.85,1.84635796504741,1.84068960680874,2.07011895566337,Interaction,3,2.46804309313042,0.470852864984202
1,202609141,0.05,61,3.07039434031691,3.05,3.04389163954231,3.04778944432541,2.90189417168081,No interaction,3,2.47140993896756,0.465592228021261
1,202609141,0.05,62,1.88082296373165,1.9,1.93025783163693,1.95002513589566,1.68581798375559,No interaction,3,2.46758530172047,0.460205755285349
2,202609142,0.1,1,5.5,5.5,5.52083825225859,5.51722896223382,2.37095678603603,No interaction,1,5.5,1
2,202609142,0.1,2,3.25861448111691,3.3,3.3333255824698,3.30902191307772,1.93454536823892,No interaction,1,5.5,1
2,202609142,0.1,3,1.10081486392163,1.1,1.10983851654485,1.11083240047769,2.45653955413044,Interaction,1,5.5,1
2,202609142,0.1,4,2.20992715677771,2.2,2.21908902404778,2.22699948279977,2.69773180937747,Interaction,1,2.20992715677771,1
2,202609142,0.1,5,2.76801069793875,2.8,2.78411872896682,2.78538151934622,1.58773560116746,No interaction,1,2.76801069793875,1
2,202609142,0.1,6,1.10569050107299,1.1,1.07532900482667,1.07541889306749,3.03831964126584,Interaction,2,2.50619050107299,1
2,202609142,0.1,7,3.52459050107299,3.5,3.52149166158893,3.52366767948648,2.57495089355998,No interaction,2,2.50619050107299,0.8
2,202609142,0.1,8,1.75227050107299,1.8,1.80175181099171,1.79942708753927,3.34954152136504,Interaction,2,2.50619050107299,0.64
2,202609142,0.1,9,1.92711850107299,1.9,1.91947807756059,1.92259433562778,3.3025732311447,Interaction,2,2.50619050107299,0.512
2,202609142,0.1,10,2.94835370107299,2.9,2.91791508731326,2.89686666791032,2.81985001758587,No interaction,2,2.50619050107299,0.4096
2,202609142,0.1,11,2.17310378107299,2.1,2.12681238455561,2.09602337544398,2.40861148576182,Interaction,2,2.50619050107299,0.32768
2,202609142,0.1,12,2.74408618107299,2.9,2.89307717536224,2.88292767560317,2.17707527464398,No interaction,2,2.50619050107299,0.262144
2,202609142,0.1,13,2.35372755067299,2.1,2.12185224147327,2.11483804380941,2.31598739543619,Interaction,2,2.50619050107299,0.2097152
2,202609142,0.1,14,2.52319050107299,2.9,2.90184009536646,2.90093731401019,2.62152480762652,No interaction,2,2.50619050107299,0.2
2,202609142,0.1,15,2.39029050107299,2.1,2.08889042121098,2.08775015923922,2.57055745410285,Interaction,2,2.50619050107299,0.2
2,202609142,0.1,16,2.48149050107299,2.9,2.92591468943187,2.94228898223854,2.41212902588947,No interaction,2,2.50619050107299,0.2
2,202609142,0.1,17,2.41329050107299,2.1,2.11276600020319,2.12963923366208,2.89367422683663,Interaction,2,2.50619050107299,0.2
2,202609142,0.1,18,2.54099050107299,2.9,2.89525628656232,2.88792239628334,2.45272450073043,No interaction,2,2.50619050107299,0.2
2,202609142,0.1,19,2.42659050107299,2.1,2.12378062370801,2.11535526712748,2.93370116915879,Interaction,2,2.50619050107299,0.2
2,202609142,0.1,20,2.52789050107299,2.9,2.87559926178343,2.87848662331313,2.28647422029026,No interaction,2,2.50619050107299,0.2
2,202609142,0.1,21,2.43079050107299,2.1,2.13529493647652,2.12289601419979,3.12397948989631,Interaction,2,2.50619050107299,0.2
2,202609142,0.1,22,2.51809050107299,2.9,2.91022656362925,2.89963268085382,3.71337224333486,Interaction,2,2.50619050107299,0.2
2,202609142,0.1,23,2.45332250743847,2.5,2.49637403375421,2.49562144408505,2.59189942075307,Interaction,3,2.66404631511455,0.194753981216339
2,202609142,0.1,24,2.53891481918531,2.6,2.56354031021515,2.56415982911653,2.87084370863045,Interaction,3,2.71352833984266,0.153844511592386
2,202609142,0.1,25,2.60168787249683,2.7,2.70886450730404,2.69762534668673,2.51488612080975,No interaction,3,2.74457921853331,0.126789126917911
2,202609142,0.1,26,2.50758007696278,2.5,2.50715898834268,2.50943024557499,1.92507309220653,No interaction,3,2.69086060362139,0.158478622272894
2,202609142,0.1,27,2.37136180558011,2.4,2.35935658415235,2.35497372935886,1.49181718993379,No interaction,3,2.61372694177668,0.215531468382903
2,202609142,0.1,28,2.25199486303068,2.3,2.32589305406583,2.33470451904456,2.54123342688768,Interaction,3,2.55100003346719,0.262977282705815
2,202609142,0.1,29,2.27342588191072,2.2,2.19832245505649,2.1755568021328,2.42993706561613,Interaction,3,2.56324613818289,0.254228294975594
2,202609142,0.1,30,2.84606085700332,2.8,2.77180651399671,2.75930865610394,2.75250131997824,No interaction,3,2.56755969921636,0.24910658120479
2,202609142,0.1,31,2.28595510922665,2.3,2.28137479279541,2.28898493349968,2.26627991074111,No interaction,3,2.55664322418802,0.242660793331573
2,202609142,0.1,32,2.83951377148473,2.8,2.80639630385559,2.80914195820903,1.96656679168223,No interaction,3,2.51265302394696,0.276531935311137
2,202609142,0.1,33,2.18943246474368,2.2,2.21403857668626,2.22604712022395,2.08526144006282,No interaction,3,2.50583843167592,0.270086186028374
2,202609142,0.1,34,2.84249333787972,2.8,2.78832236948945,2.76830873381738,2.2109658667905,No interaction,3,2.46618558230743,0.303351677204589
2,202609142,0.1,35,2.09498939816133,2.1,2.09162886820276,2.09285112881098,1.67874989712155,No interaction,3,2.45927778198875,0.296410401812378
2,202609142,0.1,36,1.96892765406808,2,1.98364472021194,1.98386134999049,2.65633858812347,Interaction,3,2.41616563765606,0.345490910458072
2,202609142,0.1,37,1.9865562913566,1.9,1.89137735035899,1.89760946574718,1.83275324331748,No interaction,3,2.42145184634921,0.337914184143444
2,202609142,0.1,38,1.81153216272297,1.8,1.82318130741985,1.82748158207559,3.01312134244358,Interaction,3,2.37309857600318,0.417676767036234
2,202609142,0.1,39,1.83052493249812,1.9,1.90561456509248,1.91444207202462,2.8904530217421,Interaction,3,2.37809497537604,0.408634360356659
2,202609142,0.1,40,2.91562680595368,2.9,2.91625196828651,2.9243429678482,2.38522766855331,No interaction,3,2.38393193180435,0.399620348853311
2,202609142,0.1,41,1.86300347209114,1.9,1.88521006022249,1.88476819843646,1.92844254771832,Interaction,3,2.37969074277243,0.392321390038943
2,202609142,0.1,42,2.88615031936388,2.9,2.93102618435134,2.92110233705148,3.56428865866083,Interaction,3,2.38425185092069,0.3851868522204
2,202609142,0.1,43,3.03643674873647,3,2.99661250221023,3.00726153533995,2.81966636197368,No interaction,3,2.42656800810331,0.451754622691229
2,202609142,0.1,44,1.82746270854912,1.8,1.81444274940656,1.81367162870564,3.2309907634476,Interaction,3,2.42199092313571,0.443512282421923
2,202609142,0.1,45,3.00449417030773,3,3.02020285086334,3.00259837989564,2.13019637527661,No interaction,3,2.42591025479169,0.436337794506819
2,202609142,0.1,46,1.8565229919731,1.9,1.92410073139386,1.91277078523786,2.44435257744181,Interaction,3,2.42177012067727,0.429355965593746
2,202609142,0.1,47,2.97659263000743,3,3.03235707457042,3.03078710892972,2.36826771199641,No interaction,3,2.42668304160838,0.422195461342835
2,202609142,0.1,48,1.88408824196598,1.9,1.92170357736417,1.91193472551748,2.01505529522051,Interaction,3,2.42332135380063,0.416557058195948
2,202609142,0.1,49,2.95260606708746,3,2.97210695602477,2.96308981494108,1.96891584874016,No interaction,3,2.4277293000811,0.410380584055007
2,202609142,0.1,50,2.93909455697751,2.9,2.8980741529664,2.87763401734383,2.99730404726911,Interaction,3,2.42380301919567,0.404785182860834
2,202609142,0.1,51,1.87579787214576,1.9,1.9133740915274,1.90908694675699,2.95849578627134,Interaction,3,2.45594721509844,0.442693127014637
2,202609142,0.1,52,3.02549237132128,3,3.00037010543102,3.009232697992,2.47731385704325,No interaction,3,2.46016206089474,0.436380015767301
2,202609142,0.1,53,1.90083095730261,1.9,1.89874092418084,1.91176659391743,2.83130327877664,Interaction,3,2.45612423227122,0.430459903076443
2,202609142,0.1,54,3.00196396761722,3,3.00561245275149,2.99481741469576,2.5259691926436,No interaction,3,2.46000655550372,0.424898010281067
2,202609142,0.1,55,1.92349761480573,1.9,1.92692469077323,1.93483807789615,2.45562266501248,Interaction,3,2.45613084141542,0.419561423087585
2,202609142,0.1,56,2.98053744970012,3,3.00438187452279,3.00406057282528,1.91895391153862,No interaction,3,2.45999359165955,0.414445746847591
2,202609142,0.1,57,1.94453086741108,1.9,1.87854668806763,1.88387251045171,2.09581301454243,Interaction,3,2.45654665317818,0.409776539229373
2,202609142,0.1,58,2.96084858765463,3,2.99632158873044,2.9889513488343,3.14743953551218,Interaction,3,2.45950422290023,0.405618418086082
2,202609142,0.1,59,3.0618024984608,3.1,3.10963327607273,3.1143467344227,2.45248624178787,No interaction,3,2.4909922346062,0.445423537927898
2,202609142,0.1,60,3.05034776684185,3,3.00890705031064,3.00579540821402,2.6159031783657,No interaction,3,2.4880583185932,0.440838454134569
2,202609142,0.1,61,1.93352707137678,1.9,1.88978227108337,1.90104593899545,2.45795992551211,Interaction,3,2.48412870237995,0.435774935499151
2,202609142,0.1,62,1.94501658237931,2,2.04304503807768,2.04285984394906,2.87927828791934,Interaction,3,2.4873521667021,0.431280782761663
3,202609143,0.15,1,5.5,5.55,5.54488611978524,5.53120789905572,1.75018008511085,No interaction,1,5.5,1
3,202609143,0.15,2,3.26560394952786,3.3,3.29281196382179,3.28804679767885,2.82542132302311,No interaction,1,5.5,1
3,202609143,0.15,3,1.04488569630198,1.05,1.08549123956636,1.08862627003703,2.2757442956789,Interaction,1,5.5,1
3,202609143,0.15,4,2.18833653385794,2.25,2.24177844209099,2.24111646667128,2.38296302609765,Interaction,1,2.18833653385794,1
3,202609143,0.15,5,2.76458163217506,2.7,2.70723940847965,2.71406540280291,2.7643268313639,Interaction,1,2.76458163217506,1
3,202609143,0.15,6,4.30955610024088,4.35,4.31548928904743,4.32111347020793,2.51589109404726,No interaction,2,3.00105610024088,1
3,202609143,0.15,7,4.03425610024088,4.05,4.01846442313432,4.01376722099669,2.7279650704933,No interaction,2,3.00105610024088,0.8
3,202609143,0.15,8,2.21737610024088,2.25,2.24107997627314,2.24111002087699,2.45187456940681,Interaction,2,3.00105610024088,0.64
3,202609143,0.15,9,3.58499210024088,3.6,3.60293492117854,3.61639112963474,2.54335368632194,No interaction,2,3.00105610024088,0.512
3,202609143,0.15,10,3.42642570024088,3.45,3.41999603767499,3.42423507008661,2.8655332620282,No interaction,2,3.00105610024088,0.4096
3,202609143,0.15,11,2.66600330024088,2.55,2.51980148525838,2.52825992520094,2.50842911885662,No interaction,2,3.00105610024088,0.32768
3,202609143,0.15,12,3.04171850529862,3,2.99894073710708,3.00123859266279,2.97051676524895,No interaction,3,2.6753917612493,0.31110551511619
3,202609143,0.15,13,2.95458575488316,2.85,2.85870416678881,2.85576224772165,2.6946683822095,No interaction,3,2.63739035617998,0.266774935831102
3,202609143,0.15,14,2.32582712283791,2.4,2.41250773631605,2.41210542865751,1.67104930543242,No interaction,3,2.60349795365076,0.233238833106125
3,202609143,0.15,15,2.08101975580966,2.1,2.12267195763745,2.11564333283126,1.93148564687306,No interaction,3,2.48987858493987,0.311867909328912
3,202609143,0.15,16,1.62342253115527,1.65,1.66038913543048,1.65399429109439,1.97380676805983,Interaction,3,2.30029156671599,0.530669569236159
3,202609143,0.15,17,1.71951531543389,1.8,1.78523869132353,1.78913929326638,2.60161532872369,Interaction,3,2.33473564221533,0.478957046929881
3,202609143,0.15,18,1.79254031868255,1.65,1.64052569629182,1.65014099589075,2.14065886009091,Interaction,3,2.36089448559894,0.440413922445866
3,202609143,0.15,19,1.83359410898706,1.8,1.80669240094922,1.79482058148417,3.16902516505184,Interaction,3,2.37110605165452,0.421247603971369
3,202609143,0.15,20,2.87966041720611,2.85,2.85382161279615,2.83683266226655,3.25497371679846,Interaction,3,2.38345180141654,0.401300942814054
3,202609143,0.15,21,3.15129123288676,3.15,3.15353267889108,3.16425856588035,2.5619520327134,No interaction,3,2.49569115841116,0.513390817913551
3,202609143,0.15,22,1.86296665601808,1.8,1.81041853423335,1.80337268149617,2.42550435584046,Interaction,3,2.48264049052661,0.492586513917754
3,202609143,0.15,23,3.07877391664568,3.15,3.14834991599364,3.15641264421523,2.12883960973995,No interaction,3,2.49367094536534,0.475307044094513
3,202609143,0.15,24,1.92668556693893,1.95,1.93270903585671,1.93326410923885,2.75189018443888,Interaction,3,2.48338189226534,0.460079607707781
3,202609143,0.15,25,3.02466648385103,3,3.04384305488608,3.04641984962384,2.9027484585003,No interaction,3,2.49649515681673,0.444214740987636
3,202609143,0.15,26,1.9807469912452,1.95,1.93816833172201,1.94672420837009,2.93296951053678,Interaction,3,2.48466550583276,0.430148113177597
3,202609143,0.15,27,2.97662272940496,3,3.01011395029398,3.00510040852605,2.50807668002344,No interaction,3,2.49567675011051,0.417487829248654
3,202609143,0.15,28,2.02447358686641,1.95,1.94206862984214,1.93339123989096,3.15170407650713,Interaction,3,2.48462413947479,0.405597666468377
3,202609143,0.15,29,2.93427289504572,3,2.99802454796917,3.00781890387919,1.20233325383823,No interaction,3,2.49325088910337,0.39571288106088
3,202609143,0.15,30,2.06136617358508,2.1,2.1024702073848,2.0868619666613,3.62459481996302,Interaction,3,2.48420104697704,0.386150569307727
3,202609143,0.15,31,2.90569429400382,2.85,2.82545321487507,2.83742996143131,2.47240701371257,No interaction,3,2.49689657962038,0.375733193367132
3,202609143,0.15,32,2.086437352125,2.1,2.12294452804769,2.12046176514226,2.81534319734824,Interaction,3,2.48281591119194,0.36566287736802
3,202609143,0.15,33,2.8797665897838,2.85,2.84464212589814,2.82448131624881,2.96075454672517,Interaction,3,2.49492328880309,0.356336389796959
3,202609143,0.15,34,2.09890449963469,2.1,2.13266971008715,2.13117055748022,2.32645858713236,Interaction,3,2.55095480037039,0.39257516346999
3,202609143,0.15,35,2.99917158116063,3,3.0097600688729,3.01275679909776,1.95197038872288,No interaction,3,2.56067065963166,0.383472602998664
3,202609143,0.15,36,2.12899332816257,2.1,2.09866614949666,2.11190831561108,2.51813119418991,Interaction,3,2.55241244582879,0.3752052438336
3,202609143,0.15,37,2.97101791167338,3,2.99093641407698,2.9870091607144,2.26521533328273,No interaction,3,2.56029201594745,0.367539951432596
3,202609143,0.15,38,2.15461762592228,2.1,2.09837335062099,2.10642339239044,2.2841431275266,Interaction,3,2.55244132708141,0.360184428392152
3,202609143,0.15,39,2.9449864946181,3,2.99516360574268,3.00363879931508,1.36255471563311,No interaction,3,2.55921584178043,0.353593632298513
3,202609143,0.15,40,2.17793247458917,2.25,2.26696800433855,2.26844399864527,1.51358087885659,No interaction,3,2.55281478524154,0.34743494963148
3,202609143,0.15,41,2.93037316058617,3,2.98616887843225,2.98176550654901,1.96136420219948,No interaction,3,2.51154956377554,0.371133005592057
3,202609143,0.15,42,2.09871071291657,2.1,2.05988683559552,2.04532413947478,2.70720193230403,Interaction,3,2.50576255836574,0.365068919685353
3,202609143,0.15,43,2.90722108692589,2.85,2.81595980629026,2.81961150068225,1.56974689387347,No interaction,3,2.51153244693833,0.359227090320068
3,202609143,0.15,44,2.11438360244551,2.1,2.13137732122792,2.13285112328937,3.3847177215834,Interaction,3,2.50209410048764,0.352784802586105
3,202609143,0.15,45,2.88773495184707,2.85,2.82715672742575,2.82354970802941,2.54636772059063,No interaction,3,2.50937965083071,0.346796792865585
3,202609143,0.15,46,2.13026287391923,2.1,2.11078274560186,2.12322127390398,1.57662826787209,No interaction,3,2.50104150386098,0.340945866613106
3,202609143,0.15,47,2.89134939124976,2.85,2.84008283050965,2.83737046554187,3.2750919142944,Interaction,3,2.46163149936183,0.372695482990393
3,202609143,0.15,48,2.01484369902012,1.95,1.9598355515017,1.95133162739758,1.97666190642429,Interaction,3,2.49780464295468,0.402635217952948
3,202609143,0.15,49,2.97316748410582,3,3.03616310759815,3.06020765190274,2.28268468446088,No interaction,3,2.50195403691132,0.397313193249998
3,202609143,0.15,50,2.03764609735103,2.1,2.08706783745248,2.08627944950708,1.96682091797314,No interaction,3,2.49819139354528,0.392454449249465
3,202609143,0.15,51,2.98279220059992,3,2.9652598300256,2.97113600167978,3.01753169314023,Interaction,3,2.46289488725712,0.424752706979415
3,202609143,0.15,52,1.90620784697153,1.95,1.96523536963091,1.96497519496752,2.36675544716306,Interaction,3,2.49965341462885,0.467832532642745
3,202609143,0.15,53,3.08484374669303,3.15,3.15702353945551,3.14754348964916,3.01099968644006,No interaction,3,2.50503866788954,0.460894339271461
3,202609143,0.15,54,1.93310963159579,1.95,1.94127135858045,1.95088892144616,1.38927734071286,No interaction,3,2.50142160944252,0.455378187377193
3,202609143,0.15,55,1.81640885182568,1.8,1.78353544201274,1.79841891242153,2.8138082065668,Interaction,3,2.4646669187064,0.501553630081792
3,202609143,0.15,56,3.10350387908438,3.15,3.16160004322038,3.16601717182492,2.09520591029412,No interaction,3,2.46865830422135,0.495199356367412
3,202609143,0.15,57,1.84250028558896,1.8,1.81435774827164,1.82448195133179,3.04237154866195,Interaction,3,2.46519151198912,0.489537127673082
3,202609143,0.15,58,3.07908936079433,3.15,3.15656604025821,3.15746438332034,2.09249918212748,No interaction,3,2.46914765962115,0.48369682884471
3,202609143,0.15,59,1.86665665713562,1.8,1.80381960885914,1.78845407171304,2.92109739182669,Interaction,3,2.46585893028443,0.478596064815349
3,202609143,0.15,60,3.05673143976353,3,3.02507203270425,3.01133842713521,2.75981634957106,No interaction,3,2.46910308188082,0.473702827797428
3,202609143,0.15,61,1.88702690373547,1.95,1.96087187373886,1.94983712094062,3.11964121399859,Interaction,3,2.46430164463287,0.467997357841428
3,202609143,0.15,62,3.03529392914654,3,3.01818581675904,3.03336817759983,1.47342192129989,No interaction,3,2.46927111831597,0.462436936953086
4,202609144,0.25,1,5.5,5.5,5.47759933830104,5.46161585261115,2.38525658464672,No interaction,1,5.5,1
4,202609144,0.25,2,3.23080792630558,3.25,3.25666823432379,3.25840361118762,2.4548190312017,No interaction,1,5.5,1
4,202609144,0.25,3,1.05519136976408,1,1,1.00791749843518,2.80943898578699,Interaction,1,5.5,1
4,202609144,0.25,4,2.1331605548114,2.25,2.26457355539573,2.28550153357097,2.07713847101889,No interaction,1,2.1331605548114,1
4,202609144,0.25,5,1.64670951600308,1.75,1.7530132522495,1.73735299186368,1.88340702766811,Interaction,1,1.64670951600308,1
4,202609144,0.25,6,0.610927262717329,1,1.01801742466618,1.0286046211276,2.45096279914113,Interaction,2,2.01142726271733,1
4,202609144,0.25,7,3.02262726271733,3,2.98599036426795,2.97714814612204,1.67904985202514,No interaction,2,2.01142726271733,0.8
4,202609144,0.25,8,2.75574726271733,2.75,2.7361266265117,2.72047322251454,3.13673454209157,Interaction,2,2.01142726271733,0.64
4,202609144,0.25,9,1.73485536614334,1.75,1.74993205430577,1.74689587631369,2.81456779518379,Interaction,3,2.42686571617963,0.561924766574329
4,202609144,0.25,10,3.07276665721008,3,2.99219724645074,3.00901173000294,2.16499036587409,No interaction,3,2.47014302678642,0.502186358686385
4,202609144,0.25,11,1.90915157887537,2,2.0098348551677,1.99562000780572,2.48887014547729,Interaction,3,2.43224221379735,0.458449285645912
4,202609144,0.25,12,2.01600751608134,2.25,2.27037564879652,2.25818463079899,2.34037010276222,Interaction,3,2.47940804725834,0.414305347498438
