trial,seed,usable_gap_step_mm,test_number,raw_requested_gap_mm,requested_gap_mm,actual_gap_mm,measured_gap_mm,article_threshold_mm,outcome,stage,incoming_middle_mm,incoming_overall_variation_mm
4,202609144,0.25,13,2.97795052961504,3,2.98497329113621,2.9883038193983,3.0181032111149,Interaction,3,2.53774537001243,0.382122534377263
4,202609144,0.25,14,3.42124790323916,3.5,3.48131837738987,3.48083885383579,2.81993555659843,No interaction,3,2.71501687818519,0.543672844537314
4,202609144,0.25,15,3.34848523782606,3.25,3.24483358103577,3.24710853871781,2.15742174836427,No interaction,3,2.69546338614604,0.50997411298713
4,202609144,0.25,16,2.08422175477683,2,1.96192580086498,1.95355756276002,2.73818705163382,Interaction,3,2.67152174765916,0.478647100963595
4,202609144,0.25,17,2.13448566617322,2.25,2.28070557148363,2.2898378313819,3.19426313990013,Interaction,3,2.68478018295707,0.458578763986539
4,202609144,0.25,18,3.23283793108585,3.25,3.25622062856221,3.24352856193509,1.76580343015678,No interaction,3,2.71243441692335,0.434393584442827
4,202609144,0.25,19,2.21417419666918,2.25,2.25220545255781,2.24343833904624,2.24976992238952,No interaction,3,2.69590616303146,0.415465257750998
4,202609144,0.25,20,3.22132281018208,3.25,3.23627734403368,3.22515213893064,1.491352819018,No interaction,3,2.58812597282053,0.50615254785096
4,202609144,0.25,21,1.98276407141858,2,2.01872498381744,2.0097398180173,2.11660862726447,Interaction,3,2.57463590188896,0.487337859588618
4,202609144,0.25,22,3.15069576228425,3.25,3.26300208412393,3.26664194565395,2.28332795447213,No interaction,3,2.58992838022868,0.469261407577885
4,202609144,0.25,23,2.04998612227499,2,2.00537983784496,2.00241500090694,3.27843033331091,Interaction,3,2.58064393148015,0.456479835875403
4,202609144,0.25,24,3.09625602556057,3,2.99213197457008,2.98043066409998,2.41366162277949,No interaction,3,2.59249697627964,0.443059849851303
4,202609144,0.25,25,2.09035323781092,2,2.04188665199663,2.04691018972656,2.39608159893273,Interaction,3,2.57374221605621,0.428726366514671
4,202609144,0.25,26,3.04522605339739,3,2.99017886410075,2.98141358769719,2.70468891359606,No interaction,3,2.58501201735231,0.417238473295633
4,202609144,0.25,27,2.12629967902929,2.25,2.22841553512827,2.24026758259687,2.80057024051465,Interaction,3,2.56953575353182,0.405337059444476
4,202609144,0.25,28,3.01541150184451,3,3.01271629934667,3.00637347180289,2.04057662228854,No interaction,3,2.58698288665193,0.393957347303526
4,202609144,0.25,29,2.16191196259936,2.25,2.26155031270598,2.26161674980706,2.82338558257415,Interaction,3,2.5749501525432,0.384042947414079
4,202609144,0.25,30,2.99103709866989,3,3.02329686574533,3.00916174133273,1.76990868125712,No interaction,3,2.59064036525614,0.374202554592287
4,202609144,0.25,31,2.19332139334292,2.25,2.24994728217871,2.23784176878019,2.50072030214762,Interaction,3,2.58044309871302,0.365726693783754
4,202609144,0.25,32,2.96720689740161,3,3.01342802687283,3.0175885750187,1.9605120764424,No interaction,3,2.59279655517917,0.35726177692981
4,202609144,0.25,33,2.22160133217159,2.25,2.26004539873553,2.26792316299475,3.24230959898111,Interaction,3,2.58426052227728,0.350057133306657
4,202609144,0.25,34,2.94807684689493,3,2.99326857680137,2.98503614505877,2.01037876113985,No interaction,3,2.59610241411692,0.342554192484681
4,202609144,0.25,35,2.24528557223159,2.25,2.23529604132116,2.25157803109631,2.36350890261471,Interaction,3,2.58758695639214,0.335918924593279
4,202609144,0.25,36,2.92913319951573,3,2.991049519867,2.97968673587377,2.61666610790589,No interaction,3,2.59726655078529,0.329396177399947
4,202609144,0.25,37,2.26657778902163,2.25,2.19835394904043,2.21108077242213,2.85054057381674,Interaction,3,2.58960174197599,0.323509216779526
4,202609144,0.25,38,2.90945172786937,3,3.00147915417909,3.01253655197174,1.52535123289123,No interaction,3,2.59677297259194,0.318086221035028
4,202609144,0.25,39,2.28752356952367,2.25,2.20660179452064,2.19585906669354,2.45016678387246,Interaction,3,2.59090807803241,0.313251944768955
4,202609144,0.25,40,2.89096121816584,3,3.01495252336809,3.02096915338316,2.52590147064092,No interaction,3,2.59683462450918,0.308632312336474
4,202609144,0.25,41,2.30727529743194,2.25,2.270079849588,2.26479496752954,3.42502452621235,Interaction,3,2.59179330239497,0.304460144422717
4,202609144,0.25,42,2.87761239578812,3,2.99033613887747,2.98424241878081,1.92306082466099,No interaction,3,2.59907979832999,0.299819803507146
4,202609144,0.25,43,2.32437198473137,2.25,2.24506921603435,2.23541582803566,2.52914278593904,Interaction,3,2.59361870922921,0.295713041732935
4,202609144,0.25,44,2.86320266498263,2.75,2.78841525436002,2.78856333642845,1.65041857379579,No interaction,3,2.59930537815726,0.29176040555597
4,202609144,0.25,45,2.8505219996257,3,3.0328763078155,3.03758567564964,2.67016071263036,No interaction,3,2.58785552477563,0.287224138709753
4,202609144,0.25,46,2.32858098590158,2.25,2.25574063834799,2.26928280609659,1.67700838777771,No interaction,3,2.58468575909191,0.284402857512862
4,202609144,0.25,47,2.85948666948526,2.75,2.77843153696372,2.77267041478211,2.08237046647716,No interaction,3,2.54737583696751,0.306742832941278
4,202609144,0.25,48,2.84744203585933,3,3.01897618818633,3.0222549684724,1.95900405270396,No interaction,3,2.53812405572147,0.302068339978383
4,202609144,0.25,49,2.83612478854299,2.75,2.72129584932972,2.72578890348924,2.30312403347706,No interaction,3,2.53547642909487,0.299301502686025
4,202609144,0.25,50,2.22408383802487,2.25,2.28725400798436,2.29630515377667,2.97402320505461,Interaction,3,2.52585324985762,0.295273397096628
4,202609144,0.25,51,2.83151439630864,2.75,2.7197601745722,2.71732392745881,3.11589539014044,Interaction,3,2.53386842033633,0.291096309019375
4,202609144,0.25,52,2.24062485857106,2.25,2.23557119650723,2.22776510095936,2.57219755036153,Interaction,3,2.55864256098217,0.300583839708043
4,202609144,0.25,53,2.25376080671184,2.5,2.49793019809695,2.48719338454471,2.25374646029123,No interaction,3,2.56359370589316,0.296774807644938
4,202609144,0.25,54,2.87038033724584,2.75,2.75442480381001,2.74824793970996,3.28360682810126,Interaction,3,2.54532987246947,0.299585681821533
4,202609144,0.25,55,2.22186285784952,2.25,2.24372687706257,2.26033127822185,2.31774582722187,Interaction,3,2.56817594566475,0.31031638693121
4,202609144,0.25,56,2.91285904959275,3,3.00758536544981,2.99115724959231,2.45494408091259,No interaction,3,2.57329705816934,0.306325657576368
4,202609144,0.25,57,2.23709251693085,2.25,2.28207598934787,2.26059035899686,3.42103672031495,Interaction,3,2.57031899249783,0.303208803973598
4,202609144,0.25,58,2.9019987887087,3,3.03650272309449,3.02256104721842,3.0968673116938,Interaction,3,2.57503239058559,0.299556938271284
4,202609144,0.25,59,2.22019300405854,2.25,2.24568899345371,2.25457283426903,1.37711123844971,No interaction,3,2.60551774552746,0.332463107393372
4,202609144,0.25,60,2.15376474882483,2,1.99500234903308,1.98937471698161,3.16031540994499,Interaction,3,2.58000696142729,0.354610825792397
4,202609144,0.25,61,3.00149873746973,3,2.99824061600153,2.99927151451437,1.56751817666162,No interaction,3,2.58171409273069,0.352020666447835
4,202609144,0.25,62,2.16621995240297,2.25,2.25143068824357,2.24746389075913,2.56406846687925,Interaction,3,2.57820785799208,0.348256893989103
5,202609145,0.5,1,5.5,5.5,5.48490861338706,5.50611375509502,2.37677273624783,No interaction,1,5.5,1
5,202609145,0.5,2,3.25305687754751,3.5,3.55587842841698,3.54656296803574,2.17610354757322,No interaction,1,5.5,1
5,202609145,0.5,3,1.54656296803574,1.5,1.46640185747674,1.45828000280039,2.0485832123998,Interaction,1,5.5,1
5,202609145,0.5,4,2.50242148541806,2.5,2.52268367942569,2.52708721121192,1.56060690608212,No interaction,1,2.50242148541806,1
5,202609145,0.5,5,1.99268360700615,2,2.00710320495905,2.00719574495517,2.84360182684353,Interaction,1,1.99268360700615,1
5,202609145,0.5,6,0.855641478083546,1,1,1.0067495515783,2.90152224345884,Interaction,2,2.26714147808355,1
5,202609145,0.5,7,3.59714147808355,3.5,3.52361131002971,3.51675107055153,2.02139902524375,No interaction,2,2.26714147808355,1
5,202609145,0.5,8,0.941641478083546,1,1,1.01067087359653,2.81291126022566,Interaction,2,2.26714147808355,1
5,202609145,0.5,9,3.54314147808355,3.5,3.54217093633335,3.54748457963008,3.0554877612859,No interaction,2,2.26714147808355,1
5,202609145,0.5,10,0.997641478083546,1,1.02823301218357,1.03002075344548,2.1521571393572,Interaction,2,2.26714147808355,1
5,202609145,0.5,11,3.50514147808355,3.5,3.54400063766178,3.55051179702287,2.41420234751266,No interaction,2,2.26714147808355,1
5,202609145,0.5,12,1.03564147808355,1,1.0166376247911,1.02189968011751,1.89848751263163,Interaction,2,2.26714147808355,1
5,202609145,0.5,13,3.47664147808355,3.5,3.48494809945449,3.49118366345974,2.29626163082668,No interaction,2,2.26714147808355,1
5,202609145,0.5,14,1.06114147808355,1,1.03613969904051,1.03774709452974,3.27995997802763,Interaction,2,2.26714147808355,1
5,202609145,0.5,15,3.45814147808355,3.5,3.45896961684818,3.45920076425342,2.26001910196561,No interaction,2,2.26714147808355,1
5,202609145,0.5,16,1.07764147808355,1,1,1.00742309275927,2.12445245082384,Interaction,2,2.26714147808355,1
5,202609145,0.5,17,3.44364147808355,3.5,3.4806132030434,3.48120238331877,3.50169145892577,Interaction,2,2.26714147808355,1
5,202609145,0.5,18,1.98259196371033,2,2.02019597598174,2.03169973368252,2.23570006096487,Interaction,3,2.67780613605217,0.670085949245149
5,202609145,0.5,19,2.07520349744719,2.5,2.46609969663936,2.45578136852982,2.50993451645091,Interaction,3,2.7373879557717,0.626771848863706
5,202609145,0.5,20,2.17552350489433,2,2.00977508313921,2.01342897849568,3.33155188897374,Interaction,3,2.82094355288079,0.580674807005358
5,202609145,0.5,21,2.24260982758517,2.5,2.52265618968249,2.52303775422503,3.23534299084959,Interaction,3,2.84695014651384,0.555204702736494
5,202609145,0.5,22,2.32244640851775,2,2.02474228696515,2.01867168574991,3.49228979889091,Interaction,3,2.90285555514377,0.52242047401082
5,202609145,0.5,23,2.36864895746532,2.5,2.52785342697324,2.52811896174993,1.87819891146248,No interaction,3,2.91470793640744,0.50867161522321
5,202609145,0.5,24,3.44697141014442,3.5,3.52966833332826,3.51973657991666,2.04265105291513,No interaction,3,2.79281784321565,0.569572108775593
5,202609145,0.5,25,2.15619086255199,2,1.98031809075274,1.97810217365776,2.59095803054558,Interaction,3,2.77731299660023,0.552845691186692
5,202609145,0.5,26,3.37925089328011,3.5,3.50378087837185,3.49860489297051,2.65177852353942,No interaction,3,2.79078043561016,0.538153139158616
5,202609145,0.5,27,2.21483628287721,2,2.00630901474575,2.01213728505315,2.55508754779857,Interaction,3,2.77745569182961,0.524831538201863
5,202609145,0.5,28,3.32097581316199,3.5,3.44842514831874,3.45220643195086,2.33842309639151,No interaction,3,2.78967356355908,0.512592619009081
5,202609145,0.5,29,2.26414891729201,2.5,2.51200301876738,2.51740404850999,2.19536129813139,No interaction,3,2.77691121443576,0.501233917051557
5,202609145,0.5,30,3.28157541386006,3.5,3.4753637476198,3.48004454979886,1.84393685316249,No interaction,3,2.69741285495306,0.529372504673309
5,202609145,0.5,31,2.12475869943289,2,1.99581708938928,2.00914909731671,1.08963463954181,No interaction,3,2.68915279354223,0.519939285222794
5,202609145,0.5,32,1.85862064432521,1.5,1.47013557492375,1.45223564888393,2.33834950004093,Interaction,3,2.57854786712996,0.614010424566952
5,202609145,0.5,33,3.28314143301132,3.5,3.52111087544243,3.53717745339928,3.35752326351488,No interaction,3,2.58342246694739,0.606868140558483
5,202609145,0.5,34,1.89720778679901,2,2.02979106355931,2.02952670137469,2.35739501470227,Interaction,3,2.5764965252399,0.597965438768393
5,202609145,0.5,35,3.2565405764401,3.5,3.49919236598058,3.51600624066322,2.45336293938965,No interaction,3,2.59516100302836,0.584257573685282
5,202609145,0.5,36,3.23118767907985,3,2.97763830144741,2.95633845661201,2.09196242256322,No interaction,3,2.58863573374367,0.57627977160195
5,202609145,0.5,37,1.92656332825801,2,1.96366221054351,1.95341307813233,1.84682316103881,No interaction,3,2.56576631839399,0.565666362952191
5,202609145,0.5,38,1.73981779631364,1.5,1.4884163271648,1.48710488866366,1.5581003052143,Interaction,3,2.48372447263247,0.629096555026497
5,202609145,0.5,39,3.21429941340955,3,3.00456270524573,3.00287681667432,2.60231906702752,No interaction,3,2.48995523193826,0.620955149139555
5,202609145,0.5,40,1.75974882313652,2,1.98118465157833,1.99252342321063,2.42558692086276,Interaction,3,2.47307532762679,0.60942033702714
5,202609145,0.5,41,3.18897767942813,3,2.99809845230907,3.00980018282728,1.91372663005148,No interaction,3,2.49073415550239,0.597555433398147
5,202609145,0.5,42,3.1642673287055,3.5,3.53052096808039,3.53552301871407,2.11273334402359,No interaction,3,2.47581793168586,0.58691338194343
5,202609145,0.5,43,1.79811156503737,2,2.01375855402609,2.01005906913813,2.91956494732601,Interaction,3,2.47251752541561,0.581886074528252
5,202609145,0.5,44,3.15078300850495,3,2.99814133395916,2.99451671909452,2.39580973584702,No interaction,3,2.48877573915192,0.571188325585017
5,202609145,0.5,45,1.82222962321403,2,1.98545541272066,2.004240774815,2.50844904323086,Interaction,3,2.47545353090826,0.561913038876754
5,202609145,0.5,46,3.13028397038385,3,3.01626295898153,3.01147510065768,2.34024848081796,No interaction,3,2.48982333263346,0.552121239439987
5,202609145,0.5,47,1.84605995928874,2,2.003349913654,2.00040816627628,2.53453975882507,Interaction,3,2.47818907066662,0.543533199809018
5,202609145,0.5,48,3.11029702807214,3,2.99168388762748,2.98060642468693,2.59021347371763,No interaction,3,2.49097768273654,0.534587263992752
5,202609145,0.5,49,3.09165335742827,3.5,3.49480265371644,3.50337649304295,2.66696651412441,No interaction,3,2.47957186663395,0.526521712511242
5,202609145,0.5,50,1.87463039480409,2,1.98051300208132,1.97001476789548,3.37650581303473,Interaction,3,2.4775057234509,0.523329278339245
5,202609145,0.5,51,3.07937288206075,3,3.0241167823975,3.0265443055224,2.95184663516669,No interaction,3,2.48823905160411,0.51537387136586
5,202609145,0.5,52,3.06261788972026,3.5,3.52466161630867,3.53787045846223,1.68021349670396,No interaction,3,2.47924125224581,0.508389226557253
5,202609145,0.5,53,1.90214497365444,2,2.00480316614281,2.00113477440039,2.0424762478117,Interaction,3,2.47779363634748,0.506064758411466
5,202609145,0.5,54,3.05361196029946,3,2.99214070159695,3.00963377361425,1.83609707456219,No interaction,3,2.4882599844013,0.498766630699743
5,202609145,0.5,55,3.03823524503102,3.5,3.49429532677757,3.50184637516972,2.30383242327051,No interaction,3,2.47981050077235,0.492438046083481
5,202609145,0.5,56,1.92708732707421,2,1.99588386203036,2.00093233940795,3.35341000283994,Interaction,3,2.4784273712126,0.490297949433875
5,202609145,0.5,57,3.02989165480223,3,2.99074623377261,2.98668587444867,2.99854047185436,Interaction,3,2.48792305062881,0.483684608811616
5,202609145,0.5,58,1.94978252016978,2,1.97835392362922,1.97796843383871,2.83128098402942,Interaction,3,2.53186530997158,0.513074296872457
5,202609145,0.5,59,1.96818457750445,1.5,1.49377401537544,1.49552441902502,1.78974486948486,Interaction,3,2.53973891282767,0.506697105782994
5,202609145,0.5,60,3.10531816573969,3,3.00752500752505,3.00150730560187,1.63878448802496,No interaction,3,2.54121784353258,0.504562005551978
5,202609145,0.5,61,1.97398772891786,2,2.01707064994967,2.01442262989299,1.72709932855489,No interaction,3,2.53240613860346,0.498810549071549
5,202609145,0.5,62,1.87406336819239,1.5,1.50671920101061,1.50383433462445,2.63674368858252,Interaction,3,2.48927545993815,0.530355251504968
