id,scenario,repetition,seed,middle,variation,step,starting,budget,completed,status,reason,invariant_failures,replay_mismatches,seconds,nonfinite,bounds,membership,duplicate,stage,measurements,fit,direction,pause_reason,boundary
3,1,3,202610143,1.5,0.15,0.1,1,0,20,complete,,0,0,0.0113462,0,0,0,0,0,0,0,0,0,0
7,2,2,202611142,5,0.15,0.1,1,0,20,complete,,0,0,0.0037557,0,0,0,0,0,0,0,0,0,0
11,3,1,202612141,8.5,0.15,0.1,1,0,20,complete,,0,0,0.0054505,0,0,0,0,0,0,0,0,0,0
15,3,5,202612145,8.5,0.15,0.1,1,0,20,complete,,0,0,0.0021022,0,0,0,0,0,0,0,0,0,0
19,4,4,202613144,1.5,0.25,0.1,1,0,20,complete,,0,0,0.0065837,0,0,0,0,0,0,0,0,0,0
23,5,3,202614143,5,0.25,0.1,1,0,20,complete,,0,0,0.0021457,0,0,0,0,0,0,0,0,0,0
27,6,2,202615142,8.5,0.25,0.1,1,0,20,complete,,0,0,0.0021203,0,0,0,0,0,0,0,0,0,0
31,7,1,202616141,1.5,0.5,0.1,1,0,20,complete,,0,0,0.2964559,0,0,0,0,0,0,0,0,0,0
35,7,5,202616145,1.5,0.5,0.1,1,0,20,complete,,0,0,0.2285863,0,0,0,0,0,0,0,0,0,0
39,8,4,202617144,5,0.5,0.1,1,0,20,complete,,0,0,0.0078982,0,0,0,0,0,0,0,0,0,0
43,9,3,202618143,8.5,0.5,0.1,1,0,20,complete,,0,0,0.0036712,0,0,0,0,0,0,0,0,0,0
47,10,2,202619142,1.5,1,0.1,1,0,20,complete,,0,0,0.3151495,0,0,0,0,0,0,0,0,0,0
51,11,1,202620141,5,1,0.1,1,0,20,complete,,0,0,0.2497935,0,0,0,0,0,0,0,0,0,0
55,11,5,202620145,5,1,0.1,1,0,20,complete,,0,0,0.0229242,0,0,0,0,0,0,0,0,0,0
59,12,4,202621144,8.5,1,0.1,1,0,20,complete,,0,0,0.0131081,0,0,0,0,0,0,0,0,0,0
63,13,3,202622143,1.5,1.5,0.1,1,0,20,complete,,0,0,0.3295985,0,0,0,0,0,0,0,0,0,0
67,14,2,202623142,5,1.5,0.1,1,0,20,complete,,0,0,0.2529698,0,0,0,0,0,0,0,0,0,0
71,15,1,202624141,8.5,1.5,0.1,1,0,20,complete,,0,0,0.00251,0,0,0,0,0,0,0,0,0,0
75,15,5,202624145,8.5,1.5,0.1,1,0,20,complete,,0,0,0.0024141,0,0,0,0,0,0,0,0,0,0
79,16,4,202625144,1.5,0.15,0.15,1,0,20,complete,,0,0,0.0211719,0,0,0,0,0,0,0,0,0,0
83,17,3,202626143,5,0.15,0.15,1,0,20,complete,,0,0,0.022901,0,0,0,0,0,0,0,0,0,0
87,18,2,202627142,8.5,0.15,0.15,1,0,20,complete,,0,0,0.0027815,0,0,0,0,0,0,0,0,0,0
91,19,1,202628141,1.5,0.25,0.15,1,0,20,complete,,0,0,0.0264674,0,0,0,0,0,0,0,0,0,0
95,19,5,202628145,1.5,0.25,0.15,1,0,20,complete,,0,0,0.0266296,0,0,0,0,0,0,0,0,0,0
99,20,4,202629144,5,0.25,0.15,1,0,20,complete,,0,0,0.0220459,0,0,0,0,0,0,0,0,0,0
103,21,3,202630143,8.5,0.25,0.15,1,0,20,complete,,0,0,0.0026967,0,0,0,0,0,0,0,0,0,0
107,22,2,202631142,1.5,0.5,0.15,1,0,20,complete,,0,0,0.232579,0,0,0,0,0,0,0,0,0,0
111,23,1,202632141,5,0.5,0.15,1,0,20,complete,,0,0,0.0182056,0,0,0,0,0,0,0,0,0,0
115,23,5,202632145,5,0.5,0.15,1,0,20,complete,,0,0,0.0202201,0,0,0,0,0,0,0,0,0,0
119,24,4,202633144,8.5,0.5,0.15,1,0,20,complete,,0,0,0.0021663,0,0,0,0,0,0,0,0,0,0
123,25,3,202634143,1.5,1,0.15,1,0,20,complete,,0,0,0.3483967,0,0,0,0,0,0,0,0,0,0
127,26,2,202635142,5,1,0.15,1,0,20,complete,,0,0,0.0182446,0,0,0,0,0,0,0,0,0,0
131,27,1,202636141,8.5,1,0.15,1,0,20,complete,,0,0,0.0024695,0,0,0,0,0,0,0,0,0,0
135,27,5,202636145,8.5,1,0.15,1,0,20,complete,,0,0,0.0179467,0,0,0,0,0,0,0,0,0,0
139,28,4,202637144,1.5,1.5,0.15,1,0,20,complete,,0,0,0.3168748,0,0,0,0,0,0,0,0,0,0
143,29,3,202638143,5,1.5,0.15,1,0,20,complete,,0,0,0.3359113,0,0,0,0,0,0,0,0,0,0
147,30,2,202639142,8.5,1.5,0.15,1,0,20,complete,,0,0,0.0026012,0,0,0,0,0,0,0,0,0,0
151,31,1,202640141,1.5,0.15,0.03,1,0,20,complete,,0,0,0.021902,0,0,0,0,0,0,0,0,0,0
155,31,5,202640145,1.5,0.15,0.03,1,0,20,complete,,0,0,0.0233624,0,0,0,0,0,0,0,0,0,0
159,32,4,202641144,5,0.15,0.03,1,0,20,complete,,0,0,0.0234463,0,0,0,0,0,0,0,0,0,0
163,33,3,202642143,8.5,0.15,0.03,1,0,20,complete,,0,0,0.0028246,0,0,0,0,0,0,0,0,0,0
167,34,2,202643142,1.5,0.25,0.03,1,0,20,complete,,0,0,0.0200977,0,0,0,0,0,0,0,0,0,0
171,35,1,202644141,5,0.25,0.03,1,0,20,complete,,0,0,0.0195297,0,0,0,0,0,0,0,0,0,0
175,35,5,202644145,5,0.25,0.03,1,0,20,complete,,0,0,0.0201914,0,0,0,0,0,0,0,0,0,0
179,36,4,202645144,8.5,0.25,0.03,1,0,20,complete,,0,0,0.0026415,0,0,0,0,0,0,0,0,0,0
183,37,3,202646143,1.5,0.5,0.03,1,0,20,complete,,0,0,0.2394747,0,0,0,0,0,0,0,0,0,0
