id,scenario,repetition,seed,middle,variation,step,starting,budget,completed,status,reason,invariant_failures,replay_mismatches,seconds,nonfinite,bounds,membership,duplicate,stage,measurements,fit,direction,pause_reason,boundary
2,1,2,202610142,1.5,0.15,0.05,0.25,0,20,complete,,0,0,0.6803015,0,0,0,0,0,0,0,0,0,0
6,2,1,202611141,5,0.15,0.05,0.25,0,20,complete,,0,0,0.2187582,0,0,0,0,0,0,0,0,0,0
10,2,5,202611145,5,0.15,0.05,0.25,0,20,complete,,0,0,0.259479,0,0,0,0,0,0,0,0,0,0
14,3,4,202612144,8.5,0.15,0.05,0.25,0,20,complete,,0,0,0.2177025,0,0,0,0,0,0,0,0,0,0
18,4,3,202613143,1.5,0.25,0.05,0.25,0,20,complete,,0,0,0.2720676,0,0,0,0,0,0,0,0,0,0
22,5,2,202614142,5,0.25,0.05,0.25,0,20,complete,,0,0,0.2077631,0,0,0,0,0,0,0,0,0,0
26,6,1,202615141,8.5,0.25,0.05,0.25,0,20,complete,,0,0,0.2087438,0,0,0,0,0,0,0,0,0,0
30,6,5,202615145,8.5,0.25,0.05,0.25,0,20,complete,,0,0,0.2120066,0,0,0,0,0,0,0,0,0,0
34,7,4,202616144,1.5,0.5,0.05,0.25,0,20,complete,,0,0,0.2866762,0,0,0,0,0,0,0,0,0,0
38,8,3,202617143,5,0.5,0.05,0.25,0,20,complete,,0,0,0.1905431,0,0,0,0,0,0,0,0,0,0
42,9,2,202618142,8.5,0.5,0.05,0.25,0,20,complete,,0,0,0.3042383,0,0,0,0,0,0,0,0,0,0
46,10,1,202619141,1.5,1,0.05,0.25,0,20,complete,,0,0,0.2185377,0,0,0,0,0,0,0,0,0,0
50,10,5,202619145,1.5,1,0.05,0.25,0,20,complete,,0,0,0.3082556,0,0,0,0,0,0,0,0,0,0
54,11,4,202620144,5,1,0.05,0.25,0,20,complete,,0,0,0.3175147,0,0,0,0,0,0,0,0,0,0
58,12,3,202621143,8.5,1,0.05,0.25,0,20,complete,,0,0,0.2495979,0,0,0,0,0,0,0,0,0,0
62,13,2,202622142,1.5,1.5,0.05,0.25,0,20,complete,,0,0,0.2613619,0,0,0,0,0,0,0,0,0,0
66,14,1,202623141,5,1.5,0.05,0.25,0,20,complete,,0,0,0.2541042,0,0,0,0,0,0,0,0,0,0
70,14,5,202623145,5,1.5,0.05,0.25,0,20,complete,,0,0,0.2562934,0,0,0,0,0,0,0,0,0,0
74,15,4,202624144,8.5,1.5,0.05,0.25,0,20,complete,,0,0,0.2672001,0,0,0,0,0,0,0,0,0,0
78,16,3,202625143,1.5,0.15,0.1,0.25,0,20,complete,,0,0,0.1959686,0,0,0,0,0,0,0,0,0,0
82,17,2,202626142,5,0.15,0.1,0.25,0,20,complete,,0,0,0.214527,0,0,0,0,0,0,0,0,0,0
86,18,1,202627141,8.5,0.15,0.1,0.25,0,20,complete,,0,0,0.2079073,0,0,0,0,0,0,0,0,0,0
90,18,5,202627145,8.5,0.15,0.1,0.25,0,20,complete,,0,0,0.1643495,0,0,0,0,0,0,0,0,0,0
94,19,4,202628144,1.5,0.25,0.1,0.25,0,20,complete,,0,0,0.2172427,0,0,0,0,0,0,0,0,0,0
98,20,3,202629143,5,0.25,0.1,0.25,0,20,complete,,0,0,0.1986868,0,0,0,0,0,0,0,0,0,0
102,21,2,202630142,8.5,0.25,0.1,0.25,0,20,complete,,0,0,0.2205571,0,0,0,0,0,0,0,0,0,0
106,22,1,202631141,1.5,0.5,0.1,0.25,0,20,complete,,0,0,0.2408542,0,0,0,0,0,0,0,0,0,0
110,22,5,202631145,1.5,0.5,0.1,0.25,0,20,complete,,0,0,0.2129349,0,0,0,0,0,0,0,0,0,0
114,23,4,202632144,5,0.5,0.1,0.25,0,20,complete,,0,0,0.225934,0,0,0,0,0,0,0,0,0,0
118,24,3,202633143,8.5,0.5,0.1,0.25,0,20,complete,,0,0,0.256829,0,0,0,0,0,0,0,0,0,0
122,25,2,202634142,1.5,1,0.1,0.25,0,20,complete,,0,0,0.2725403,0,0,0,0,0,0,0,0,0,0
126,26,1,202635141,5,1,0.1,0.25,0,20,complete,,0,0,0.2485424,0,0,0,0,0,0,0,0,0,0
