scenario,true_middle_mm,true_variation_mm,usable_step_mm,starting_variation_mm,article_count,first_seed,repetitions,overlap_runs,paused_runs,invariant_failures,nonfinite_requests,out_of_bounds_requests,off_grid_requests,immediate_duplicate_requests,invalid_stage_values,stage_reversals,budget_overruns,measurement_count_failures,invalid_fits,probability_direction_failures,missing_pause_reasons,replay_matches,middle_bias_mm,middle_rmse_mm,variation_bias_mm,variation_rmse_mm,median_run_seconds,maximum_run_seconds,execution_mode
1,1.5,0.15,0.05,0.25,20,202610141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0262332947308056,0.0560135789658342,-0.0584276220453056,0.0667396668087686,0.2109908,0.6598934,serial
5,5,0.25,0.05,0.25,20,202614141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0274936044116824,0.0749595483838845,-0.124483745002438,0.131861312867082,0.1044348,0.1238836,serial
9,8.5,0.5,0.05,0.25,20,202618141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0685937716271528,0.146482045892522,-0.21234774208891,0.282959500630375,0.102662,0.1694588,serial
13,1.5,1.5,0.05,0.25,20,202622141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0567905318490268,0.20872372107797,-0.763841767975341,0.820419686742916,0.1224583,0.1261115,serial
17,5,0.15,0.1,0.25,20,202626141,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0290522230546413,0.05057769180346,-0.00303677214806522,0.05640351402066,0.0869062,0.1064599,serial
21,8.5,0.25,0.1,0.25,20,202630141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0206674234904543,0.059481537760393,0.0444208718734665,0.115159946299788,0.0981323,0.1072293,serial
25,1.5,1,0.1,0.25,20,202634141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00725871499626742,0.307976718077957,-0.238374913936566,0.411616110697354,0.1289137,0.1325362,serial
29,5,1.5,0.1,0.25,20,202638141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.638449647702505,0.754042745154945,-0.656935985899029,0.804706948298743,0.1187742,0.1391412,serial
33,8.5,0.15,0.15,0.25,20,202642141,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.00608486958509857,0.00608486958509857,0.0505331298636143,0.0505331298636143,0.011045,0.0859608,serial
37,1.5,0.5,0.15,0.25,20,202646141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.105539967642699,0.220207635452292,-0.134610098657464,0.158349064671893,0.1062973,0.1144691,serial
41,5,1,0.15,0.25,20,202650141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0292201171199032,0.066454800650663,-0.177503256769761,0.303774040198292,0.1143476,0.123168,serial
45,8.5,1.5,0.15,0.25,20,202654141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0777140205207381,0.363095912764234,-0.643306405600278,0.8776917710791,0.0965931,0.1122538,serial
49,1.5,0.25,0.5,0.25,20,202658141,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,0.0101027,0.0119549,serial
