id,scenario,repetition,seed,middle,variation,step,starting,budget,completed,status,reason,invariant_failures,replay_mismatches,seconds,nonfinite,bounds,membership,duplicate,stage,measurements,fit,direction,pause_reason,boundary
1,1,1,202610141,1.5,0.15,0.1,1,0,20,complete,,0,0,0.0180176,0,0,0,0,0,0,0,0,0,0
5,1,5,202610145,1.5,0.15,0.1,1,0,20,complete,,0,0,0.0047565,0,0,0,0,0,0,0,0,0,0
9,2,4,202611144,5,0.15,0.1,1,0,20,complete,,0,0,0.0066155,0,0,0,0,0,0,0,0,0,0
13,3,3,202612143,8.5,0.15,0.1,1,0,20,complete,,0,0,0.0025664,0,0,0,0,0,0,0,0,0,0
17,4,2,202613142,1.5,0.25,0.1,1,0,20,complete,,0,0,0.0248874,0,0,0,0,0,0,0,0,0,0
21,5,1,202614141,5,0.25,0.1,1,0,20,complete,,0,0,0.0028791,0,0,0,0,0,0,0,0,0,0
25,5,5,202614145,5,0.25,0.1,1,0,20,complete,,0,0,0.0023734,0,0,0,0,0,0,0,0,0,0
29,6,4,202615144,8.5,0.25,0.1,1,0,20,complete,,0,0,0.0023058,0,0,0,0,0,0,0,0,0,0
33,7,3,202616143,1.5,0.5,0.1,1,0,20,complete,,0,0,0.0159443,0,0,0,0,0,0,0,0,0,0
37,8,2,202617142,5,0.5,0.1,1,0,20,complete,,0,0,0.0175169,0,0,0,0,0,0,0,0,0,0
41,9,1,202618141,8.5,0.5,0.1,1,0,20,complete,,0,0,0.0039752,0,0,0,0,0,0,0,0,0,0
45,9,5,202618145,8.5,0.5,0.1,1,0,20,complete,,0,0,0.0027924,0,0,0,0,0,0,0,0,0,0
49,10,4,202619144,1.5,1,0.1,1,0,20,complete,,0,0,0.3099793,0,0,0,0,0,0,0,0,0,0
53,11,3,202620143,5,1,0.1,1,0,20,complete,,0,0,0.2480692,0,0,0,0,0,0,0,0,0,0
57,12,2,202621142,8.5,1,0.1,1,0,20,complete,,0,0,0.0121045,0,0,0,0,0,0,0,0,0,0
61,13,1,202622141,1.5,1.5,0.1,1,0,20,complete,,0,0,0.3371551,0,0,0,0,0,0,0,0,0,0
65,13,5,202622145,1.5,1.5,0.1,1,0,20,complete,,0,0,0.3217887,0,0,0,0,0,0,0,0,0,0
69,14,4,202623144,5,1.5,0.1,1,0,20,complete,,0,0,0.3035272,0,0,0,0,0,0,0,0,0,0
73,15,3,202624143,8.5,1.5,0.1,1,0,20,complete,,0,0,0.3022897,0,0,0,0,0,0,0,0,0,0
77,16,2,202625142,1.5,0.15,0.15,1,0,20,complete,,0,0,0.0239586,0,0,0,0,0,0,0,0,0,0
81,17,1,202626141,5,0.15,0.15,1,0,20,complete,,0,0,0.0231987,0,0,0,0,0,0,0,0,0,0
85,17,5,202626145,5,0.15,0.15,1,0,20,complete,,0,0,0.0184967,0,0,0,0,0,0,0,0,0,0
89,18,4,202627144,8.5,0.15,0.15,1,0,20,complete,,0,0,0.0032903,0,0,0,0,0,0,0,0,0,0
93,19,3,202628143,1.5,0.25,0.15,1,0,20,complete,,0,0,0.0254697,0,0,0,0,0,0,0,0,0,0
97,20,2,202629142,5,0.25,0.15,1,0,20,complete,,0,0,0.0205949,0,0,0,0,0,0,0,0,0,0
101,21,1,202630141,8.5,0.25,0.15,1,0,20,complete,,0,0,0.0028145,0,0,0,0,0,0,0,0,0,0
105,21,5,202630145,8.5,0.25,0.15,1,0,20,complete,,0,0,0.0022572,0,0,0,0,0,0,0,0,0,0
109,22,4,202631144,1.5,0.5,0.15,1,0,20,complete,,0,0,0.2481227,0,0,0,0,0,0,0,0,0,0
113,23,3,202632143,5,0.5,0.15,1,0,20,complete,,0,0,0.026319,0,0,0,0,0,0,0,0,0,0
117,24,2,202633142,8.5,0.5,0.15,1,0,20,complete,,0,0,0.0031147,0,0,0,0,0,0,0,0,0,0
121,25,1,202634141,1.5,1,0.15,1,0,20,complete,,0,0,0.3284791,0,0,0,0,0,0,0,0,0,0
125,25,5,202634145,1.5,1,0.15,1,0,20,complete,,0,0,0.2747673,0,0,0,0,0,0,0,0,0,0
129,26,4,202635144,5,1,0.15,1,0,20,complete,,0,0,0.0248507,0,0,0,0,0,0,0,0,0,0
133,27,3,202636143,8.5,1,0.15,1,0,20,complete,,0,0,0.0228122,0,0,0,0,0,0,0,0,0,0
137,28,2,202637142,1.5,1.5,0.15,1,0,20,complete,,0,0,0.2901909,0,0,0,0,0,0,0,0,0,0
141,29,1,202638141,5,1.5,0.15,1,0,20,complete,,0,0,0.2870511,0,0,0,0,0,0,0,0,0,0
145,29,5,202638145,5,1.5,0.15,1,0,20,complete,,0,0,0.2588479,0,0,0,0,0,0,0,0,0,0
149,30,4,202639144,8.5,1.5,0.15,1,0,20,complete,,0,0,0.0254168,0,0,0,0,0,0,0,0,0,0
153,31,3,202640143,1.5,0.15,0.03,1,0,20,complete,,0,0,0.0246875,0,0,0,0,0,0,0,0,0,0
157,32,2,202641142,5,0.15,0.03,1,0,20,complete,,0,0,0.0208264,0,0,0,0,0,0,0,0,0,0
161,33,1,202642141,8.5,0.15,0.03,1,0,20,complete,,0,0,0.0031214,0,0,0,0,0,0,0,0,0,0
165,33,5,202642145,8.5,0.15,0.03,1,0,20,complete,,0,0,0.0024353,0,0,0,0,0,0,0,0,0,0
169,34,4,202643144,1.5,0.25,0.03,1,0,20,complete,,0,0,0.0230911,0,0,0,0,0,0,0,0,0,0
173,35,3,202644143,5,0.25,0.03,1,0,20,complete,,0,0,0.0232719,0,0,0,0,0,0,0,0,0,0
177,36,2,202645142,8.5,0.25,0.03,1,0,20,complete,,0,0,0.0027888,0,0,0,0,0,0,0,0,0,0
181,37,1,202646141,1.5,0.5,0.03,1,0,20,complete,,0,0,0.283093,0,0,0,0,0,0,0,0,0,0
185,37,5,202646145,1.5,0.5,0.03,1,0,20,complete,,0,0,0.2979936,0,0,0,0,0,0,0,0,0,0
189,38,4,202647144,5,0.5,0.03,1,0,20,complete,,0,0,0.0258516,0,0,0,0,0,0,0,0,0,0
193,39,3,202648143,8.5,0.5,0.03,1,0,20,complete,,0,0,0.002798,0,0,0,0,0,0,0,0,0,0
197,40,2,202649142,1.5,1,0.03,1,0,20,complete,,0,0,0.2526549,0,0,0,0,0,0,0,0,0,0
201,41,1,202650141,5,1,0.03,1,0,20,complete,,0,0,0.024399,0,0,0,0,0,0,0,0,0,0
205,41,5,202650145,5,1,0.03,1,0,20,complete,,0,0,0.0266333,0,0,0,0,0,0,0,0,0,0
209,42,4,202651144,8.5,1,0.03,1,0,20,complete,,0,0,0.271514,0,0,0,0,0,0,0,0,0,0
213,43,3,202652143,1.5,1.5,0.03,1,0,20,complete,,0,0,0.3321549,0,0,0,0,0,0,0,0,0,0
217,44,2,202653142,5,1.5,0.03,1,0,20,complete,,0,0,0.3024933,0,0,0,0,0,0,0,0,0,0
221,45,1,202654141,8.5,1.5,0.03,1,0,20,complete,,0,0,0.3333407,0,0,0,0,0,0,0,0,0,0
225,45,5,202654145,8.5,1.5,0.03,1,0,20,complete,,0,0,0.3150666,0,0,0,0,0,0,0,0,0,0
229,46,4,202655144,1.5,0.15,0.1,1,0,62,complete,,0,0,0.0483341,0,0,0,0,0,0,0,0,0,0
233,47,3,202656143,5,0.15,0.1,1,0,62,complete,,0,0,0.0052914,0,0,0,0,0,0,0,0,0,0
237,48,2,202657142,8.5,0.15,0.1,1,0,62,complete,,0,0,0.005919,0,0,0,0,0,0,0,0,0,0
241,49,1,202658141,1.5,0.25,0.1,1,0,62,complete,,0,0,0.0076031,0,0,0,0,0,0,0,0,0,0
245,49,5,202658145,1.5,0.25,0.1,1,0,62,complete,,0,0,0.0855698,0,0,0,0,0,0,0,0,0,0
249,50,4,202659144,5,0.25,0.1,1,0,62,complete,,0,0,0.0054312,0,0,0,0,0,0,0,0,0,0
253,51,3,202660143,8.5,0.25,0.1,1,0,62,complete,,0,0,0.0056084,0,0,0,0,0,0,0,0,0,0
257,52,2,202661142,1.5,0.5,0.1,1,0,4,paused,no_interaction_at_min_gap,0,0,0.0063632,0,0,0,0,0,0,0,0,0,0
261,53,1,202662141,5,0.5,0.1,1,0,62,complete,,0,0,0.0933395,0,0,0,0,0,0,0,0,0,0
265,53,5,202662145,5,0.5,0.1,1,0,62,complete,,0,0,0.534988,0,0,0,0,0,0,0,0,0,0
269,54,4,202663144,8.5,0.5,0.1,1,0,62,complete,,0,0,0.0057662,0,0,0,0,0,0,0,0,0,0
273,55,3,202664143,1.5,1,0.1,1,0,62,complete,,0,0,0.7081214,0,0,0,0,0,0,0,0,0,0
