id,scenario,repetition,seed,middle,variation,step,starting,budget,completed,status,reason,invariant_failures,replay_mismatches,seconds,nonfinite,bounds,membership,duplicate,stage,measurements,fit,direction,pause_reason,boundary
3,1,3,202610143,1.5,0.15,0.05,0.25,0,20,complete,,0,0,1.0738473,0,0,0,0,0,0,0,0,0,0
7,2,2,202611142,5,0.15,0.05,0.25,0,20,complete,,0,0,0.6115012,0,0,0,0,0,0,0,0,0,0
11,3,1,202612141,8.5,0.15,0.05,0.25,0,20,complete,,0,0,0.5423113,0,0,0,0,0,0,0,0,0,0
15,3,5,202612145,8.5,0.15,0.05,0.25,0,20,complete,,0,0,0.3720573,0,0,0,0,0,0,0,0,0,0
19,4,4,202613144,1.5,0.25,0.05,0.25,0,20,complete,,0,0,0.5064781,0,0,0,0,0,0,0,0,0,0
23,5,3,202614143,5,0.25,0.05,0.25,0,20,complete,,0,0,0.3693159,0,0,0,0,0,0,0,0,0,0
27,6,2,202615142,8.5,0.25,0.05,0.25,0,20,complete,,0,0,0.3931274,0,0,0,0,0,0,0,0,0,0
31,7,1,202616141,1.5,0.5,0.05,0.25,0,20,complete,,0,0,0.4253733,0,0,0,0,0,0,0,0,0,0
35,7,5,202616145,1.5,0.5,0.05,0.25,0,20,complete,,0,0,0.4059952,0,0,0,0,0,0,0,0,0,0
39,8,4,202617144,5,0.5,0.05,0.25,0,20,complete,,0,0,0.3207078,0,0,0,0,0,0,0,0,0,0
43,9,3,202618143,8.5,0.5,0.05,0.25,0,20,complete,,0,0,0.3681315,0,0,0,0,0,0,0,0,0,0
47,10,2,202619142,1.5,1,0.05,0.25,0,20,complete,,0,0,0.4267543,0,0,0,0,0,0,0,0,0,0
51,11,1,202620141,5,1,0.05,0.25,0,20,complete,,0,0,0.3520677,0,0,0,0,0,0,0,0,0,0
55,11,5,202620145,5,1,0.05,0.25,0,20,complete,,0,0,0.4308321,0,0,0,0,0,0,0,0,0,0
59,12,4,202621144,8.5,1,0.05,0.25,0,20,complete,,0,0,0.3587345,0,0,0,0,0,0,0,0,0,0
63,13,3,202622143,1.5,1.5,0.05,0.25,0,20,complete,,0,0,0.4640056,0,0,0,0,0,0,0,0,0,0
67,14,2,202623142,5,1.5,0.05,0.25,0,20,complete,,0,0,0.4441005,0,0,0,0,0,0,0,0,0,0
71,15,1,202624141,8.5,1.5,0.05,0.25,0,20,complete,,0,0,0.4437086,0,0,0,0,0,0,0,0,0,0
75,15,5,202624145,8.5,1.5,0.05,0.25,0,20,complete,,0,0,0.4275999,0,0,0,0,0,0,0,0,0,0
79,16,4,202625144,1.5,0.15,0.1,0.25,0,20,complete,,0,0,0.3755657,0,0,0,0,0,0,0,0,0,0
83,17,3,202626143,5,0.15,0.1,0.25,0,20,complete,,0,0,0.0268551,0,0,0,0,0,0,0,0,0,0
87,18,2,202627142,8.5,0.15,0.1,0.25,0,20,complete,,0,0,0.3811064,0,0,0,0,0,0,0,0,0,0
91,19,1,202628141,1.5,0.25,0.1,0.25,0,20,complete,,0,0,0.292675,0,0,0,0,0,0,0,0,0,0
95,19,5,202628145,1.5,0.25,0.1,0.25,0,20,complete,,0,0,0.3551417,0,0,0,0,0,0,0,0,0,0
99,20,4,202629144,5,0.25,0.1,0.25,0,20,complete,,0,0,0.2840946,0,0,0,0,0,0,0,0,0,0
103,21,3,202630143,8.5,0.25,0.1,0.25,0,20,complete,,0,0,0.3281875,0,0,0,0,0,0,0,0,0,0
107,22,2,202631142,1.5,0.5,0.1,0.25,0,20,complete,,0,0,0.4352385,0,0,0,0,0,0,0,0,0,0
111,23,1,202632141,5,0.5,0.1,0.25,0,20,complete,,0,0,0.3632161,0,0,0,0,0,0,0,0,0,0
115,23,5,202632145,5,0.5,0.1,0.25,0,20,complete,,0,0,0.3516677,0,0,0,0,0,0,0,0,0,0
119,24,4,202633144,8.5,0.5,0.1,0.25,0,20,complete,,0,0,0.3878392,0,0,0,0,0,0,0,0,0,0
123,25,3,202634143,1.5,1,0.1,0.25,0,20,complete,,0,0,0.3606459,0,0,0,0,0,0,0,0,0,0
127,26,2,202635142,5,1,0.1,0.25,0,20,complete,,0,0,0.358733,0,0,0,0,0,0,0,0,0,0
131,27,1,202636141,8.5,1,0.1,0.25,0,20,complete,,0,0,0.4257172,0,0,0,0,0,0,0,0,0,0
135,27,5,202636145,8.5,1,0.1,0.25,0,20,complete,,0,0,0.2759463,0,0,0,0,0,0,0,0,0,0
139,28,4,202637144,1.5,1.5,0.1,0.25,0,20,complete,,0,0,0.4481764,0,0,0,0,0,0,0,0,0,0
143,29,3,202638143,5,1.5,0.1,0.25,0,20,complete,,0,0,0.4269796,0,0,0,0,0,0,0,0,0,0
