budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,build_sd_factor,build_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_abs_build_error,mean_duplicates,mean_stage2_tests,execution_mode,scenario_shard_index,scenario_shard_count,seed,repeated_setting_rate,nonfinite_fit_rate
20,0.1,0.05,0,0.03,5,0.0134164078649987,0.25,0.0125,300,0.956666666666667,0.956666666666667,0,0.000314065263239549,0.0428402733132389,-0.0113449403851206,0.0407287402145209,0.0108010885838539,0.0101778073858931,7.90333333333333,5.19,process-shard,3,4,20260912,0.395166666666666,0.043333333333333
20,0.1,0.05,0,0.03,5,0.0134164078649987,0.5,0.025,300,0.953333333333333,0.956666666666667,0,0.000195210110751908,0.0412867207103845,-0.0115725076988574,0.040095892912923,0.0108010885838539,0.0203556147717862,8.45333333333333,5.29,process-shard,2,4,20260912,0.422666666666666,0.046666666666667
20,0.1,0.05,1,0.015,4,0.0075,0,0,300,0.95,0.95,0,0.0035267350556552,0.0452502174133621,-0.00765943944648533,0.0385362997883647,0.00606444142265639,0,7.54,5.16666666666667,process-shard,2,4,20260912,0.377,0.05
20,0.1,0.05,1,0.015,4,0.0075,0.25,0.0125,300,0.94,0.94,0,0.000826583226170608,0.0445874850229371,-0.0105972332698324,0.0395348137171279,0.00606444142265639,0.00998170117836461,7.81333333333333,5.33333333333333,process-shard,1,4,20260912,0.390666666666666,0.0600000000000001
20,0.1,0.05,1,0.015,4,0.0075,0.5,0.025,300,0.93,0.93,0.00333333333333333,-9.16770476404466e-05,0.0398916531401142,-0.0124267487558285,0.0379397023204715,0.00606444142265639,0.0199634023567292,8.39666666666667,5.65666666666667,process-shard,4,4,20260912,0.419833333333334,0.07
20,0.1,0.05,1,0.015,5,0.00670820393249937,0,0,300,0.953333333333333,0.953333333333333,0,-0.000390135066048803,0.0459570526390986,-0.00752498023588624,0.0366834449575338,0.00539209083472937,0,7.56666666666667,5.27666666666667,process-shard,3,4,20260912,0.378333333333334,0.046666666666667
20,0.1,0.05,1,0.015,5,0.00670820393249937,0.25,0.0125,300,0.936666666666667,0.936666666666667,0,0.00103735823104664,0.0431561084153614,-0.009874487704528,0.0388917288578175,0.00539209083472937,0.00988334822284947,8.15,5.77333333333333,process-shard,2,4,20260912,0.4075,0.063333333333333
20,0.1,0.05,1,0.015,5,0.00670820393249937,0.5,0.025,300,0.94,0.943333333333333,0,-0.00119375037927683,0.0415573423895875,-0.0112738157072437,0.0400859551753952,0.00539209083472939,0.0197666964456989,8.60333333333333,5.79333333333333,process-shard,1,4,20260912,0.430166666666666,0.0600000000000001
20,0.1,0.05,1,0.03,4,0.015,0,0,300,0.93,0.93,0,0.00313746525870444,0.0468186195810693,-0.0079714281289989,0.0405737765483203,0.0118175454901034,0,7.76333333333333,5.13,process-shard,4,4,20260912,0.388166666666666,0.07
20,0.1,0.05,1,0.03,4,0.015,0.25,0.0125,300,0.933333333333333,0.933333333333333,0,0.00384143851416121,0.0470879607256946,-0.00822309423526933,0.0381594404148302,0.0118175454901034,0.0099200318378044,7.98666666666667,5.56666666666667,process-shard,3,4,20260912,0.399333333333333,0.066666666666667
