budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,build_sd_factor,build_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_abs_build_error,mean_duplicates,mean_stage2_tests,execution_mode,scenario_shard_index,scenario_shard_count,seed,repeated_setting_rate,nonfinite_fit_rate
20,0.2,0.05,1,0.015,4,0.0075,0.25,0.0125,300,0.976666666666667,0.976666666666667,0,0.00187659909469482,0.079354694000455,-0.0375130411067472,0.08864419349531,0.00604804843450367,0.00999497300662622,6.3,3.95,process-shard,1,4,20260912,0.315,0.023333333333333
20,0.2,0.05,1,0.015,4,0.0075,0.5,0.025,300,0.973333333333333,0.973333333333333,0,-0.00354380741530172,0.0761240438729728,-0.0427847429351111,0.0898005151957498,0.00604804843450367,0.0199899460132524,6.79333333333333,4.34666666666667,process-shard,4,4,20260912,0.339666666666667,0.0266666666666669
20,0.2,0.05,1,0.015,5,0.00670820393249937,0,0,300,0.976666666666667,0.976666666666667,0,0.00526784080768047,0.0792650864815878,-0.0347289423879738,0.0809493663343852,0.00529624942601622,0,6.09666666666667,3.99,process-shard,3,4,20260912,0.304833333333334,0.023333333333333
20,0.2,0.05,1,0.015,5,0.00670820393249937,0.25,0.0125,300,0.986666666666667,0.986666666666667,0,-0.00394286215425829,0.0756843646735975,-0.036254459453262,0.0899520030896197,0.00529624942601621,0.00980086702564708,6.13333333333333,3.74,process-shard,2,4,20260912,0.306666666666667,0.013333333333333
20,0.2,0.05,1,0.015,5,0.00670820393249937,0.5,0.025,300,0.976666666666667,0.98,0,0.00165323972741404,0.0816358943424416,-0.0462403334846331,0.0877227241886516,0.00529624942601621,0.0196017340512942,6.79,4.09,process-shard,1,4,20260912,0.3395,0.023333333333333
20,0.2,0.05,1,0.03,4,0.015,0,0,300,0.983333333333333,0.983333333333333,0,-0.00104204065418352,0.0790034189503179,-0.0317419320681051,0.0820183473152886,0.0119173951829778,0,6.05666666666667,3.85,process-shard,4,4,20260912,0.302833333333334,0.0166666666666671
20,0.2,0.05,1,0.03,4,0.015,0.25,0.0125,300,0.97,0.97,0,0.00500787819836797,0.0760407683010352,-0.0359477735291156,0.0813508325220395,0.0119173951829778,0.00992395129469394,6.45333333333333,4.16333333333333,process-shard,3,4,20260912,0.322666666666666,0.03
20,0.2,0.05,1,0.03,4,0.015,0.5,0.025,300,0.973333333333333,0.973333333333333,0,0.00246275195763485,0.0773299062595043,-0.0335181048307951,0.0873764334106448,0.0119173951829778,0.0198479025893879,6.58666666666667,4.25,process-shard,2,4,20260912,0.329333333333333,0.0266666666666669
20,0.2,0.05,1,0.03,5,0.0134164078649987,0,0,300,0.993333333333333,0.993333333333333,0,-0.00388528386509635,0.0785159273691896,-0.038645377424026,0.0819728894516968,0.0106043485815194,0,6.02333333333333,3.46666666666667,process-shard,1,4,20260912,0.301166666666666,0.00666666666666704
20,0.2,0.05,1,0.03,5,0.0134164078649987,0.25,0.0125,300,0.986666666666667,0.986666666666667,0,-0.000610949991471056,0.0743286867171262,-0.0338460839547924,0.0863355632794963,0.0106043485815194,0.0099539272181158,6.36333333333333,4.03,process-shard,4,4,20260912,0.318166666666666,0.013333333333333
20,0.2,0.05,1,0.03,5,0.0134164078649987,0.5,0.025,300,0.98,0.98,0,-0.00133631525024504,0.0769010116074615,-0.036496643603026,0.0865279406107028,0.0106043485815194,0.0199078544362316,6.73,4.27333333333333,process-shard,3,4,20260912,0.3365,0.02
20,0.2,0.05,2,0.015,4,0.0075,0,0,300,0.993333333333333,0.993333333333333,0,-0.00957962796687106,0.0762233356424895,-0.0416643491839575,0.0834312938372622,0.00604804843450366,0,6.01333333333333,3.83333333333333,process-shard,3,4,20260912,0.300666666666667,0.00666666666666704
20,0.2,0.05,2,0.015,4,0.0075,0.25,0.0125,300,0.99,0.99,0,-0.000963153697610716,0.0800847629246905,-0.0380732104302737,0.0888275260664256,0.00604804843450367,0.00999497300662622,6.28333333333333,3.93,process-shard,2,4,20260912,0.314166666666666,0.01
20,0.2,0.05,2,0.015,4,0.0075,0.5,0.025,300,0.973333333333333,0.973333333333333,0,-0.00376421759994473,0.0750775957014643,-0.0435202853212218,0.0903459510456622,0.00604804843450367,0.0199899460132524,6.82,4.36333333333333,process-shard,1,4,20260912,0.341,0.0266666666666669
20,0.2,0.05,2,0.015,5,0.00670820393249937,0,0,300,0.98,0.98,0,0.00236779900998464,0.0797466839969677,-0.0347043007205254,0.0808018506965248,0.00529624942601622,0,6.08,3.97333333333333,process-shard,4,4,20260912,0.304,0.02
20,0.2,0.05,2,0.015,5,0.00670820393249937,0.25,0.0125,300,0.986666666666667,0.986666666666667,0,-0.00632309247945607,0.0756099722162924,-0.0361440689374197,0.0900249955412446,0.00529624942601621,0.00980086702564708,6.11666666666667,3.73,process-shard,3,4,20260912,0.305833333333334,0.013333333333333
20,0.2,0.05,2,0.015,5,0.00670820393249937,0.5,0.025,300,0.973333333333333,0.976666666666667,0,-0.000284148949134183,0.0819781841647548,-0.045380747938581,0.0868378170506454,0.00529624942601621,0.0196017340512942,6.81333333333333,4.13333333333333,process-shard,2,4,20260912,0.340666666666667,0.0266666666666669
20,0.2,0.05,2,0.03,4,0.015,0,0,300,0.986666666666667,0.986666666666667,0,-0.00314930889943321,0.0797545433358019,-0.030965462090594,0.0813433616096425,0.0119173951829778,0,6.06,3.85666666666667,process-shard,1,4,20260912,0.303,0.013333333333333
20,0.2,0.05,2,0.03,4,0.015,0.25,0.0125,300,0.973333333333333,0.973333333333333,0,0.00209797786914321,0.0770078389232684,-0.0352752396777099,0.0808976757344042,0.0119173951829778,0.00992395129469394,6.5,4.20666666666667,process-shard,4,4,20260912,0.325,0.0266666666666669
20,0.2,0.05,2,0.03,4,0.015,0.5,0.025,300,0.973333333333333,0.973333333333333,0,0.000214374276910062,0.0773666297841465,-0.0333576890502458,0.0873666816329312,0.0119173951829778,0.0198479025893879,6.60666666666667,4.27333333333333,process-shard,3,4,20260912,0.330333333333333,0.0266666666666669
20,0.2,0.05,2,0.03,5,0.0134164078649987,0,0,300,0.98,0.98,0,-0.00367091057581952,0.0788469279328604,-0.0374757731289285,0.0816191966400283,0.0106043485815194,0,6.08666666666667,3.54,process-shard,2,4,20260912,0.304333333333333,0.02
20,0.2,0.05,2,0.03,5,0.0134164078649987,0.25,0.0125,300,0.976666666666667,0.976666666666667,0,-0.00082653840600697,0.0724643535263309,-0.0332606930209663,0.085652945404327,0.0106043485815194,0.0099539272181158,6.38333333333333,4.05666666666667,process-shard,1,4,20260912,0.319166666666666,0.023333333333333
20,0.2,0.05,2,0.03,5,0.0134164078649987,0.5,0.025,300,0.966666666666667,0.966666666666667,0,0.000550443329667476,0.0767061962926174,-0.0348637287338467,0.0848118417256463,0.0106043485815194,0.0199078544362316,6.76666666666667,4.33333333333333,process-shard,4,4,20260912,0.338333333333333,0.033333333333333
20,0.2,0.1,0,0.015,4,0.0075,0,0,300,0.95,0.95,0,0.0057070672575626,0.077667891050534,-0.0121024152115485,0.0762180713918477,0.00592212527369211,0,8.8,5.06666666666667,process-shard,1,4,20260912,0.44,0.05
20,0.2,0.1,0,0.015,4,0.0075,0.25,0.025,300,0.953333333333333,0.953333333333333,0,0.000509006449128013,0.0771241283864231,-0.0203505460109325,0.0725138132584521,0.00592212527369211,0.0198200514621299,9.09333333333333,5.20333333333333,process-shard,4,4,20260912,0.454666666666666,0.046666666666667
20,0.2,0.1,0,0.015,4,0.0075,0.5,0.05,300,0.936666666666667,0.936666666666667,0.00333333333333333,0.00139261555984842,0.081778109377009,-0.0194672349993679,0.0803381935211925,0.0059221252736921,0.0396401029242598,9.72333333333333,5.85,process-shard,3,4,20260912,0.486166666666666,0.063333333333333
20,0.2,0.1,0,0.015,5,0.00670820393249937,0,0,300,0.936666666666667,0.936666666666667,0,0.00111300442407383,0.0807701905633482,-0.0208287716999748,0.0696225720875554,0.00534219942500594,0,8.93,5.11,process-shard,2,4,20260912,0.4465,0.063333333333333
20,0.2,0.1,0,0.015,5,0.00670820393249937,0.25,0.025,300,0.953333333333333,0.953333333333333,0,-0.00170362592720777,0.0800198935859553,-0.0223464958281837,0.0722646839882558,0.00534219942500594,0.0199808966006119,9.09333333333333,5.11333333333333,process-shard,1,4,20260912,0.454666666666666,0.046666666666667
20,0.2,0.1,0,0.015,5,0.00670820393249937,0.5,0.05,300,0.97,0.966666666666667,0.00333333333333333,0.000713943834119866,0.0765907504696459,-0.0261546740200326,0.0796915324050395,0.00534219942500594,0.0399617932012238,9.56666666666667,5.22333333333333,process-shard,4,4,20260912,0.478333333333333,0.03
20,0.2,0.1,0,0.03,4,0.015,0,0,300,0.92,0.92,0,-0.00350602077030562,0.0736875280437247,-0.0234097390301146,0.0769218731010795,0.0119663630346386,0,9.16333333333333,5.78333333333333,process-shard,3,4,20260912,0.458166666666666,0.08
20,0.2,0.1,0,0.03,4,0.015,0.25,0.025,300,0.96,0.96,0,-0.000295903664471242,0.076180244205628,-0.0238633864608463,0.0796660062086214,0.0119663630346386,0.0199008555459249,9.17333333333333,5.35666666666667,process-shard,2,4,20260912,0.458666666666667,0.04
20,0.2,0.1,0,0.03,4,0.015,0.5,0.05,300,0.946666666666667,0.946666666666667,0,-0.00473213051566135,0.075114211137158,-0.0248133876071784,0.0797471318450511,0.0119663630346386,0.0398017110918497,9.6,5.76333333333333,process-shard,1,4,20260912,0.48,0.053333333333333
20,0.2,0.1,0,0.03,5,0.0134164078649987,0,0,300,0.95,0.95,0,0.00283119768534766,0.0795667635938908,-0.0222839619163404,0.0682364840937067,0.0106383029823448,0,8.72333333333333,4.87,process-shard,4,4,20260912,0.436166666666666,0.05
20,0.2,0.1,0,0.03,5,0.0134164078649987,0.25,0.025,300,0.926666666666667,0.926666666666667,0,0.000367909922320987,0.0773264893369845,-0.0238097257206481,0.070413053101962,0.0106383029823448,0.020178705372411,9.22666666666667,5.21,process-shard,3,4,20260912,0.461333333333333,0.073333333333333
20,0.2,0.1,0,0.03,5,0.0134164078649987,0.5,0.05,300,0.953333333333333,0.953333333333333,0,0.00278509531669093,0.0754490183790813,-0.0287195307284661,0.0754266406212952,0.0106383029823448,0.0403574107448219,9.60666666666667,5.33666666666667,process-shard,2,4,20260912,0.480333333333333,0.046666666666667
20,0.2,0.1,1,0.015,4,0.0075,0,0,300,0.94,0.94,0,0.00144106324152466,0.0752381873801811,-0.0125228640327264,0.0761365672671536,0.00592212527369211,0,8.80666666666667,5.06333333333333,process-shard,2,4,20260912,0.440333333333334,0.0600000000000001
20,0.2,0.1,1,0.015,4,0.0075,0.25,0.025,300,0.923333333333333,0.923333333333333,0,-0.000894357235425861,0.075091236260524,-0.0186713869765615,0.0710535322622591,0.00592212527369211,0.0198200514621299,9.14333333333333,5.3,process-shard,1,4,20260912,0.457166666666667,0.076666666666667
20,0.2,0.1,1,0.015,4,0.0075,0.5,0.05,300,0.923333333333333,0.92,0.00333333333333333,0.000469103868520537,0.0820592999474018,-0.0183392009859061,0.080010091619961,0.0059221252736921,0.0396401029242598,9.75,5.88666666666667,process-shard,4,4,20260912,0.4875,0.076666666666667
20,0.2,0.1,1,0.015,5,0.00670820393249937,0,0,300,0.906666666666667,0.906666666666667,0,-0.00289578685066453,0.0773751499984957,-0.0212839223288286,0.070305624984273,0.00534219942500594,0,8.99,5.18,process-shard,3,4,20260912,0.4495,0.093333333333333
20,0.2,0.1,1,0.015,5,0.00670820393249937,0.25,0.025,300,0.94,0.94,0,-0.00296322006324927,0.0793746372579962,-0.0219925673204818,0.0722729675609549,0.00534219942500594,0.0199808966006119,9.11333333333333,5.13333333333333,process-shard,2,4,20260912,0.455666666666666,0.0600000000000001
20,0.2,0.1,1,0.015,5,0.00670820393249937,0.5,0.05,300,0.966666666666667,0.966666666666667,0.00333333333333333,-0.00014904006313608,0.0757898093614547,-0.0274044675310858,0.0804076867858327,0.00534219942500594,0.0399617932012238,9.59333333333333,5.27333333333333,process-shard,1,4,20260912,0.479666666666667,0.033333333333333
20,0.2,0.1,1,0.03,4,0.015,0,0,300,0.92,0.92,0,-0.00673065518281779,0.0722778036233053,-0.0242476609950205,0.0773228969363441,0.0119663630346386,0,9.16666666666667,5.78666666666667,process-shard,4,4,20260912,0.458333333333333,0.08
20,0.2,0.1,1,0.03,4,0.015,0.25,0.025,300,0.94,0.94,0,-0.00402028609936815,0.0732116728442562,-0.0238009176291493,0.0789514618216702,0.0119663630346386,0.0199008555459249,9.18666666666667,5.37666666666667,process-shard,3,4,20260912,0.459333333333333,0.0600000000000001
20,0.2,0.1,1,0.03,4,0.015,0.5,0.05,300,0.936666666666667,0.936666666666667,0,-0.00437946853591365,0.0754896018201285,-0.0238874868147794,0.0787631286030204,0.0119663630346386,0.0398017110918497,9.61,5.78,process-shard,2,4,20260912,0.4805,0.063333333333333
20,0.2,0.1,1,0.03,5,0.0134164078649987,0,0,300,0.943333333333333,0.943333333333333,0,0.00181374666277436,0.0777458007538773,-0.0227726907431372,0.0685893796245281,0.0106383029823448,0,8.74333333333333,4.9,process-shard,1,4,20260912,0.437166666666667,0.056666666666667
20,0.2,0.1,1,0.03,5,0.0134164078649987,0.25,0.025,300,0.933333333333333,0.933333333333333,0,-0.00215389886824772,0.0794166243142329,-0.0238315976155242,0.0700321268138886,0.0106383029823448,0.020178705372411,9.23333333333333,5.23333333333333,process-shard,4,4,20260912,0.461666666666667,0.066666666666667
20,0.2,0.1,1,0.03,5,0.0134164078649987,0.5,0.05,300,0.95,0.95,0,0.000961205538381717,0.0789613085326927,-0.0274128484801967,0.0748101557121397,0.0106383029823448,0.0403574107448219,9.6,5.34333333333333,process-shard,3,4,20260912,0.48,0.05
20,0.2,0.1,2,0.015,4,0.0075,0,0,300,0.946666666666667,0.946666666666667,0,0.00234475005982114,0.082038506851923,-0.0107610641051274,0.0768383087461422,0.00592212527369211,0,8.82,5.11,process-shard,3,4,20260912,0.441,0.053333333333333
20,0.2,0.1,2,0.015,4,0.0075,0.25,0.025,300,0.95,0.95,0,-0.000265347203373236,0.0796412752331427,-0.0179905738179878,0.073044354712249,0.00592212527369211,0.0198200514621299,9.11666666666667,5.23,process-shard,2,4,20260912,0.455833333333334,0.05
20,0.2,0.1,2,0.015,4,0.0075,0.5,0.05,300,0.936666666666667,0.933333333333333,0.00333333333333333,0.000929294371895609,0.08150267875131,-0.0180305020894017,0.0791949483901169,0.0059221252736921,0.0396401029242598,9.75333333333333,5.87666666666667,process-shard,1,4,20260912,0.487666666666667,0.063333333333333
20,0.2,0.1,2,0.015,5,0.00670820393249937,0,0,300,0.963333333333333,0.963333333333333,0,-0.00260826260419548,0.0856386004006475,-0.0208805634595079,0.0703576437207474,0.00534219942500594,0,8.88,5.04,process-shard,4,4,20260912,0.444,0.036666666666667
20,0.2,0.1,2,0.015,5,0.00670820393249937,0.25,0.025,300,0.956666666666667,0.956666666666667,0,-0.00524302391490032,0.0771379590158331,-0.0246671741262108,0.0721890341380819,0.00534219942500594,0.0199808966006119,9.09,5.1,process-shard,3,4,20260912,0.4545,0.043333333333333
20,0.2,0.1,2,0.015,5,0.00670820393249937,0.5,0.05,300,0.963333333333333,0.956666666666667,0.00666666666666667,0.000960134997440801,0.0769679937993246,-0.0259316117370462,0.0808208924880401,0.00534219942500594,0.0399617932012238,9.64,5.36,process-shard,2,4,20260912,0.482,0.036666666666667
20,0.2,0.1,2,0.03,4,0.015,0,0,300,0.936666666666667,0.936666666666667,0,-0.0052780163588295,0.0766445983078333,-0.0215606735120204,0.0761497206529481,0.0119663630346386,0,9.09333333333333,5.69666666666667,process-shard,1,4,20260912,0.454666666666666,0.063333333333333
20,0.2,0.1,2,0.03,4,0.015,0.25,0.025,300,0.956666666666667,0.956666666666667,0,-0.00074695439334113,0.0771269452739276,-0.0229676847116307,0.078285820226666,0.0119663630346386,0.0199008555459249,9.17666666666667,5.37,process-shard,4,4,20260912,0.458833333333333,0.043333333333333
20,0.2,0.1,2,0.03,4,0.015,0.5,0.05,300,0.94,0.94,0,-0.00534525149442025,0.0784620843653506,-0.0233975604711576,0.0792449307083138,0.0119663630346386,0.0398017110918497,9.62666666666667,5.86666666666667,process-shard,3,4,20260912,0.481333333333334,0.0600000000000001
20,0.2,0.1,2,0.03,5,0.0134164078649987,0,0,300,0.943333333333333,0.943333333333333,0,0.00212275237778289,0.0822917543627984,-0.0200570482189387,0.0676061179913884,0.0106383029823448,0,8.78,4.93666666666667,process-shard,2,4,20260912,0.439,0.056666666666667
20,0.2,0.1,2,0.03,5,0.0134164078649987,0.25,0.025,300,0.933333333333333,0.933333333333333,0,-0.00386683660445844,0.0802304095157862,-0.0224235785816981,0.0689822818751369,0.0106383029823448,0.020178705372411,9.21333333333333,5.24666666666667,process-shard,1,4,20260912,0.460666666666666,0.066666666666667
20,0.2,0.1,2,0.03,5,0.0134164078649987,0.5,0.05,300,0.933333333333333,0.933333333333333,0,0.00274779060939808,0.0784345017896665,-0.0238747616910606,0.0723526236709296,0.0106383029823448,0.0403574107448219,9.61666666666667,5.41,process-shard,4,4,20260912,0.480833333333334,0.066666666666667
20,0.5,0.05,0,0.015,4,0.0075,0,0,300,1,1,0,-0.00496185003265812,0.177960000012239,-0.114908979298109,0.224140150799731,0.00599937708899655,0,3.87333333333333,2.96333333333333,process-shard,1,4,20260912,0.193666666666666,0
20,0.5,0.05,0,0.015,4,0.0075,0.25,0.0125,300,0.993333333333333,0.993333333333333,0,-0.010908816826117,0.178134298622564,-0.0954280678025142,0.220150895224038,0.00599937708899654,0.00997892975357531,3.94,3.05333333333333,process-shard,4,4,20260912,0.197,0.00666666666666704
20,0.5,0.05,0,0.015,4,0.0075,0.5,0.025,300,0.996666666666667,0.996666666666667,0,-0.00822397322901209,0.17701864064477,-0.110982003284476,0.225440285259993,0.00599937708899654,0.0199578595071506,4.45666666666667,3.29333333333333,process-shard,3,4,20260912,0.222833333333333,0.00333333333333297
20,0.5,0.05,0,0.015,5,0.00670820393249937,0,0,300,0.993333333333333,0.993333333333333,0,-0.00411351452455153,0.174510595423578,-0.117350448954645,0.224641259977407,0.0052750617118711,0,3.88333333333333,2.73,process-shard,2,4,20260912,0.194166666666667,0.00666666666666704
20,0.5,0.05,0,0.015,5,0.00670820393249937,0.25,0.0125,300,0.993333333333333,0.993333333333333,0,0.0090232595179011,0.184350671587935,-0.0949555212215892,0.216033543892539,0.0052750617118711,0.0100089044131501,3.76333333333333,2.87333333333333,process-shard,1,4,20260912,0.188166666666667,0.00666666666666704
20,0.5,0.05,0,0.015,5,0.00670820393249937,0.5,0.025,300,0.99,0.99,0,0.0159537371339585,0.173372935987202,-0.110914851810495,0.219755770212269,0.00527506171187111,0.0200178088263002,4.27,3.30333333333333,process-shard,4,4,20260912,0.2135,0.01
20,0.5,0.05,0,0.03,4,0.015,0,0,300,1,1,0,0.00550213923826902,0.18060398884454,-0.0997815326009101,0.207394304316008,0.012054737414206,0,3.86,2.79,process-shard,3,4,20260912,0.193,0
20,0.5,0.05,0,0.03,4,0.015,0.25,0.0125,300,0.996666666666667,0.996666666666667,0,0.011736938648123,0.180896105935175,-0.0969517442755477,0.203782991590368,0.012054737414206,0.00988209167834661,3.94,2.90333333333333,process-shard,2,4,20260912,0.197,0.00333333333333297
20,0.5,0.05,0,0.03,4,0.015,0.5,0.025,300,0.993333333333333,0.993333333333333,0,0.00120452877422591,0.179162118409594,-0.111248911226374,0.218805440021621,0.012054737414206,0.0197641833566932,4.46333333333333,3.25666666666667,process-shard,1,4,20260912,0.223166666666667,0.00666666666666704
20,0.5,0.05,0,0.03,5,0.0134164078649987,0,0,300,1,1,0,-0.00736740794881094,0.17789459777733,-0.112796529772034,0.216726812624965,0.0107247051318767,0,3.84333333333333,2.73,process-shard,4,4,20260912,0.192166666666667,0
20,0.5,0.05,0,0.03,5,0.0134164078649987,0.25,0.0125,300,1,1,0,-0.00303222406692743,0.180589344360135,-0.102308799881929,0.212077779528007,0.0107247051318767,0.0101312252537882,3.90666666666667,2.75,process-shard,3,4,20260912,0.195333333333333,0
20,0.5,0.05,0,0.03,5,0.0134164078649987,0.5,0.025,300,0.996666666666667,0.996666666666667,0,0.00415124548463298,0.184054042703837,-0.106262921381949,0.213940925764455,0.0107247051318767,0.0202624505075765,4.25333333333333,3.03666666666667,process-shard,2,4,20260912,0.212666666666667,0.00333333333333297
20,0.5,0.05,1,0.015,4,0.0075,0,0,300,1,1,0,-0.00496185003265812,0.177960000012239,-0.114908979298109,0.224140150799731,0.00599937708899655,0,3.87333333333333,2.96333333333333,process-shard,2,4,20260912,0.193666666666666,0
20,0.5,0.05,1,0.015,4,0.0075,0.25,0.0125,300,0.99,0.99,0,-0.0111310139354251,0.178405306257189,-0.0943154284419237,0.219132178221126,0.00599937708899654,0.00997892975357531,3.94,3.05333333333333,process-shard,1,4,20260912,0.197,0.01
20,0.5,0.05,1,0.015,4,0.0075,0.5,0.025,300,0.996666666666667,0.996666666666667,0,-0.00822397322901209,0.17701864064477,-0.110982003284476,0.225440285259993,0.00599937708899654,0.0199578595071506,4.45666666666667,3.29333333333333,process-shard,4,4,20260912,0.222833333333333,0.00333333333333297
20,0.5,0.05,1,0.015,5,0.00670820393249937,0,0,300,0.993333333333333,0.993333333333333,0,-0.00411351452455153,0.174510595423578,-0.117350448954645,0.224641259977407,0.0052750617118711,0,3.88333333333333,2.73,process-shard,3,4,20260912,0.194166666666667,0.00666666666666704
20,0.5,0.05,1,0.015,5,0.00670820393249937,0.25,0.0125,300,0.993333333333333,0.993333333333333,0,0.0090232595179011,0.184350671587935,-0.0949555212215892,0.216033543892539,0.0052750617118711,0.0100089044131501,3.76333333333333,2.87333333333333,process-shard,2,4,20260912,0.188166666666667,0.00666666666666704
20,0.5,0.05,1,0.015,5,0.00670820393249937,0.5,0.025,300,0.99,0.99,0,0.0159537371339585,0.173372935987202,-0.110914851810495,0.219755770212269,0.00527506171187111,0.0200178088263002,4.27,3.30333333333333,process-shard,1,4,20260912,0.2135,0.01
20,0.5,0.05,1,0.03,4,0.015,0,0,300,1,1,0,0.00550213923826902,0.18060398884454,-0.0997815326009101,0.207394304316008,0.012054737414206,0,3.86,2.79,process-shard,4,4,20260912,0.193,0
20,0.5,0.05,1,0.03,4,0.015,0.25,0.0125,300,0.996666666666667,0.996666666666667,0,0.011736938648123,0.180896105935175,-0.0969517442755477,0.203782991590368,0.012054737414206,0.00988209167834661,3.94,2.90333333333333,process-shard,3,4,20260912,0.197,0.00333333333333297
20,0.5,0.05,1,0.03,4,0.015,0.5,0.025,300,0.993333333333333,0.993333333333333,0,0.00120452878550033,0.179162118398333,-0.111248911238251,0.218805440039237,0.012054737414206,0.0197641833566932,4.46333333333333,3.25666666666667,process-shard,2,4,20260912,0.223166666666667,0.00666666666666704
20,0.5,0.05,1,0.03,5,0.0134164078649987,0,0,300,1,1,0,-0.00736740794881094,0.17789459777733,-0.112796529772034,0.216726812624965,0.0107247051318767,0,3.84333333333333,2.73,process-shard,1,4,20260912,0.192166666666667,0
20,0.5,0.05,1,0.03,5,0.0134164078649987,0.25,0.0125,300,1,1,0,-0.00303222406692743,0.180589344360135,-0.102308799881929,0.212077779528007,0.0107247051318767,0.0101312252537882,3.90666666666667,2.75,process-shard,4,4,20260912,0.195333333333333,0
20,0.5,0.05,1,0.03,5,0.0134164078649987,0.5,0.025,300,0.996666666666667,0.996666666666667,0,0.00415124549956365,0.184054042726115,-0.106262921371086,0.213940925752354,0.0107247051318767,0.0202624505075765,4.25333333333333,3.03666666666667,process-shard,3,4,20260912,0.212666666666667,0.00333333333333297
20,0.5,0.05,2,0.015,4,0.0075,0,0,300,1,1,0,-0.00608816719289137,0.177485904166268,-0.114651411602854,0.22360355232952,0.00599937708899655,0,3.86333333333333,2.95333333333333,process-shard,3,4,20260912,0.193166666666667,0
20,0.5,0.05,2,0.015,4,0.0075,0.25,0.0125,300,0.983333333333333,0.983333333333333,0,-0.0111667359220341,0.180968014732652,-0.0926177435744637,0.217931046438452,0.00599937708899654,0.00997892975357531,3.96666666666667,3.08333333333333,process-shard,2,4,20260912,0.198333333333334,0.0166666666666671
20,0.5,0.05,2,0.015,4,0.0075,0.5,0.025,300,0.986666666666667,0.986666666666667,0,-0.00986543981786648,0.176472963791364,-0.109165279983262,0.224600509871208,0.00599937708899654,0.0199578595071506,4.48333333333333,3.32,process-shard,1,4,20260912,0.224166666666666,0.013333333333333
20,0.5,0.05,2,0.015,5,0.00670820393249937,0,0,300,1,1,0,-0.00500371492780948,0.175714188724161,-0.118126047338271,0.224771803025505,0.0052750617118711,0,3.87,2.72,process-shard,4,4,20260912,0.1935,0
20,0.5,0.05,2,0.015,5,0.00670820393249937,0.25,0.0125,300,0.996666666666667,0.996666666666667,0,0.00985290268334577,0.184980612893812,-0.0953687461887803,0.215833797381047,0.0052750617118711,0.0100089044131501,3.74666666666667,2.85333333333333,process-shard,3,4,20260912,0.187333333333334,0.00333333333333297
20,0.5,0.05,2,0.015,5,0.00670820393249937,0.5,0.025,300,0.98,0.98,0,0.0177222138216158,0.174049145401077,-0.108292553292552,0.217863756767817,0.00527506171187111,0.0200178088263002,4.30666666666667,3.35,process-shard,2,4,20260912,0.215333333333334,0.02
20,0.5,0.05,2,0.03,4,0.015,0,0,300,1,1,0,0.00760203072791752,0.177984935360387,-0.101380926493652,0.209642017508105,0.012054737414206,0,3.87666666666667,2.80666666666667,process-shard,1,4,20260912,0.193833333333333,0
20,0.5,0.05,2,0.03,4,0.015,0.25,0.0125,300,0.996666666666667,1,0,0.0120577822299554,0.180339918697788,-0.0959677263514372,0.202872663709554,0.012054737414206,0.00988209167834661,3.94,2.90666666666667,process-shard,4,4,20260912,0.197,0.00333333333333297
20,0.5,0.05,2,0.03,4,0.015,0.5,0.025,300,0.99,0.99,0,0.00219354286682021,0.179132457610834,-0.110048897890877,0.217533926410494,0.012054737414206,0.0197641833566932,4.47,3.26333333333333,process-shard,3,4,20260912,0.2235,0.01
20,0.5,0.05,2,0.03,5,0.0134164078649987,0,0,300,0.996666666666667,0.996666666666667,0,-0.00718191938615635,0.17828198305946,-0.111103595736484,0.214669781689774,0.0107247051318767,0,3.87,2.75,process-shard,2,4,20260912,0.1935,0.00333333333333297
20,0.5,0.05,2,0.03,5,0.0134164078649987,0.25,0.0125,300,0.983333333333333,0.983333333333333,0,-0.00231508924361516,0.180843206023094,-0.0983803951903342,0.209304553993685,0.0107247051318767,0.0101312252537882,3.94,2.79,process-shard,1,4,20260912,0.197,0.0166666666666671
20,0.5,0.05,2,0.03,5,0.0134164078649987,0.5,0.025,300,0.99,0.99,0,0.00296071958305912,0.183933304933047,-0.105008345335766,0.21318113588383,0.0107247051318767,0.0202624505075765,4.26333333333333,3.04666666666667,process-shard,4,4,20260912,0.213166666666667,0.01
20,0.5,0.1,0,0.015,4,0.0075,0,0,300,0.996666666666667,0.996666666666667,0,-0.00805439557210146,0.171394786185523,-0.0691929776138129,0.198760780715731,0.00598625192609037,0,6.18,3.20666666666667,process-shard,1,4,20260912,0.309,0.00333333333333297
20,0.5,0.1,0,0.015,4,0.0075,0.25,0.025,300,0.986666666666667,0.986666666666667,0,-0.00618179620261035,0.169327527098557,-0.0829566537942623,0.202517127213186,0.00598625192609037,0.019736670718705,6.39666666666667,3.26,process-shard,4,4,20260912,0.319833333333334,0.013333333333333
20,0.5,0.1,0,0.015,4,0.0075,0.5,0.05,300,0.986666666666667,0.986666666666667,0,-0.00854058498277679,0.159760081756928,-0.0716053723777907,0.210792206285072,0.00598625192609038,0.0394879458567777,6.46,3.47666666666667,process-shard,3,4,20260912,0.323,0.013333333333333
