trial,seed,usable_gap_step_mm,test_number,raw_requested_gap_mm,requested_gap_mm,actual_gap_mm,measured_gap_mm,article_threshold_mm,outcome,stage,incoming_middle_mm,incoming_overall_variation_mm
4,202609084,0.25,14,2.65576115397432,2.75,2.77303043550031,2.78510159233562,2.6981065855001,No interaction,3,2.39794870783193,0.24777745905083
4,202609084,0.25,15,2.15799752671907,2.25,2.22437080152095,2.23293777112589,2.75639863907146,Interaction,3,2.38751460493996,0.235764846657301
4,202609084,0.25,16,2.64358136473051,2.75,2.75816266624164,2.76852007205304,2.75801990760877,No interaction,3,2.41895520517221,0.219147472739806
4,202609084,0.25,17,2.20482978089471,2.25,2.23472099210519,2.23611597679522,2.58425124696273,Interaction,3,2.41097037227136,0.210026073740859
4,202609084,0.25,18,2.62778526913162,2.75,2.77061782017317,2.78523966648467,3.20520229524672,Interaction,3,2.43175091590467,0.197316913162515
4,202609084,0.25,19,2.17703555008437,2.25,2.23812088798084,2.24481902160551,1.8916942988543,No interaction,3,2.5289406072184,0.291553485612287
4,202609084,0.25,20,2.90151703048689,3,2.98491522692505,2.975635541132,2.68684593532806,No interaction,3,2.45721902939522,0.349565697161032
4,202609084,0.25,21,2.03187409144942,2,2.00948547757359,2.0101783977279,1.81068059579486,No interaction,3,2.45067604126845,0.338289135556566
4,202609084,0.25,22,1.78977774697226,1.75,1.74475309626485,1.7446856200763,2.77289503098008,Interaction,3,2.36896743243516,0.438447907239136
4,202609084,0.25,23,2.92898479415456,3,3.0131384649477,3.00094059575365,1.93252633436504,No interaction,3,2.37660290259388,0.424093582772116
4,202609084,0.25,24,1.84539404923197,1.75,1.77799710020795,1.78426821120721,2.62514399178267,Interaction,3,2.37015902023906,0.412227000005574
4,202609084,0.25,25,2.87936340373197,3,2.97860061059571,2.97550700795034,1.67402180977769,No interaction,3,2.37718821924356,0.400938271048633
4,202609084,0.25,26,1.89090315197318,2,1.99786805438049,1.99390564085159,2.2615022365447,Interaction,3,2.37133371499098,0.39154895111475
4,202609084,0.25,27,2.84399841585994,2.75,2.76810075541565,2.77021820768602,2.33023673828086,No interaction,3,2.3835832220619,0.379410954922165
4,202609084,0.25,28,1.93015017105406,2,2.01891471956166,2.02136186304949,2.07551925625453,Interaction,3,2.37276894491531,0.368541860001042
4,202609084,0.25,29,2.80986618993108,2.75,2.7507462589934,2.74048905880412,2.80298642168291,Interaction,3,2.38398288863451,0.358336812197373
4,202609084,0.25,30,2.94370659807465,3,3.02637192275312,3.02732920511954,2.31306980862725,No interaction,3,2.43683201569165,0.403884129388845
4,202609084,0.25,31,1.94436573488972,2,1.98801493194421,2.00628005064536,3.24746312764525,Interaction,3,2.4317648609156,0.395937551605098
4,202609084,0.25,32,2.91176859945862,3,2.9915512476129,2.97713085677794,2.27435164989315,No interaction,3,2.44048767546347,0.386295839340288
4,202609084,0.25,33,1.98087086347651,2,2.02307437435571,2.02604903599289,2.6225459602822,Interaction,3,2.43513815816216,0.379029866237503
4,202609084,0.25,34,2.8833287919345,3,3.02916696085184,3.0355871108649,1.96834066632045,No interaction,3,2.44322419555359,0.370770510851651
4,202609084,0.25,35,2.01296774512056,2,1.98414322565383,1.96550154085758,3.05733788646277,Interaction,3,2.43960608437534,0.365585552060646
4,202609084,0.25,36,2.85886427554668,2.75,2.75874213261327,2.76038623108586,2.56377434039221,No interaction,3,2.44520443796721,0.35923563836689
4,202609084,0.25,37,2.03275137101755,2,1.99128818027622,1.9978933890195,2.70326157686323,Interaction,3,2.435529606629,0.351925063880694
4,202609084,0.25,38,2.83224978335257,2.75,2.73940480523882,2.7333087443905,1.26685372766074,No interaction,3,2.44121603939552,0.346047561023936
4,202609084,0.25,39,2.04985946492998,2,1.98174937418687,1.98900365721627,2.64522365190748,Interaction,3,2.43180234819253,0.339504785122266
4,202609084,0.25,40,2.80807902348123,2.75,2.77327541780724,2.7594099944183,1.84878539506861,No interaction,3,2.43669549250831,0.33442911388826
4,202609084,0.25,41,2.06655281743784,2,1.98966787719168,1.99392214365467,2.97979006327767,Interaction,3,2.42906769485087,0.328662626847714
4,202609084,0.25,42,2.78638677790496,2.75,2.73690723364764,2.73785055691331,2.54442674172756,No interaction,3,2.43357027767523,0.324130914313032
4,202609084,0.25,43,2.08078008627488,2,1.99597067626932,1.98300611445039,2.13618931767495,Interaction,3,2.42612616666029,0.318879113929281
4,202609084,0.25,44,2.76636822637917,2.75,2.7570740273224,2.75782847260261,2.33569815299757,No interaction,3,2.42999901389645,0.314952446144866
4,202609084,0.25,45,2.09471863855532,2,1.98641265527077,1.99090244117152,2.51388832796843,Interaction,3,2.42380602827775,0.310313427366739
4,202609084,0.25,46,2.74815824701587,2.75,2.7645919642186,2.76421174321605,2.70161699066372,No interaction,3,2.42747748547206,0.30672478387739
4,202609084,0.25,47,2.10793586095936,2,1.97963954445667,1.98424580513686,2.74964588724695,Interaction,3,2.42201115313674,0.302577352772039
4,202609084,0.25,48,2.73111044594306,2.75,2.75476021990825,2.75654653229386,2.99261079598076,Interaction,3,2.42525977325504,0.299413287017159
4,202609084,0.25,49,2.10302916411482,2,2.01448616971901,2.01456194636551,1.52367937401526,No interaction,3,2.45731514753209,0.322224632485007
4,202609084,0.25,50,2.83988598216229,2.75,2.78139036953104,2.78222716388045,2.43358595206507,No interaction,3,2.42211150380656,0.357530576256508
4,202609084,0.25,51,2.00725637867441,2,1.99949492186095,1.99969817237725,2.66675878746014,Interaction,3,2.41651419198141,0.35265645265575
4,202609084,0.25,52,2.82143766884613,2.75,2.76361243826937,2.74840051697914,1.85494399043628,No interaction,3,2.4207898790125,0.348389382464018
4,202609084,0.25,53,2.02162733828879,2,1.95843447522965,1.97019754408247,2.11503724457263,Interaction,3,2.41497463914418,0.343835053195269
4,202609084,0.25,54,2.80370527194849,2.75,2.73345851413671,2.74346039415924,3.9663049887121,Interaction,3,2.41846344423345,0.34016938429584
4,202609084,0.25,55,2.01962263859629,2,1.98913270892958,1.99875032204473,1.9794387124349,No interaction,3,2.44485122421764,0.359905700906768
4,202609084,0.25,56,2.8974541827114,3,3.02018280309308,3.03506441917534,2.60031480771413,No interaction,3,2.41579345522696,0.391275976835451
4,202609084,0.25,57,1.93976506850011,2,2.03186380677206,2.0432803566759,3.08625154465904,Interaction,3,2.41363206137322,0.387938594247322
4,202609084,0.25,58,2.88355836206091,3,2.99176534969319,2.97301140761324,1.56238032378653,No interaction,3,2.41879083748166,0.383155420098309
4,202609084,0.25,59,1.95911431180076,2,2.01089289837376,2.00191559521312,3.15564170752028,Interaction,3,2.41617134600815,0.379615476916437
4,202609084,0.25,60,2.86855301655369,2.75,2.73922104197337,2.75588874298285,2.64117356964857,No interaction,3,2.42032177136918,0.375403052918349
4,202609084,0.25,61,2.85630035622276,3,3.00073460953653,2.97710490498932,1.75935457160846,No interaction,3,2.4148901072185,0.370932982356518
4,202609084,0.25,62,1.97902681291812,2,1.97628843451482,1.96037392343483,2.86200499897205,Interaction,3,2.41272431934404,0.368008066547238
5,202609085,0.5,1,5.5,5.5,5.48460058538138,5.49276152808537,2.07435011386884,No interaction,1,5.5,1
5,202609085,0.5,2,3.24638076404269,3,3.02386108286721,3.02679537277535,1.79362707898428,No interaction,1,5.5,1
5,202609085,0.5,3,0.56082921746532,1,1,0.984527553118555,2.62908664570937,Interaction,1,5.5,1
5,202609085,0.5,4,2.00566146294695,2,2.00968461263515,1.99307775897732,2.9218948355998,Interaction,1,2.00566146294695,1
5,202609085,0.5,5,2.50993656587633,2.5,2.46602339865231,2.481673184496,2.68246520816335,Interaction,1,2.50993656587633,1
5,202609085,0.5,6,3.5,3.5,3.54190743407782,3.55190070363995,2.95402981827041,No interaction,2,2.75423427863567,1
5,202609085,0.5,7,3.5,3,2.98612871971035,2.98183317620189,2.77661949442951,No interaction,2,2.75423427863567,1
5,202609085,0.5,8,3.5,3.5,3.4670720856372,3.46772587548815,2.86529149310034,No interaction,2,2.73175318034894,1
5,202609085,0.5,9,2,2,1.97257432540185,1.96250325188454,2.95463580182994,Interaction,2,2.73175318034894,1
5,202609085,0.5,10,3.5,3.5,3.44101498415908,3.43848956970508,2.50281704783914,No interaction,2,2.73175318034894,1
5,202609085,0.5,11,2,2,1.98862506664871,1.99182054345584,2.64402556973023,Interaction,2,2.73175318034894,1
5,202609085,0.5,12,3.5,3.5,3.53849034803967,3.52979733343565,2.37401380206063,No interaction,2,2.73175318034894,1
5,202609085,0.5,13,2,2,1.97271093402355,1.98196512728888,3.32733564805211,Interaction,2,2.73175318034894,1
5,202609085,0.5,14,3.5,3.5,3.51307818066386,3.52889687155045,1.42446959124456,No interaction,2,2.73175318034894,1
5,202609085,0.5,15,2,2,1.99418265853049,1.9902291575946,2.06189036807673,Interaction,2,2.73175318034894,1
5,202609085,0.5,16,3.5,3.5,3.54795416324954,3.52533489130245,2.88202279123353,No interaction,2,2.73175318034894,1
5,202609085,0.5,17,2,2,2.012442213912,2.0137920020197,1.33852054823303,No interaction,2,2.73175318034894,1
5,202609085,0.5,18,2.85573714015215,3,2.96786526954104,2.9689372956148,2.82237429547902,No interaction,3,2.44272469926618,0.383840558444203
5,202609085,0.5,19,2.80437380738493,2.5,2.49475093829028,2.50667980499919,2.03899809335209,No interaction,3,2.41842854253881,0.36204996702263
5,202609085,0.5,20,2.7353936569789,3,3.0103187892996,3.00713557107655,3.13604907928058,Interaction,3,2.35492989455708,0.330550618959008
5,202609085,0.5,21,1.9297550061373,2,1.97865655547497,1.97977925106083,2.50588385699518,Interaction,3,2.51508715115252,0.50071184346897
5,202609085,0.5,22,1.97980141619885,1.5,1.52083771032749,1.51241260725789,2.75743733467278,Interaction,3,2.53434013674746,0.482627258963101
5,202609085,0.5,23,3.07350026773353,3,2.99316841544997,2.98679886955741,2.80015247548531,No interaction,3,2.53722635295053,0.477536878702582
5,202609085,0.5,24,1.99926043289946,2,1.98858068672079,1.99770596480872,2.14226468839603,Interaction,3,2.51666468028896,0.46176193430566
5,202609085,0.5,25,3.02620738972532,3,2.98465616335286,2.98588626672299,2.4280400255775,No interaction,3,2.53157921556045,0.448642334843422
5,202609085,0.5,26,2.99099897076428,2.5,2.51868866289414,2.50590760228742,2.12082924094255,No interaction,3,2.51450395712098,0.435354055407305
5,202609085,0.5,27,2.97110376127973,3,2.99047270984482,2.99765857382931,2.09750342649862,No interaction,3,2.46971533292477,0.43447870741331
5,202609085,0.5,28,1.97550867220806,2,2.00354132334209,1.99775151323154,2.32237982452805,Interaction,3,2.45900536591072,0.42374819781127
5,202609085,0.5,29,2.9356393153203,3,2.98603638675475,2.98608603174939,2.25152212373565,No interaction,3,2.47208708528446,0.412413016046122
5,202609085,0.5,30,2.01469910355356,2,1.99930851611908,2.01510310271313,2.58610798139959,Interaction,3,2.46252856373314,0.403268311733072
5,202609085,0.5,31,2.90539398797753,3,3.02275786462669,3.00778431003248,3.01428111043783,No interaction,3,2.47406730718851,0.393725861057983
5,202609085,0.5,32,2.88212174263081,2.5,2.48365118603159,2.50065255353084,1.77543169171457,No interaction,3,2.46644720016193,0.386314630547286
5,202609085,0.5,33,2.86787720598427,3,2.99362766141361,2.99602283376162,2.82838271960717,No interaction,3,2.43536749176678,0.384282287176799
5,202609085,0.5,34,2.01031277196644,2,1.99311020472749,2.00947403134669,3.47930953311443,Interaction,3,2.42982027979191,0.37810500930641
5,202609085,0.5,35,2.84441808327492,3,2.97997338804414,2.97002480943009,2.14411907108862,No interaction,3,2.43988413608945,0.369944167522147
5,202609085,0.5,36,2.04198456973587,2,1.99406439442102,1.9942853552266,1.90351470854619,No interaction,3,2.43434922018207,0.364312581658496
5,202609085,0.5,37,1.88603956475148,1.5,1.50696660180758,1.50679619655398,2.27963827301595,Interaction,3,2.3731308504786,0.413139343279996
5,202609085,0.5,38,1.89706270445739,2,2.00830564885888,2.01459089736769,2.81360765190507,Interaction,3,2.37486336290389,0.410305417300558
5,202609085,0.5,39,2.85029579753533,3,2.99356845771014,2.99734856308341,2.67932095250587,No interaction,3,2.38648980591716,0.401911604521807
5,202609085,0.5,40,2.83443186394489,2.5,2.50102707472293,2.52467538288732,2.99998899886974,Interaction,3,2.38198799380267,0.3965327520966
5,202609085,0.5,41,1.94609993893994,2,1.98639302473218,1.99997817060708,2.97157076292416,Interaction,3,2.41522523026068,0.404418354586841
5,202609085,0.5,42,2.88019252592498,3,2.98948638454674,2.9951273116471,3.11419836821294,Interaction,3,2.42375696490294,0.397245919079227
5,202609085,0.5,43,1.92960361547726,2,1.98347079229628,1.98980313357633,2.01431165518174,Interaction,3,2.47696037016392,0.454993146040448
5,202609085,0.5,44,3.01915545481722,3,3.01228540618873,3.01878841397215,1.68872651892042,No interaction,3,2.48483369480875,0.44731834240977
5,202609085,0.5,45,1.95702823627699,2,2.02545428361118,2.01905289464346,3.01560747374602,Interaction,3,2.47863616413843,0.440733356874896
5,202609085,0.5,46,2.9957869497943,3,3.01501150409612,3.02471595615124,2.30368630484075,No interaction,3,2.48633334244986,0.433762117790069
5,202609085,0.5,47,1.98267565120787,2,1.99380180618638,1.9985863871622,2.6786789927803,Interaction,3,2.48079969331774,0.427941616932874
5,202609085,0.5,48,2.97395055341809,3,3.01614491604575,3.0301783277276,3.14913125681944,Interaction,3,2.48731878313131,0.421874096477483
5,202609085,0.5,49,1.96832732027342,2,2.01634774894683,2.02946150025669,3.03918034279357,Interaction,3,2.5308294871481,0.465840303829962
5,202609085,0.5,50,3.08789203467281,3,2.97216709399759,2.96706880870639,2.41378135732312,No interaction,3,2.53754818441544,0.459193867548913
5,202609085,0.5,51,1.98977681617137,2,1.96367196615058,1.99376978085354,3.32109766399519,Interaction,3,2.5298811558602,0.452727862270598
5,202609085,0.5,52,3.06395038478782,3,3.04187869421963,3.01934442397298,2.93788238718543,No interaction,3,2.53540561521927,0.446972320988197
5,202609085,0.5,53,2.01082059870713,2,1.99328429654341,2.01046870650451,2.61228746436254,Interaction,3,2.52936298604163,0.441312670071907
5,202609085,0.5,54,3.04265460086203,3,3.01095761158466,3.01623262361686,3.03137886710843,Interaction,3,2.53471502558524,0.435999635430726
5,202609085,0.5,55,3.1374502663377,3.5,3.48787688300415,3.48252792788448,2.02996014135791,No interaction,3,2.57030158984997,0.46794445254763
5,202609085,0.5,56,2.01015030985219,2,1.97211550925389,1.95801404846351,1.91265694252984,No interaction,3,2.56896493329885,0.465484900830208
5,202609085,0.5,57,1.88981286729327,1.5,1.46931554743957,1.47979313261168,2.87264675868129,Interaction,3,2.52942960825232,0.51128436527502
5,202609085,0.5,58,3.16293232984667,3,2.99507112667431,2.97344979590096,2.62898444368892,No interaction,3,2.53055729099124,0.508953753605978
5,202609085,0.5,59,1.90210221276682,2,1.98698207593867,1.98222892867611,2.4548887751151,Interaction,3,2.52316146981516,0.502475127061763
5,202609085,0.5,60,3.13946264090393,3,3.03700230129019,3.03332468008103,2.69206013095408,No interaction,3,2.52885044041486,0.496432683324443
5,202609085,0.5,61,1.92317046806492,2,1.96464973867583,1.96807861537809,3.0594035421482,Interaction,3,2.52295132759897,0.490618290007404
5,202609085,0.5,62,3.1177593860742,3,3.05416356610041,3.04892184886087,2.27455421043393,No interaction,3,2.5280305330899,0.485173881517318
