trial,seed,usable_gap_step_mm,test_number,raw_requested_gap_mm,requested_gap_mm,actual_gap_mm,measured_gap_mm,article_threshold_mm,outcome,stage,incoming_middle_mm,incoming_overall_variation_mm
2,202609082,0.1,5,1.53861096660672,1.5,1.48183915017981,1.49866309686562,1.80586154895549,Interaction,1,1.53861096660672,1
2,202609082,0.1,6,1.4,1.4,1.40829470591715,1.4077683629483,2.55029645678916,Interaction,2,1.79031159564518,1
2,202609082,0.1,7,2.2,2.2,2.21771044835089,2.20575432676169,2.08199145372859,No interaction,2,1.79031159564518,0.8
2,202609082,0.1,8,2.2,2.1,2.07872675865703,2.08870320138375,3.04270606598037,Interaction,2,1.79031159564518,0.64
2,202609082,0.1,9,2.00072443476218,2,1.95729285531064,1.95117268486307,2.61937016306791,Interaction,3,2.08320943980718,0.0589178607464291
2,202609082,0.1,10,2.01085345235861,2.1,2.1015264601156,2.09342054338528,2.12638432807076,Interaction,3,2.08480978477344,0.0527129953063664
2,202609082,0.1,11,2.18253991553601,2.2,2.21647339015505,2.22046732532614,2.50612420430447,Interaction,3,2.10853423402978,0.0543360363481842
2,202609082,0.1,12,2.48123835259556,2.5,2.50978453990681,2.52375112456329,1.99493540548954,No interaction,3,2.20494192839917,0.203833584799993
2,202609082,0.1,13,2.41380627351215,2.4,2.39612528792919,2.39037548623041,2.23904229807654,No interaction,3,2.18814412405404,0.16840458914784
2,202609082,0.1,14,2.36445494593576,2.3,2.33799145890075,2.35371732626381,2.1015600280664,No interaction,3,2.17447711812235,0.142519000610203
2,202609082,0.1,15,2.33447297372263,2.4,2.43066510923987,2.42224370703251,2.00886060066093,No interaction,3,2.16628927360654,0.127363650220442
2,202609082,0.1,16,2.00731363012202,2,1.99638641707481,2.00522233218541,2.15891296410265,Interaction,3,2.16445608411173,0.122719604833827
2,202609082,0.1,17,2.30938347968673,2.3,2.30116803048457,2.29756279170127,2.22138557430152,No interaction,3,2.16932454051614,0.114567639403347
2,202609082,0.1,18,2.29103904208228,2.2,2.22300841739438,2.20421436164935,3.13216339115792,Interaction,3,2.16218481945157,0.105965643610779
2,202609082,0.1,19,2.3319490760286,2.3,2.26848037034153,2.27140255482004,1.67886637637531,No interaction,3,2.18734490695146,0.114356796423197
2,202609082,0.1,20,2.04558248571355,2,2.01693861761247,2.01463979040018,3.31474269203303,Interaction,3,2.17892516837165,0.106674146126484
2,202609082,0.1,21,2.30706423408877,2.3,2.28068425218765,2.28769271035163,2.2654889286823,No interaction,3,2.18134326955145,0.102503843895086
2,202609082,0.1,22,2.05993243847751,2.1,2.10649225325084,2.09847062029383,2.47810116300573,Interaction,3,2.17637191411514,0.0971138245518145
2,202609082,0.1,23,2.07103460878309,2,2.02171525558071,2.02382888136992,2.37239374389497,Interaction,3,2.18231023059671,0.0922683431290445
2,202609082,0.1,24,2.2888559408353,2.3,2.29643152811046,2.30378300530303,2.18996781776039,No interaction,3,2.18358037404255,0.0900175859707171
2,202609082,0.1,25,2.08151447550869,2.1,2.06612833811529,2.05758284824864,2.54693595502863,Interaction,3,2.18064776614042,0.0866928645664495
2,202609082,0.1,26,2.2767831247065,2.3,2.30839288843045,2.30076210268696,2.18255165654286,No interaction,3,2.18266252257395,0.0842242524676083
2,202609082,0.1,27,2.09140625446117,2.1,2.11859440868713,2.11556985808556,3.04784219915258,Interaction,3,2.18027352935017,0.0816794805965107
2,202609082,0.1,28,2.27150489962644,2.3,2.2890263778734,2.27610242683738,2.60054821573349,Interaction,3,2.18475156996644,0.07904631404101
2,202609082,0.1,29,2.09120806567705,2.1,2.10507415440257,2.12255301962191,2.24937884161644,Interaction,3,2.20426191327832,0.0942508108389109
2,202609082,0.1,30,2.31703364312792,2.3,2.30623802161849,2.28139599233148,2.54986908606138,Interaction,3,2.2078591980927,0.0914358836140843
2,202609082,0.1,31,2.35117502759588,2.4,2.36723831844425,2.3655309959405,2.37145650259861,Interaction,3,2.22320389388884,0.102213365580708
2,202609082,0.1,32,2.41296174525344,2.5,2.50638344388585,2.50759068256425,2.12490216653117,No interaction,3,2.24463172254867,0.129285731724094
2,202609082,0.1,33,2.40901226277815,2.4,2.39966261979709,2.41449357415932,2.00428856369326,No interaction,3,2.24388660450509,0.127707392322554
2,202609082,0.1,34,2.40173154335612,2.5,2.50820659636984,2.50222735963569,2.57411632435233,Interaction,3,2.24171073349292,0.124384617072056
2,202609082,0.1,35,2.5135302206989,2.6,2.61072498374019,2.60413414668896,2.32338973046574,No interaction,3,2.26940558866142,0.180298841977456
2,202609082,0.1,36,2.50749667911903,2.5,2.52303838485742,2.53452274636351,3.42412694212571,Interaction,3,2.26832862931364,0.177556087457604
2,202609082,0.1,37,2.61573767725248,2.6,2.63223180119052,2.64061817505175,2.8893777458805,Interaction,3,2.29507103596061,0.231444706814779
2,202609082,0.1,38,2.78251642641687,2.8,2.83068929111025,2.83056913174898,3.10651524642386,Interaction,3,2.33158943188068,0.320033353112977
2,202609082,0.1,39,3.07115557418575,3.1,3.10550768497191,3.11611161189899,2.4660743362688,No interaction,3,2.39156846267794,0.480783241250666
2,202609082,0.1,40,3.03774435672132,3,3.00758000382062,3.0070786488919,2.60273028028178,No interaction,3,2.38541943753116,0.461986486678583
2,202609082,0.1,41,3.00539855743824,3.1,3.11060931693836,3.09396526394796,2.43339059573022,No interaction,3,2.37912747666412,0.443849100477763
2,202609082,0.1,42,2.98395121250366,3,2.99957597190214,2.99379158188869,2.37314385501793,No interaction,3,2.37540083924322,0.432055643067403
2,202609082,0.1,43,2.96136126770149,2.9,2.91290486497476,2.92629803248038,2.60461212729155,No interaction,3,2.37114568531314,0.419634256941595
2,202609082,0.1,44,2.9396857098103,3,2.98774714789167,2.97258488255753,2.57775232868324,No interaction,3,2.36675402565842,0.407635492103789
2,202609082,0.1,45,2.92241383600339,2.9,2.88920970175315,2.89602282930515,2.10739009463754,No interaction,3,2.36364004043994,0.398412688458791
2,202609082,0.1,46,2.90495536589282,3,3.01860696064796,3.04502752040287,2.36488989377068,No interaction,3,2.36008634082995,0.388914364784348
2,202609082,0.1,47,2.89399196143012,2.9,2.92537221247708,2.92691143994741,2.71172333293141,No interaction,3,2.3584563771754,0.383346874913901
2,202609082,0.1,48,2.88059206756709,2.8,2.79896065338354,2.78558623867389,2.72175175921807,No interaction,3,2.35599665955702,0.376323822101917
2,202609082,0.1,49,1.84040157354756,1.8,1.80321231162771,1.80352934968839,2.63412409523608,Interaction,3,2.35212236502309,0.368012075854392
2,202609082,0.1,50,2.85249012812187,2.9,2.86672579027315,2.86953831387534,3.13682858482347,Interaction,3,2.35467593710342,0.361783569054107
2,202609082,0.1,51,2.98391228728911,3,3.00026326636645,3.0103104791312,2.52370408172164,No interaction,3,2.38395037624477,0.42885054399167
2,202609082,0.1,52,1.79644091192795,1.8,1.79889921668613,1.78455516531073,2.87024391955379,Interaction,3,2.38157434639513,0.422021950571352
2,202609082,0.1,53,2.9567165732428,3,2.94705894582037,2.97382427630981,1.16775809102643,No interaction,3,2.38460105801207,0.41502757724391
2,202609082,0.1,54,1.82184437713244,1.8,1.8259180650875,1.82006575785403,2.49262070152976,Interaction,3,2.38211443643657,0.408807048014692
2,202609082,0.1,55,2.93186743696976,2.9,2.87022627090253,2.88068198491972,2.66092507943305,No interaction,3,2.38515970010467,0.402434844950377
2,202609082,0.1,56,1.84504225156554,1.8,1.81474215276771,1.8183639171242,1.27570719826848,No interaction,3,2.38191452650997,0.396069549940563
2,202609082,0.1,57,1.71732878738198,1.7,1.67886567650592,1.67410542628066,3.73696207686332,Interaction,3,2.34885149930226,0.459623516681427
2,202609082,0.1,58,1.72977892408796,1.8,1.76499578216409,1.77260374147296,2.61236863957151,Interaction,3,2.35164684605327,0.453256502890172
2,202609082,0.1,59,1.74367958669872,1.7,1.70836194244078,1.69638300099815,3.39193150910579,Interaction,3,2.35513024033963,0.446314345723294
2,202609082,0.1,60,2.95598894019345,3,2.98787971600313,2.96346274022073,2.42793242366505,No interaction,3,2.35755824053809,0.440832927922917
2,202609082,0.1,61,1.76537067150706,1.8,1.8082799262947,1.79796600156587,2.04884365493963,Interaction,3,2.35484341413823,0.435195823278827
2,202609082,0.1,62,2.93379644717404,2.9,2.88661061746976,2.88983866972365,2.49140544970357,No interaction,3,2.35800301139957,0.429376163888497
3,202609083,0.15,1,5.5,5.55,5.54414226857848,5.53707356601295,2.76192718735544,No interaction,1,5.5,1
3,202609083,0.15,2,3.26853678300647,3.3,3.29931249368052,3.28349220319845,3.13134771949564,No interaction,1,5.5,1
3,202609083,0.15,3,1.02991084038396,1.05,1.03626009042669,1.0263212350521,2.49102940387282,Interaction,1,5.5,1
3,202609083,0.15,4,2.15490671912528,2.1,2.10696769170927,2.12605310377492,3.29451387588435,Interaction,1,2.15490671912528,1
3,202609083,0.15,5,2.70477265348668,2.7,2.67128317366434,2.64831867217506,1.72191453015993,No interaction,1,2.70477265348668,1
3,202609083,0.15,6,2.1,2.1,2.11496754746449,2.10123562412371,1.95180272293664,No interaction,2,2.38718588797499,1
3,202609083,0.15,7,1.75341660222864,1.8,1.8152849323428,1.80796249140155,2.47471060532907,Interaction,3,2.10623404820366,0.249782262637181
3,202609083,0.15,8,2.3453735806117,2.4,2.40532803075288,2.41785107177026,2.36737219848505,No interaction,3,2.12149221968741,0.163297856254045
3,202609083,0.15,9,1.92363094919289,1.95,2.01204119975545,2.00208573145847,3.49758262367727,Interaction,3,2.11354637717606,0.137570031135944
3,202609083,0.15,10,2.25227401136619,2.25,2.22900036893866,2.22512337515475,1.94165141115209,No interaction,3,2.12657222432434,0.0942999152602063
3,202609083,0.15,11,2.02454752609531,1.95,1.98344780548286,2.00139211592365,2.54442655622659,Interaction,3,2.1136358612766,0.0664590340778034
3,202609083,0.15,12,2.18894878638782,2.25,2.23182422235612,2.23049474147182,1.66706173462187,No interaction,3,2.11598677626922,0.0595851450539807
3,202609083,0.15,13,2.17910526277554,2.1,2.12610914732916,2.14089193816484,3.12210136866988,Interaction,3,2.1139034020697,0.0556567312896656
3,202609083,0.15,14,2.22082209374735,2.25,2.22230389522467,2.23521032113199,2.22698904273484,Interaction,3,2.13967456875353,0.0630027367964468
3,202609083,0.15,15,2.33692070054182,2.4,2.40439033833882,2.42469295132713,2.07053802302928,No interaction,3,2.18206442625372,0.115823690567016
3,202609083,0.15,16,2.32787336282263,2.25,2.25367213046646,2.2417456554207,2.20201541236462,No interaction,3,2.18039182014167,0.111686136070395
3,202609083,0.15,17,2.03356653094388,2.1,2.10697890109941,2.10632693115514,2.7033094767286,Interaction,3,2.16913515141414,0.100607510553063
3,202609083,0.15,18,2.30016489101234,2.25,2.26798411049091,2.27287796974671,3.87190388204067,Interaction,3,2.17735279017716,0.0921666798012591
3,202609083,0.15,19,2.37918656196946,2.4,2.38545900174953,2.40369274077343,2.94653546221724,Interaction,3,2.20747310982823,0.127525772106373
3,202609083,0.15,20,2.54262527248697,2.55,2.53030802601161,2.51650459913018,2.37538612396741,No interaction,3,2.25449304511231,0.209779561248392
3,202609083,0.15,21,2.51684298454201,2.4,2.37366578956641,2.36474526266135,3.21705316916143,Interaction,3,2.24828308885252,0.196172312410151
3,202609083,0.15,22,2.59605871154605,2.55,2.53747475210442,2.54196020180179,2.18583162379709,No interaction,3,2.27916802015327,0.228719373073098
3,202609083,0.15,23,2.56921483986183,2.7,2.71864279402402,2.69209996105757,1.54448273026546,No interaction,3,2.2726333499099,0.214525490019478
3,202609083,0.15,24,2.55869232422183,2.55,2.53008197636597,2.53174189943283,1.85968457809652,No interaction,3,2.27111157641198,0.209683374268939
3,202609083,0.15,25,1.9961559326151,1.95,1.96797979091947,1.94056980883767,1.58326232464834,No interaction,3,2.26680388808184,0.200628580775938
3,202609083,0.15,26,1.80666896830332,1.8,1.81082676235637,1.79430150649712,2.17491017915015,Interaction,3,2.22223127384929,0.297254868058632
3,202609083,0.15,27,1.82891211930188,1.95,1.94545062562597,1.95189907738355,3.34227089449189,Interaction,3,2.22645928656277,0.285491682054492
3,202609083,0.15,28,1.85374892247499,1.8,1.80638085329113,1.80693351389531,2.65188303416521,Interaction,3,2.2333670284713,0.2725183819069
3,202609083,0.15,29,2.59819094780953,2.55,2.55101900041068,2.56635990048493,2.79714978818737,Interaction,3,2.23577501427276,0.265311810788265
3,202609083,0.15,30,2.75438259645392,2.7,2.68117124299286,2.67696201379291,2.43302766901203,No interaction,3,2.27712134661835,0.340293226264219
3,202609083,0.15,31,2.72852443274358,2.85,2.838711144409,2.83390880032745,2.6779438622458,No interaction,3,2.27110620993282,0.326727302007692
3,202609083,0.15,32,1.8235004455146,1.8,1.80022289203693,1.79343791434835,1.93173281807068,Interaction,3,2.26883626130448,0.319810280639054
3,202609083,0.15,33,2.69791973623365,2.7,2.71715660102674,2.71615409849306,2.96823455933472,Interaction,3,2.27174889281483,0.311984512019635
3,202609083,0.15,34,2.88224590539209,2.85,2.8538611533236,2.86421828057899,3.04957465771036,Interaction,3,2.31579585196192,0.403454454010092
3,202609083,0.15,35,3.13294877025829,3.15,3.17099306232211,3.1816930304655,1.75557007755586,No interaction,3,2.36952691444698,0.53460914272501
3,202609083,0.15,36,3.10271547612871,3,2.97992029178965,2.99106348791558,2.19956226451521,No interaction,3,2.36460656477873,0.518152973920664
3,202609083,0.15,37,3.06943131408503,3.15,3.13836182695368,3.13357792768888,2.76728740574089,No interaction,3,2.35796724415837,0.499974750475521
3,202609083,0.15,38,3.04703632973792,3,3.03508016598824,3.0233019927767,2.57639777460567,No interaction,3,2.35445112461925,0.48825181890636
3,202609083,0.15,39,1.67908524998921,1.65,1.65888475183999,1.66071231135878,2.01775571942874,Interaction,3,2.35020483813609,0.475971339111262
3,202609083,0.15,40,3.0024682248795,3,3.00224586168722,2.99972059991305,2.87841344346674,No interaction,3,2.35409313015895,0.465452329304054
3,202609083,0.15,41,1.71863202199089,1.65,1.64236059002438,1.65711012235537,3.3651972201615,Interaction,3,2.35015559704313,0.455480400326179
3,202609083,0.15,42,2.96552764598688,3,3.00974735912748,3.01754913411496,3.30968755368781,Interaction,3,2.35342654439535,0.447278846614202
3,202609083,0.15,43,3.17031533482121,3.15,3.15088955455362,3.16749124427595,2.04714316807746,No interaction,3,2.3984154804646,0.550178085785185
3,202609083,0.15,44,3.14848077338551,3,2.98923112751594,2.9871250228836,2.45833595278973,No interaction,3,2.3942805801629,0.538906890477033
3,202609083,0.15,45,1.65721024498085,1.65,1.70579810278492,1.68549578245512,2.77627520368101,Interaction,3,2.38834734341101,0.526566149391545
3,202609083,0.15,46,3.10472646087067,3.15,3.1367522993305,3.12741669640352,2.60794811661547,No interaction,3,2.39300659538891,0.516300228858732
3,202609083,0.15,47,1.69483494962928,1.65,1.62839318739731,1.6445678255636,2.66137657910018,Interaction,3,2.38953038448421,0.507818300332549
3,202609083,0.15,48,3.0712999100645,3,2.99359564705485,2.98350068763407,2.03264040143815,No interaction,3,2.39314941444231,0.499926646238258
3,202609083,0.15,49,1.72649299649531,1.8,1.81941309646828,1.81420786665333,2.87873119024655,Interaction,3,2.38830413071559,0.491139988289631
3,202609083,0.15,50,3.03863008911049,3,3.00440354792145,3.00240035537452,3.03063641120054,Interaction,3,2.39363434720866,0.482420151011091
3,202609083,0.15,51,3.17673245929561,3.15,3.18363060493155,3.17196643429756,2.91024334282878,No interaction,3,2.43016659053685,0.545934821761434
3,202609083,0.15,52,3.1597212409563,3.3,3.29998020226568,3.29923756736465,2.89309595975961,No interaction,3,2.42642329759607,0.537608462874066
3,202609083,0.15,53,1.7065066989887,1.65,1.61747024078409,1.61163176240428,2.74108238670898,Interaction,3,2.42415767268026,0.531593313845603
3,202609083,0.15,54,3.13235990257548,3.15,3.14092141125475,3.14965154003757,3.42884985109808,Interaction,3,2.42728897898217,0.524996964700902
3,202609083,0.15,55,3.28908020178105,3.3,3.26596027328388,3.26868277977013,2.15255418231053,No interaction,3,2.46464714043019,0.598934298111777
3,202609083,0.15,56,1.65133258206831,1.65,1.66025448125976,1.64929154022459,2.64588125532094,Interaction,3,2.46087671684918,0.590261855472748
3,202609083,0.15,57,3.25519505106221,3.3,3.33066153194686,3.32926356123234,2.62188448706488,No interaction,3,2.4648432385191,0.58199691645295
3,202609083,0.15,58,1.68371518310317,1.65,1.65431188223944,1.65976220454464,2.69392604998007,Interaction,3,2.46194759127605,0.575190249942999
3,202609083,0.15,59,3.22638167077351,3.3,3.35438095228115,3.3507966600853,2.0328136294044,No interaction,3,2.46565805573802,0.567916099317274
3,202609083,0.15,60,3.21372566729361,3.15,3.09954116957426,3.09317588028353,2.53487572647177,No interaction,3,2.46316690183285,0.562216303715922
3,202609083,0.15,61,1.72477543703723,1.65,1.64889338301213,1.65160453310743,2.21366049558925,Interaction,3,2.45843190248439,0.554749690319213
3,202609083,0.15,62,1.73854501841476,1.8,1.81125397841403,1.81346341341025,3.51404150580322,Interaction,3,2.4617554995494,0.548718119222037
4,202609084,0.25,1,5.5,5.5,5.47390278787087,5.46942235859903,2.3978304280388,No interaction,1,5.5,1
4,202609084,0.25,2,3.23471117929951,3.25,3.247793246227,3.25305380873758,2.15166406434476,No interaction,1,5.5,1
4,202609084,0.25,3,1.03668525887614,1,1,0.998121068395184,2.72545792672135,Interaction,1,5.5,1
4,202609084,0.25,4,2.12558743856638,2.25,2.26998232027341,2.27784858438053,1.93592715716492,No interaction,1,2.12558743856638,1
4,202609084,0.25,5,1.63798482638786,1.75,1.74603121382456,1.74893781312796,2.28673366209665,Interaction,1,1.63798482638786,1
4,202609084,0.25,6,1.5,1.5,1.52724111101118,1.52197775439991,2.18629359123998,Interaction,2,2.01339319875424,1
4,202609084,0.25,7,2.5,2.5,2.51273231605258,2.51256869650016,2.7226892787537,Interaction,2,2.01339319875424,0.8
4,202609084,0.25,8,2.99838006489719,3,2.99879663443999,2.9901775620873,2.82659605578358,No interaction,3,2.43545661587478,0.465610793236077
4,202609084,0.25,9,1.91196628209918,2,1.95369383366061,1.95742704228155,3.49568153998135,Interaction,3,2.38917163917809,0.403215341849527
4,202609084,0.25,10,2.84020301090906,2.75,2.74642372480355,2.76017115891321,2.13199503986721,No interaction,3,2.42638977438288,0.358590326279181
4,202609084,0.25,11,2.01857002664831,2,2.02499245694667,2.03454020948854,3.05010795395229,Interaction,3,2.3831384183004,0.315098004885127
4,202609084,0.25,12,2.7331730688479,2.75,2.75175953359939,2.75418879575397,2.38025663780492,No interaction,3,2.40933843503182,0.285568460155272
4,202609084,0.25,13,2.10155424918316,2,1.98627191673278,1.97292648480654,2.244258499301,Interaction,3,2.38754861074558,0.26142080581574
