budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_duplicates,mean_stage2_tests,seed
20,0.1,0.05,0,0.03,4,0.015,300,0.623333333333333,0.62,0.00333333333333333,-0.00560722521570254,0.0427441532549353,-0.00516233378580122,0.0448062343500319,0.0124869240512233,11.4933333333333,10.1066666666667,20260912
20,0.1,0.05,1,0.03,4,0.015,300,0.623333333333333,0.62,0.00333333333333333,-0.00560722521570254,0.0427441532549353,-0.00516233378580122,0.0448062343500319,0.0124811958574013,11.4933333333333,10.1066666666667,20260912
20,0.1,0.05,2,0.03,4,0.015,300,0.576666666666667,0.576666666666667,0,-0.00382666640178784,0.0474111556965064,-0.00722115922785208,0.0432966981428903,0.0125414761671373,11.7166666666667,10.22,20260912
20,0.1,0.05,0,0.03,5,0.0134164078649987,300,0.54,0.54,0,-0.00605369617445885,0.0413328847911119,-0.00786339532551103,0.0440290030515171,0.0107207399145429,11.91,10.6766666666667,20260912
20,0.1,0.05,1,0.03,5,0.0134164078649987,300,0.54,0.54,0,-0.00605369620061129,0.0413328848621345,-0.00786339530953076,0.0440290030561514,0.0107220858780681,11.91,10.6766666666667,20260912
20,0.1,0.05,2,0.03,5,0.0134164078649987,300,0.513333333333333,0.513333333333333,0,-0.00474524184116734,0.0414225534216726,-0.0115164494768235,0.0403868858926089,0.0107046684948108,12.04,10.7266666666667,20260912
20,0.1,0.1,0,0.03,4,0.015,300,0.43,0.43,0,-0.000684825517540591,0.0657680567698597,0.0247016652222837,0.0603037530356655,0.0117025268169688,13.4066666666667,12.2833333333333,20260912
20,0.1,0.1,1,0.03,4,0.015,300,0.433333333333333,0.433333333333333,0,-0.00470462983604861,0.0500606565112309,0.0188455322747988,0.0424174183837001,0.0116875838209971,13.45,12.2733333333333,20260912
20,0.1,0.1,2,0.03,4,0.015,300,0.393333333333333,0.393333333333333,0,-0.00473459622305761,0.0547673646811249,0.0144497468366658,0.0358909012980698,0.0117535051838269,13.93,12.63,20260912
20,0.1,0.1,0,0.03,5,0.0134164078649987,300,0.44,0.44,0,-0.000829540255318222,0.0490235502461414,0.0120870596880216,0.0469033410382622,0.0103135248124655,13.4333333333333,12.1566666666667,20260912
20,0.1,0.1,1,0.03,5,0.0134164078649987,300,0.433333333333333,0.433333333333333,0,-0.00410781303922547,0.04635636510188,0.0081889888239605,0.039903968381196,0.0103065937301756,13.5133333333333,12.1766666666667,20260912
20,0.1,0.1,2,0.03,5,0.0134164078649987,300,0.41,0.41,0,-0.00301663708199645,0.0463193644558803,0.00648064261928518,0.0348655958875441,0.0103215590506058,13.8733333333333,12.3766666666667,20260912
20,0.2,0.05,0,0.03,4,0.015,300,0.626666666666667,0.626666666666667,0,0.000515120632168888,0.0787524808421201,-0.0312014169265695,0.100651546140859,0.0116931213355453,11.02,10.1766666666667,20260912
20,0.2,0.05,1,0.03,4,0.015,300,0.626666666666667,0.626666666666667,0,0.000515120632168888,0.0787524808421201,-0.0312014169265695,0.100651546140859,0.0116926424204222,11.02,10.1766666666667,20260912
20,0.2,0.05,2,0.03,4,0.015,300,0.57,0.57,0,-0.00238540006335079,0.0800417157268997,-0.0331206086940857,0.093269772286268,0.0117224021616183,11.2,10.28,20260912
20,0.2,0.05,0,0.03,5,0.0134164078649987,300,0.6,0.6,0,0.00066639386332634,0.0763467923139307,-0.0427296135969135,0.0881073254670245,0.0112669550281148,10.7733333333333,9.56,20260912
20,0.2,0.05,1,0.03,5,0.0134164078649987,300,0.6,0.6,0,0.000709328707551431,0.0762846344024995,-0.042715841041734,0.0880965711045134,0.0112634682877709,10.7733333333333,9.56,20260912
20,0.2,0.05,2,0.03,5,0.0134164078649987,300,0.573333333333333,0.573333333333333,0,-0.00215749849814636,0.0749154520306938,-0.0442717365130744,0.0900975133979708,0.0112751934445119,10.9,9.59666666666667,20260912
20,0.2,0.1,0,0.03,4,0.015,300,0.556666666666667,0.556666666666667,0,-0.00296775852540607,0.0759838227016499,-0.0261957199446653,0.0687017602784163,0.0116462362128891,12.4133333333333,10.43,20260912
20,0.2,0.1,1,0.03,4,0.015,300,0.546666666666667,0.546666666666667,0,-0.000434947026752597,0.0749444514026295,-0.0285375006278436,0.069106482645601,0.011616522200525,12.5,10.46,20260912
20,0.2,0.1,2,0.03,4,0.015,300,0.45,0.45,0,0.00741718719293413,0.0747015373527695,-0.0242837675009732,0.0685171990073991,0.0117014377627685,13.2033333333333,11,20260912
20,0.2,0.1,0,0.03,5,0.0134164078649987,300,0.623333333333333,0.623333333333333,0,-0.00926151504801698,0.0829943311415793,-0.0187777734538824,0.0671269287993696,0.0107772399481301,12.0266666666667,9.90666666666667,20260912
20,0.2,0.1,1,0.03,5,0.0134164078649987,300,0.59,0.59,0,-0.00821571883597797,0.0836468500097065,-0.0205606448614387,0.068457293587756,0.0107591221151082,12.1533333333333,9.96,20260912
20,0.2,0.1,2,0.03,5,0.0134164078649987,300,0.523333333333333,0.523333333333333,0,-0.000206003945026261,0.0751883845806557,-0.0230854749582713,0.0709481105239114,0.0108286167855779,12.7533333333333,10.3933333333333,20260912
20,0.5,0.05,0,0.03,4,0.015,300,0.603333333333333,0.606666666666667,0,-0.000712167679769489,0.171713894378673,-0.154103425096764,0.240794345426927,0.0121822216086824,9.93,9.63,20260912
20,0.5,0.05,1,0.03,4,0.015,300,0.603333333333333,0.606666666666667,0,-0.000712167679769489,0.171713894378673,-0.154103425096764,0.240794345426927,0.0121822216086824,9.93,9.63,20260912
20,0.5,0.05,2,0.03,4,0.015,300,0.583333333333333,0.586666666666667,0,-0.000908188304594079,0.169971940962847,-0.145875985943016,0.233972889136848,0.0122204316902083,10.0066666666667,9.63333333333333,20260912
20,0.5,0.05,0,0.03,5,0.0134164078649987,300,0.63,0.63,0,-0.00976449785510614,0.170288069093764,-0.131840408573801,0.238880093483735,0.0104696392803362,9.71666666666667,9.39666666666667,20260912
20,0.5,0.05,1,0.03,5,0.0134164078649987,300,0.63,0.63,0,-0.00976449785510614,0.170288069093764,-0.131840408573801,0.238880093483735,0.0104696392803362,9.71666666666667,9.39666666666667,20260912
