budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_duplicates,mean_stage2_tests,seed
50,0.1,0.05,0,0.03,4,0.015,300,0.62,0.623333333333333,0,-0.00292504567237124,0.0255807090027077,-0.00992548717538455,0.0339964584888038,0.0115786427618471,40.5666666666667,23.0666666666667,20260912
50,0.1,0.05,1,0.03,4,0.015,300,0.556666666666667,0.556666666666667,0,-0.00417190741283019,0.0253061919653313,-0.00681268832590873,0.030389672332127,0.0120766366153457,40.85,24.3,20260912
50,0.1,0.05,2,0.03,4,0.015,300,0.543333333333333,0.543333333333333,0,-0.0043032605886247,0.0236216995770124,-0.00780386292149275,0.0313636049809392,0.0122188821543635,41.1033333333333,24.65,20260912
50,0.1,0.05,0,0.03,5,0.0134164078649987,300,0.63,0.63,0,-0.000148357118994342,0.0271009334603571,-0.0151370081791726,0.0347113861076984,0.0107390956973444,40.6366666666667,21.7333333333333,20260912
50,0.1,0.05,1,0.03,5,0.0134164078649987,300,0.59,0.59,0,0.000802942070087678,0.0259613604379076,-0.0132230367661173,0.0330594278007072,0.0107846905840398,40.81,22.5333333333333,20260912
50,0.1,0.05,2,0.03,5,0.0134164078649987,300,0.59,0.59,0,0.000451828261454214,0.0255818332982072,-0.0139841561725432,0.0329170325079138,0.0108428850330217,40.9366666666667,22.55,20260912
50,0.1,0.1,0,0.03,4,0.015,300,0.44,0.44,0,0.00163092380638908,0.0257961779416734,-0.00290553442666804,0.0236807009253382,0.0119954596594285,43.1666666666667,29.7533333333333,20260912
50,0.1,0.1,1,0.03,4,0.015,300,0.493333333333333,0.493333333333333,0,0.00150379135432933,0.0304395945638407,-0.00465309266810979,0.0248674942107539,0.0118615781148243,43.1,28.7266666666667,20260912
50,0.1,0.1,2,0.03,4,0.015,300,0.453333333333333,0.453333333333333,0,0.00337051652076708,0.026472950347705,-0.00844146897890731,0.0258520716222081,0.0119804436302267,43.7533333333333,30.06,20260912
50,0.1,0.1,0,0.03,5,0.0134164078649987,300,0.413333333333333,0.413333333333333,0,0.00019982320142258,0.0247681669206412,0.00231330922539326,0.0241856730824902,0.010497029199681,43.3133333333333,30.0233333333333,20260912
50,0.1,0.1,1,0.03,5,0.0134164078649987,300,0.473333333333333,0.473333333333333,0,0.00037950125397871,0.0248746721347934,-0.00222532358586199,0.022032760916155,0.0104509827675505,43.2366666666667,28.3933333333333,20260912
50,0.1,0.1,2,0.03,5,0.0134164078649987,300,0.46,0.46,0,0.000886561278316359,0.0258428774543945,-0.00197552500498651,0.0225474323790587,0.0103880299797537,43.6933333333333,29.2533333333333,20260912
50,0.2,0.05,0,0.03,4,0.015,300,0.686666666666667,0.686666666666667,0,-0.000878410781328647,0.0433913596353792,-0.0113499933763827,0.055492098350633,0.0115610372770533,37.3566666666667,18.6833333333333,20260912
50,0.2,0.05,1,0.03,4,0.015,300,0.666666666666667,0.666666666666667,0,-0.00177255531872925,0.0443203307718903,-0.0109178981050031,0.0551189757470392,0.0117549847290644,37.5333333333333,19.0833333333333,20260912
50,0.2,0.05,2,0.03,4,0.015,300,0.64,0.64,0,-0.000962345008453033,0.0436611029946744,-0.0118142097021427,0.0549995768550876,0.0117834318116818,37.9266666666667,19.9033333333333,20260912
