budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_duplicates,mean_stage2_tests,seed
20,0.1,0.05,0,0.015,4,0.0075,300,0.59,0.59,0,-0.00366659918109934,0.0412954471726047,-0.00370077825232324,0.0415144172215503,0.00610749667342849,11.4833333333333,10.2766666666667,20260912
20,0.1,0.05,1,0.015,4,0.0075,300,0.59,0.59,0,-0.00366659918109934,0.0412954471726047,-0.00370077825232324,0.0415144172215503,0.00610749667342849,11.4833333333333,10.2766666666667,20260912
20,0.1,0.05,2,0.015,4,0.0075,300,0.573333333333333,0.573333333333333,0,-0.00441235824373918,0.0460247369048556,-0.00687811397455304,0.0389862776569195,0.00608780739926893,11.6033333333333,10.3066666666667,20260912
20,0.1,0.05,0,0.015,5,0.00670820393249937,300,0.55,0.55,0,-0.0046586482938656,0.0399756785651293,-0.00424487381344331,0.0418404778397555,0.00528084489590675,11.71,10.5566666666667,20260912
20,0.1,0.05,1,0.015,5,0.00670820393249937,300,0.55,0.55,0,-0.0046586482938656,0.0399756785651293,-0.00424487381344331,0.0418404778397555,0.005280056386381,11.71,10.5566666666667,20260912
20,0.1,0.05,2,0.015,5,0.00670820393249937,300,0.543333333333333,0.543333333333333,0,-0.00507515840717393,0.0413923029682049,-0.00756178460134241,0.0392935765329166,0.00526351478954502,11.7766666666667,10.56,20260912
20,0.1,0.1,0,0.015,4,0.0075,300,0.426666666666667,0.426666666666667,0,-0.00661689772952521,0.0656451829570542,0.0229087831659876,0.0591205823049275,0.00588475014506055,13.39,12.2466666666667,20260912
20,0.1,0.1,1,0.015,4,0.0075,300,0.436666666666667,0.436666666666667,0,-0.0098717536892575,0.0509696913854701,0.0166982100235719,0.0405092645797609,0.00588300078441638,13.4233333333333,12.2266666666667,20260912
20,0.1,0.1,2,0.015,4,0.0075,300,0.39,0.39,0,-0.00224583664395229,0.0493543332544688,0.0109427091612741,0.0300516237988406,0.00590747085778554,13.9,12.56,20260912
20,0.1,0.1,0,0.015,5,0.00670820393249937,300,0.43,0.43,0,0.00171346094763749,0.0494700240698573,0.0147367443689378,0.0488895065430042,0.00513705416312151,13.4233333333333,12.18,20260912
20,0.1,0.1,1,0.015,5,0.00670820393249937,300,0.43,0.43,0,-0.000488624227598735,0.0450202006889688,0.00892336454532684,0.0390717600638887,0.00513551273774735,13.4766666666667,12.1633333333333,20260912
20,0.1,0.1,2,0.015,5,0.00670820393249937,300,0.413333333333333,0.413333333333333,0,6.97229652919661e-06,0.0467561044590974,0.0074126377794676,0.033428169297922,0.00516157023343522,13.8133333333333,12.32,20260912
20,0.2,0.05,0,0.015,4,0.0075,300,0.656666666666667,0.656666666666667,0,5.05134011731578e-05,0.0713603966430649,-0.0359228725094729,0.0892871012220198,0.00583721788565987,10.7433333333333,9.97,20260912
20,0.2,0.05,1,0.015,4,0.0075,300,0.656666666666667,0.656666666666667,0,5.05134011731578e-05,0.0713603966430649,-0.0359228725094729,0.0892871012220198,0.00583721788565987,10.7433333333333,9.97,20260912
20,0.2,0.05,2,0.015,4,0.0075,300,0.623333333333333,0.623333333333333,0,-0.001340509165728,0.0746159922250198,-0.0377114560536986,0.092081584962385,0.00581666890790035,10.8666666666667,10.0266666666667,20260912
20,0.2,0.05,0,0.015,5,0.00670820393249937,300,0.623333333333333,0.623333333333333,0,-0.0107033772081809,0.0770463549457596,-0.036420691927735,0.0846636000580474,0.00558505918622468,10.5433333333333,9.42333333333333,20260912
20,0.2,0.05,1,0.015,5,0.00670820393249937,300,0.623333333333333,0.623333333333333,0,-0.0107033772081809,0.0770463549457596,-0.036420691927735,0.0846636000580474,0.00558505918622468,10.5433333333333,9.42333333333333,20260912
20,0.2,0.05,2,0.015,5,0.00670820393249937,300,0.603333333333333,0.603333333333333,0,-0.0116925021332791,0.0770551287788589,-0.038965354715108,0.0869867769442138,0.00556401472075809,10.6366666666667,9.45666666666667,20260912
20,0.2,0.1,0,0.015,4,0.0075,300,0.53,0.53,0,0.00103064354444132,0.0749936021915805,-0.0264576138156732,0.0731176826707397,0.00581661858328719,12.54,10.5366666666667,20260912
20,0.2,0.1,1,0.015,4,0.0075,300,0.526666666666667,0.526666666666667,0,0.00350974246754707,0.0768694874158304,-0.0285932957020334,0.0734087756255744,0.00580208914505092,12.6,10.5433333333333,20260912
20,0.2,0.1,2,0.015,4,0.0075,300,0.456666666666667,0.456666666666667,0,0.0083006677127636,0.0749103484540261,-0.0306055833103343,0.0726847590452661,0.00581051715620794,13.18,10.9366666666667,20260912
20,0.2,0.1,0,0.015,5,0.00670820393249937,300,0.626666666666667,0.626666666666667,0,-0.0123834417184212,0.0807483324923879,-0.0184704455474937,0.0691252933731454,0.00531239595036383,12.01,9.82333333333333,20260912
20,0.2,0.1,1,0.015,5,0.00670820393249937,300,0.593333333333333,0.593333333333333,0,-0.0140933925674344,0.0807054691143202,-0.0214574559531582,0.0709377625563283,0.00530341713592061,12.13,9.87666666666667,20260912
20,0.2,0.1,2,0.015,5,0.00670820393249937,300,0.523333333333333,0.523333333333333,0,-0.00350623104181752,0.0757569855034293,-0.0236362191240361,0.0719148758228263,0.00534798819337567,12.7166666666667,10.3233333333333,20260912
20,0.5,0.05,0,0.015,4,0.0075,300,0.61,0.61,0,0.00449198621642483,0.179441214328468,-0.130952800450324,0.219498973146393,0.0061396971638008,9.67333333333333,9.50666666666667,20260912
20,0.5,0.05,1,0.015,4,0.0075,300,0.61,0.61,0,0.00449198621642483,0.179441214328468,-0.130952800450324,0.219498973146393,0.0061396971638008,9.67333333333333,9.50666666666667,20260912
20,0.5,0.05,2,0.015,4,0.0075,300,0.606666666666667,0.606666666666667,0,0.00181433734761655,0.180501627912067,-0.125327606700544,0.216344654295941,0.0061304254989483,9.70666666666667,9.48,20260912
20,0.5,0.05,0,0.015,5,0.00670820393249937,300,0.62,0.62,0,-0.00132039478444331,0.174284891276544,-0.131916625224241,0.246045078768554,0.00524680154736717,9.83333333333333,9.68666666666667,20260912
20,0.5,0.05,1,0.015,5,0.00670820393249937,300,0.62,0.62,0,-0.00132039478444331,0.174284891276544,-0.131916625224241,0.246045078768554,0.00524680154736717,9.83333333333333,9.68666666666667,20260912
20,0.5,0.05,2,0.015,5,0.00670820393249937,300,0.57,0.57,0,-0.00457428633669342,0.180112697933138,-0.124810544571261,0.240826787940521,0.00524705010379784,10.02,9.79333333333333,20260912
20,0.5,0.1,0,0.015,4,0.0075,300,0.573333333333333,0.573333333333333,0,-0.00556289298043751,0.172042434661015,-0.0952852297830605,0.234388127625178,0.00633704767021446,11.1566666666667,9.86666666666667,20260912
20,0.5,0.1,1,0.015,4,0.0075,300,0.573333333333333,0.573333333333333,0,-0.0101231421647899,0.174927403678657,-0.0987914729316083,0.234858445927031,0.00632330314140945,11.1933333333333,9.85666666666667,20260912
20,0.5,0.1,2,0.015,4,0.0075,300,0.466666666666667,0.466666666666667,0,-0.000137038631244727,0.168426501091276,-0.10203241394291,0.228738433472488,0.00639083492110782,11.9833333333333,10.4266666666667,20260912
20,0.5,0.1,0,0.015,5,0.00670820393249937,300,0.583333333333333,0.583333333333333,0,-0.0196053466901575,0.190957472585277,-0.0749266047178243,0.205341804132214,0.00532445399203476,10.99,9.5,20260912
20,0.5,0.1,1,0.015,5,0.00670820393249937,300,0.556666666666667,0.556666666666667,0,-0.0267706386727483,0.196492609990502,-0.0649817351568138,0.200230271288894,0.00531798239454969,11.0766666666667,9.52666666666667,20260912
20,0.5,0.1,2,0.015,5,0.00670820393249937,300,0.47,0.47,0,-0.010107630765117,0.197946710380619,-0.0626280478053564,0.193540000535066,0.00534234445080154,11.6733333333333,10.0066666666667,20260912
