budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,build_sd_factor,build_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_abs_build_error,mean_duplicates,mean_stage2_tests,seed
50,0.1,0.05,0,0.03,4,0.015,0,0,300,0.956666666666667,0.956666666666667,0,0.000680465018715144,0.0259534859449178,-0.00411288481075978,0.0230466458662439,0.0119764402659674,0,36.4733333333333,7.06333333333333,20260912
50,0.1,0.05,1,0.03,4,0.015,0,0,300,0.94,0.94,0,0.00143437918501213,0.0249748540935708,-0.00425061332279391,0.0233326766137766,0.0119764402659674,0,36.5666666666667,7.59666666666667,20260912
50,0.1,0.05,2,0.03,4,0.015,0,0,300,0.996666666666667,0.996666666666667,0,-0.000438742492509748,0.0259861837897742,-0.00485982424833327,0.0232747707911367,0.0119764402659674,0,36.19,5.92666666666667,20260912
50,0.1,0.05,0,0.03,4,0.015,0.25,0.0125,300,0.97,0.97,0,-0.00208068786533742,0.0247924654693134,-0.00435784475558528,0.0245997944414345,0.0119764402659674,0.00992695529954324,36.2933333333333,6.46333333333333,20260912
50,0.1,0.05,1,0.03,4,0.015,0.25,0.0125,300,0.966666666666667,0.966666666666667,0,-0.00228934369546851,0.0255907036181688,-0.00444461623254202,0.024726110127827,0.0119764402659674,0.00992695529954324,36.3433333333333,6.67666666666667,20260912
50,0.1,0.05,2,0.03,4,0.015,0.25,0.0125,300,0.996666666666667,0.996666666666667,0,-0.00228815569090537,0.0258421316291812,-0.00382816075495795,0.0244192699006099,0.0119764402659674,0.00992695529954324,36.1033333333333,5.67,20260912
50,0.1,0.05,0,0.03,4,0.015,0.5,0.025,300,0.96,0.96,0,-0.000121358453072494,0.0255619907908131,-0.00132012132392739,0.0245354004242377,0.0119764402659674,0.0198539105990865,36.2066666666667,7.30333333333333,20260912
50,0.1,0.05,1,0.03,4,0.015,0.5,0.025,300,0.963333333333333,0.963333333333333,0,-0.000857096342885887,0.0279656821480022,-0.00125081319947011,0.0248648046732629,0.0119764402659674,0.0198539105990865,36.2333333333333,7.41,20260912
50,0.1,0.05,2,0.03,4,0.015,0.5,0.025,300,1,1,0,-0.000879795368932781,0.0277658974928129,-0.000636909356717564,0.0249712007731069,0.0119764402659674,0.0198539105990865,35.9266666666667,6.23666666666667,20260912
50,0.1,0.1,0,0.03,4,0.015,0,0,300,0.903333333333333,0.903333333333333,0,-0.000561367319923454,0.0256996612444352,-0.00172744408051407,0.0225727468763752,0.011931333579898,0,39.84,12.6966666666667,20260912
50,0.1,0.1,1,0.03,4,0.015,0,0,300,0.906666666666667,0.906666666666667,0,-0.000273294209318901,0.0284656869389467,-0.000524781912942444,0.0233708061081668,0.011931333579898,0,39.86,13.9166666666667,20260912
50,0.1,0.1,2,0.03,4,0.015,0,0,300,0.986666666666667,0.986666666666667,0,0.000545475120481105,0.0296454146562195,-0.00167392808389401,0.0224826646693193,0.011931333579898,0,39.5133333333333,11.5733333333333,20260912
50,0.1,0.1,0,0.03,4,0.015,0.25,0.025,300,0.906666666666667,0.906666666666667,0,-0.00166342188110732,0.026767605471203,0.00271879359311802,0.0233982571910405,0.011931333579898,0.0198730565196321,39.9,12.5566666666667,20260912
50,0.1,0.1,1,0.03,4,0.015,0.25,0.025,300,0.936666666666667,0.936666666666667,0,-7.77188867868761e-05,0.0347153929220977,0.00365970565378009,0.0257523637338032,0.011931333579898,0.0198730565196321,39.8266666666667,13.3133333333333,20260912
50,0.1,0.1,2,0.03,4,0.015,0.25,0.025,300,0.986666666666667,0.986666666666667,0,-0.00136044436597817,0.0277330420674601,0.00210253158352586,0.0238086932506179,0.011931333579898,0.0198730565196321,39.57,10.95,20260912
50,0.1,0.1,0,0.03,4,0.015,0.5,0.05,300,0.906666666666667,0.906666666666667,0,-0.00175682900561117,0.03040862490798,0.00859041560713986,0.0273162914430572,0.011931333579898,0.0397461130392641,39.8066666666667,13.1766666666667,20260912
50,0.1,0.1,1,0.03,4,0.015,0.5,0.05,300,0.953333333333333,0.953333333333333,0,0.00127422209829343,0.0355335663326286,0.00922255072795021,0.0271927135625504,0.011931333579898,0.0397461130392641,39.6733333333333,13.02,20260912
50,0.1,0.1,2,0.03,4,0.015,0.5,0.05,300,0.97,0.97,0,-0.00137415926858745,0.0338802425855466,0.00871741343564379,0.0270588593852835,0.011931333579898,0.0397461130392641,39.53,12.03,20260912
50,0.2,0.05,0,0.03,4,0.015,0,0,300,0.986666666666667,0.986666666666667,0,0.00214601655365855,0.043207820228681,-0.0132470134289249,0.04992297173871,0.0119952351907119,0,33.0633333333333,3.77333333333333,20260912
50,0.2,0.05,1,0.03,4,0.015,0,0,300,0.983333333333333,0.983333333333333,0,0.00211688314578211,0.0432764742200299,-0.0129675897027152,0.0496962853362887,0.0119952351907119,0,33.0833333333333,3.85333333333333,20260912
