budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_duplicates,mean_stage2_tests,seed
20,0.1,0.05,0,0.015,4,0.0075,300,0.956666666666667,0.956666666666667,0,0.0014895312952856,0.0451043776450372,-0.010138097120726,0.0369166006677064,0.00609563523267761,7.49,5.17,20260912
20,0.1,0.05,1,0.015,4,0.0075,300,0.956666666666667,0.956666666666667,0,0.00148953126899923,0.0451043774954127,-0.0101380971578615,0.0369166005338457,0.00609563523267761,7.49,5.17,20260912
20,0.1,0.05,2,0.015,4,0.0075,300,0.963333333333333,0.963333333333333,0,-0.000648385679950872,0.0485097276428781,-0.00850628396493564,0.0378853297132743,0.00609340486316285,7.50333333333333,5.17666666666667,20260912
20,0.1,0.05,0,0.015,5,0.00670820393249937,300,0.953333333333333,0.953333333333333,0,0.00044541981221113,0.0434588278838872,-0.00886422244160355,0.038518650404518,0.00522456236094622,7.52666666666667,5.19666666666667,20260912
20,0.1,0.05,1,0.015,5,0.00670820393249937,300,0.953333333333333,0.953333333333333,0,0.000445419816681214,0.043458827896642,-0.00886422243340945,0.0385186504113714,0.00522456236094622,7.52666666666667,5.19666666666667,20260912
20,0.1,0.05,2,0.015,5,0.00670820393249937,300,0.96,0.96,0,-0.00100947440728168,0.0447085683263573,-0.00871896597270952,0.0389229121099054,0.00523845879231904,7.50666666666667,5.17666666666667,20260912
20,0.1,0.1,0,0.015,4,0.0075,300,0.75,0.75,0,0.00200881456028289,0.0544092900329919,0.0167322772511549,0.03965439851729,0.00590652378255167,10.6233333333333,8.55,20260912
20,0.1,0.1,1,0.015,4,0.0075,300,0.763333333333333,0.763333333333333,0,-0.00877460411207537,0.0521583839516109,0.0152054455245276,0.0352265791673659,0.00592499172629561,10.59,8.52,20260912
20,0.1,0.1,2,0.015,4,0.0075,300,0.753333333333333,0.753333333333333,0,-0.00691339427341979,0.0568046023352311,0.0188324163625954,0.0395462902692738,0.00592703180763921,10.6833333333333,8.64666666666667,20260912
20,0.1,0.1,0,0.015,5,0.00670820393249937,300,0.736666666666667,0.736666666666667,0,0.00287227538347145,0.0519755466356013,0.0158400896335292,0.0375613974154817,0.00541446886875463,10.7933333333333,8.82,20260912
