budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,build_sd_factor,build_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_abs_build_error,mean_duplicates,mean_stage2_tests,seed
20,0.1,0.05,0,0.03,5,0.0134164078649987,0,0,300,0.953333333333333,0.953333333333333,0,0.00157129122207771,0.052042467900323,-0.00601012555586085,0.0410375465798939,0.0106789172886731,0,7.60666666666667,5.21333333333333,20260912
20,0.1,0.05,1,0.03,5,0.0134164078649987,0,0,300,0.953333333333333,0.953333333333333,0,0.00192312904779383,0.051744150096736,-0.00633685894847503,0.0411754289281299,0.0106789172886731,0,7.61,5.21666666666667,20260912
20,0.1,0.05,2,0.03,5,0.0134164078649987,0,0,300,0.946666666666667,0.946666666666667,0,-0.00136499576580407,0.0498858991071454,-0.00600498001547083,0.0416229054627463,0.0106789172886731,0,7.63,5.23,20260912
20,0.1,0.05,0,0.03,5,0.0134164078649987,0.25,0.0125,300,0.943333333333333,0.946666666666667,0,0.00258101426400889,0.0465019263446952,-0.00670396307029692,0.0401876229160205,0.0106789172886731,0.00988844493116854,7.82333333333333,5.47666666666667,20260912
20,0.1,0.05,1,0.03,5,0.0134164078649987,0.25,0.0125,300,0.94,0.943333333333333,0,0.00303212708957298,0.0459892878117641,-0.00693524415320695,0.0401077215351052,0.0106789172886731,0.00988844493116854,7.82333333333333,5.47666666666667,20260912
20,0.1,0.05,2,0.03,5,0.0134164078649987,0.25,0.0125,300,0.943333333333333,0.943333333333333,0,0.00154969989761853,0.0512112505541617,-0.00405027628548188,0.0411271261357673,0.0106789172886731,0.00988844493116854,7.83,5.48333333333333,20260912
20,0.1,0.05,0,0.03,5,0.0134164078649987,0.5,0.025,300,0.936666666666667,0.936666666666667,0.00333333333333333,0.00231215390569201,0.0472327524993506,-0.00178161788868525,0.0406081226295852,0.0106789172886731,0.0197768898623371,7.88666666666667,5.52,20260912
20,0.1,0.05,1,0.03,5,0.0134164078649987,0.5,0.025,300,0.933333333333333,0.933333333333333,0.00333333333333333,0.00225646218298266,0.0473049199759042,-0.00157565438152819,0.0405251264893418,0.0106789172886731,0.0197768898623371,7.88666666666667,5.52,20260912
20,0.1,0.05,2,0.03,5,0.0134164078649987,0.5,0.025,300,0.946666666666667,0.946666666666667,0.00333333333333333,0.000451690711200046,0.0531116829444554,0.000913120980616232,0.0440071243916901,0.0106789172886731,0.0197768898623371,7.9,5.53333333333333,20260912
20,0.1,0.1,0,0.03,5,0.0134164078649987,0,0,300,0.756666666666667,0.756666666666667,0,0.00967371415830546,0.062248784308761,0.0204621006713697,0.0471229490247587,0.0107841816694588,0,10.9233333333333,9.20666666666667,20260912
