budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,build_sd_factor,build_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_abs_build_error,mean_duplicates,mean_stage2_tests,seed
50,0.1,0.05,0,0.015,5,0.00670820393249937,0,0,300,0.973333333333333,0.973333333333333,0,0.00105767142311017,0.0249965781975759,-0.00631871429054639,0.0254795170822152,0.00530347897604109,0,36.31,5.86666666666667,20260912
50,0.1,0.05,1,0.015,5,0.00670820393249937,0,0,300,0.976666666666667,0.976666666666667,0,0.00110927935601756,0.0263040379719282,-0.00589675456902209,0.0253149244911504,0.00530347897604108,0,36.33,5.93,20260912
50,0.1,0.05,2,0.015,5,0.00670820393249937,0,0,300,1,1,0,0.000905815782293968,0.0250827677441115,-0.00693430770394899,0.0256457483481195,0.00530347897604108,0,36.17,5.11666666666667,20260912
50,0.1,0.05,0,0.015,5,0.00670820393249937,0.25,0.0125,300,0.98,0.98,0,-0.00101860588615607,0.0241273644517549,-0.00590107482890489,0.0252933431411252,0.00530347897604108,0.00994978955051165,36.2166666666667,6.23,20260912
50,0.1,0.05,1,0.015,5,0.00670820393249937,0.25,0.0125,300,0.97,0.97,0,-0.000617482893480182,0.0238693484567877,-0.00549679210145032,0.0249640599089875,0.00530347897604108,0.00994978955051165,36.28,6.41333333333333,20260912
50,0.1,0.05,2,0.015,5,0.00670820393249937,0.25,0.0125,300,1,1,0,-0.00143292150173473,0.0247989558666917,-0.00526762100985031,0.0251759558256156,0.00530347897604108,0.00994978955051165,36.06,5.54333333333333,20260912
50,0.1,0.05,0,0.015,5,0.00670820393249937,0.5,0.025,300,0.976666666666667,0.976666666666667,0,0.000188559429675865,0.0250622339372725,-0.000580249469615862,0.0236659820743547,0.00530347897604107,0.0198995791010233,36.01,6.59,20260912
50,0.1,0.05,1,0.015,5,0.00670820393249937,0.5,0.025,300,0.973333333333333,0.973333333333333,0,0.000547943222655392,0.0259951381998938,-0.000497332977149003,0.023719738373833,0.00530347897604108,0.0198995791010233,36.11,6.93666666666667,20260912
50,0.1,0.05,2,0.015,5,0.00670820393249937,0.5,0.025,300,0.996666666666667,0.996666666666667,0,0.000919452297923024,0.0255047656271088,-0.00136662946328846,0.0236814773293885,0.00530347897604108,0.0198995791010233,35.9833333333333,6.19666666666667,20260912
50,0.1,0.1,0,0.015,5,0.00670820393249937,0,0,300,0.93,0.93,0,-0.00200427763058325,0.0418685303590206,-0.00709607724639391,0.0241964390286504,0.00531989470589876,0,39.77,12.57,20260912
50,0.1,0.1,1,0.015,5,0.00670820393249937,0,0,300,0.973333333333333,0.973333333333333,0,0.000662818008774386,0.0302915928764715,-0.00596798325041895,0.0244656926129771,0.00531989470589876,0,39.6,12.4666666666667,20260912
50,0.1,0.1,2,0.015,5,0.00670820393249937,0,0,300,0.98,0.98,0,0.00123446620589486,0.0276523266156171,-0.00614651362276093,0.0228403485218987,0.00531989470589876,0,39.5066666666667,11.5,20260912
50,0.1,0.1,0,0.015,5,0.00670820393249937,0.25,0.025,300,0.91,0.91,0,-0.000445130377211711,0.0274958187976806,-0.000787297961249835,0.0238285049229058,0.00531989470589876,0.0199191338579722,39.8266666666667,13.01,20260912
50,0.1,0.1,1,0.015,5,0.00670820393249937,0.25,0.025,300,0.923333333333333,0.923333333333333,0,-0.00126932452060601,0.0310699690455218,-0.000124067282071172,0.0237269169614623,0.00531989470589876,0.0199191338579722,39.8533333333333,13.8433333333333,20260912
50,0.1,0.1,2,0.015,5,0.00670820393249937,0.25,0.025,300,0.986666666666667,0.986666666666667,0,0.00144179692602041,0.0313654201456471,-0.000697263165801344,0.0233392900822459,0.00531989470589876,0.0199191338579722,39.5266666666667,11.72,20260912
50,0.1,0.1,0,0.015,5,0.00670820393249937,0.5,0.05,300,0.91,0.91,0,0.000119453587102015,0.036467656562575,0.00724532061221805,0.0265917896641223,0.00531989470589876,0.0398382677159445,39.5633333333333,13.2766666666667,20260912
50,0.1,0.1,1,0.015,5,0.00670820393249937,0.5,0.05,300,0.963333333333333,0.963333333333333,0,-0.0016958861853517,0.0372497769209047,0.00891290126430005,0.028260616390214,0.00531989470589876,0.0398382677159445,39.3766666666667,12.4033333333333,20260912
50,0.1,0.1,2,0.015,5,0.00670820393249937,0.5,0.05,300,0.976666666666667,0.976666666666667,0,-0.000144083922058166,0.0311324944360948,0.00882582738991324,0.0268057100083765,0.00531989470589876,0.0398382677159445,39.33,12,20260912
