budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,build_sd_factor,build_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_abs_build_error,mean_duplicates,mean_stage2_tests,seed
20,0.1,0.05,0,0.015,5,0.00670820393249937,0,0,300,0.966666666666667,0.966666666666667,0,0.00407309359081,0.0489777447572934,-0.00767004171283301,0.0389768896783276,0.00533945864433655,0,7.45666666666667,5.11666666666667,20260912
20,0.1,0.05,1,0.015,5,0.00670820393249937,0,0,300,0.963333333333333,0.963333333333333,0,0.00425790213293604,0.0489764984809369,-0.00763517925774622,0.0390303095962533,0.00533945864433655,0,7.46,5.12,20260912
20,0.1,0.05,2,0.015,5,0.00670820393249937,0,0,300,0.963333333333333,0.963333333333333,0,0.00227838120529806,0.0485722662807844,-0.00675321864540908,0.0386432239736192,0.00533945864433655,0,7.46333333333333,5.12333333333333,20260912
20,0.1,0.05,0,0.015,5,0.00670820393249937,0.25,0.0125,300,0.943333333333333,0.943333333333333,0,0.00324975383106224,0.0461492416245569,-0.00879304655576935,0.0377644961399087,0.00533945864433655,0.00988844493116854,7.68333333333333,5.27666666666667,20260912
20,0.1,0.05,1,0.015,5,0.00670820393249937,0.25,0.0125,300,0.94,0.94,0,0.00296342674218638,0.045959624820606,-0.00888707368138028,0.0378166718000319,0.00533945864433655,0.00988844493116854,7.68666666666667,5.28,20260912
20,0.1,0.05,2,0.015,5,0.00670820393249937,0.25,0.0125,300,0.94,0.94,0,0.00107472075413847,0.0462791649033298,-0.00842767531705426,0.0374676879610097,0.00533945864433655,0.00988844493116854,7.72666666666667,5.31666666666667,20260912
20,0.1,0.05,0,0.015,5,0.00670820393249937,0.5,0.025,300,0.93,0.933333333333333,0,0.00370306060047738,0.0421826703868452,-0.00496949025563075,0.0411639287215566,0.00533945864433655,0.0197768898623371,7.86333333333333,5.49333333333333,20260912
20,0.1,0.05,1,0.015,5,0.00670820393249937,0.5,0.025,300,0.923333333333333,0.926666666666667,0,0.00374586298730244,0.041084666498218,-0.00530965039173768,0.0411461212100248,0.00533945864433655,0.0197768898623371,7.86333333333333,5.49333333333333,20260912
20,0.1,0.05,2,0.015,5,0.00670820393249937,0.5,0.025,300,0.93,0.936666666666667,0,0.00186947095604463,0.0467896900624151,-0.00380844911119195,0.0424335359652798,0.00533945864433655,0.0197768898623371,7.89333333333333,5.53,20260912
20,0.1,0.1,0,0.015,5,0.00670820393249937,0,0,300,0.76,0.76,0,0.0115360387245769,0.0603893621442021,0.0184583276045384,0.0439988507675634,0.00539209083472937,0,10.8533333333333,9.15333333333333,20260912
20,0.1,0.1,1,0.015,5,0.00670820393249937,0,0,300,0.756666666666667,0.756666666666667,0,0.00280204618427638,0.0576971015104697,0.0174970640790796,0.0406712657838028,0.00539209083472937,0,10.89,9.2,20260912
20,0.1,0.1,2,0.015,5,0.00670820393249937,0,0,300,0.753333333333333,0.753333333333333,0,-0.00011653965791801,0.0617331731096399,0.0196924872161044,0.044684498749975,0.00539209083472937,0,10.8933333333333,9.23666666666667,20260912
20,0.1,0.1,0,0.015,5,0.00670820393249937,0.25,0.025,300,0.743333333333333,0.743333333333333,0,0.00898932341210659,0.0612689434587701,0.0209260992462366,0.0500965585191919,0.00539209083472938,0.0197666964456989,11.14,9.52333333333333,20260912
20,0.1,0.1,1,0.015,5,0.00670820393249937,0.25,0.025,300,0.703333333333333,0.703333333333333,0,0.00250407442678156,0.0549006191651558,0.0182547064514375,0.0461436788351007,0.00539209083472938,0.0197666964456989,11.1766666666667,9.58333333333333,20260912
20,0.1,0.1,2,0.015,5,0.00670820393249937,0.25,0.025,300,0.733333333333333,0.733333333333333,0,0.00350619170056972,0.0658581534175656,0.0232738215807618,0.052378748207975,0.00539209083472938,0.0197666964456989,11.1533333333333,9.62333333333333,20260912
20,0.1,0.1,0,0.015,5,0.00670820393249937,0.5,0.05,300,0.73,0.73,0,0.00974084315366952,0.068430614486165,0.0287798745277094,0.0618410834231283,0.00539209083472937,0.0395333928913979,11.3033333333333,9.53,20260912
20,0.1,0.1,1,0.015,5,0.00670820393249937,0.5,0.05,300,0.74,0.74,0,0.00057996340427693,0.0662904028279734,0.028784951366401,0.0596750860761342,0.00539209083472937,0.0395333928913979,11.3,9.51333333333333,20260912
20,0.1,0.1,2,0.015,5,0.00670820393249937,0.5,0.05,300,0.74,0.74,0,-0.0030151142794989,0.0712162933593602,0.0326196388636958,0.0630899397265123,0.00539209083472937,0.0395333928913979,11.3,9.59,20260912
20,0.2,0.05,0,0.015,5,0.00670820393249937,0,0,300,0.976666666666667,0.976666666666667,0,-0.00148387501809596,0.0709703269518,-0.0332072507217797,0.0843885628520377,0.00525965125567004,0,6.02,3.68333333333333,20260912
20,0.2,0.05,1,0.015,5,0.00670820393249937,0,0,300,0.976666666666667,0.976666666666667,0,-0.00148387499313304,0.0709703270387835,-0.0332072506980522,0.0843885628631558,0.00525965125567004,0,6.02,3.68333333333333,20260912
20,0.2,0.05,2,0.015,5,0.00670820393249937,0,0,300,0.976666666666667,0.976666666666667,0,-0.0021487535710076,0.0695388032180227,-0.0338822011132103,0.0848747579957795,0.00525965125567004,0,6.01,3.67333333333333,20260912
20,0.2,0.05,0,0.015,5,0.00670820393249937,0.25,0.0125,300,0.986666666666667,0.986666666666667,0,0.00196563907927191,0.0739555756226798,-0.0274607063038863,0.0804913820342021,0.00525965125567004,0.0101924371133038,5.81666666666667,3.47333333333333,20260912
20,0.2,0.05,1,0.015,5,0.00670820393249937,0.25,0.0125,300,0.986666666666667,0.986666666666667,0,0.00196563907927191,0.0739555756226798,-0.0274607063038863,0.0804913820342021,0.00525965125567004,0.0101924371133038,5.81666666666667,3.47333333333333,20260912
20,0.2,0.05,2,0.015,5,0.00670820393249937,0.25,0.0125,300,0.986666666666667,0.986666666666667,0,0.000298739402393744,0.0750397859206275,-0.0268949542592318,0.0800896918241312,0.00525965125567004,0.0101924371133038,5.82666666666667,3.48666666666667,20260912
20,0.2,0.05,0,0.015,5,0.00670820393249937,0.5,0.025,300,0.983333333333333,0.983333333333333,0,0.007295124057469,0.0770096219456882,-0.027898754630775,0.0848364125180045,0.00525965125567004,0.0203848742266075,6.15333333333333,3.85666666666667,20260912
20,0.2,0.05,1,0.015,5,0.00670820393249937,0.5,0.025,300,0.986666666666667,0.986666666666667,0,0.00656055594114161,0.077843608965423,-0.0277487912122464,0.0846984100351359,0.00525965125567004,0.0203848742266075,6.15,3.85333333333333,20260912
20,0.2,0.05,2,0.015,5,0.00670820393249937,0.5,0.025,300,0.986666666666667,0.986666666666667,0,0.00583406097081072,0.077381884881227,-0.0282263234967062,0.0850020002322986,0.00525965125567004,0.0203848742266075,6.16333333333333,3.87333333333333,20260912
20,0.2,0.1,0,0.015,5,0.00670820393249937,0,0,300,0.936666666666667,0.936666666666667,0,-0.000737066757146686,0.0739172721106732,-0.0214770438110046,0.0690762350887216,0.00540054429192694,0,8.88333333333333,5.04666666666667,20260912
20,0.2,0.1,1,0.015,5,0.00670820393249937,0,0,300,0.94,0.94,0,-0.00275902621310115,0.0772432753490375,-0.0202409560813469,0.0690898017731904,0.00540054429192694,0,8.91333333333333,5.08333333333333,20260912
20,0.2,0.1,2,0.015,5,0.00670820393249937,0,0,300,0.953333333333333,0.953333333333333,0,-0.0038778485779951,0.0821216348771948,-0.0196165448448308,0.0694320273304542,0.00540054429192694,0,8.86333333333333,5.04666666666667,20260912
20,0.2,0.1,0,0.015,5,0.00670820393249937,0.25,0.025,300,0.94,0.94,0,-0.00218131635485826,0.0754634142961453,-0.023201147621789,0.0759393788274976,0.00540054429192694,0.0203556147717862,9.06666666666667,5.31666666666667,20260912
20,0.2,0.1,1,0.015,5,0.00670820393249937,0.25,0.025,300,0.91,0.91,0,-0.00590917932849749,0.0707979912529115,-0.0224821308565318,0.0759191078229644,0.00540054429192694,0.0203556147717862,9.12333333333333,5.39,20260912
20,0.2,0.1,2,0.015,5,0.00670820393249937,0.25,0.025,300,0.94,0.94,0,-0.0084692878913742,0.0734485878624692,-0.02332829440937,0.0750435594370469,0.00540054429192695,0.0203556147717862,9.01333333333333,5.24666666666667,20260912
20,0.2,0.1,0,0.015,5,0.00670820393249937,0.5,0.05,300,0.933333333333333,0.933333333333333,0,-0.000857666640083091,0.0780694875630977,-0.0177521100262731,0.0797092892450945,0.00540054429192694,0.0407112295435724,9.33,5.66666666666667,20260912
20,0.2,0.1,1,0.015,5,0.00670820393249937,0.5,0.05,300,0.913333333333333,0.913333333333333,0,-0.00296570832956779,0.0735041136094476,-0.0188845133290038,0.079267380301406,0.00540054429192694,0.0407112295435724,9.35666666666667,5.7,20260912
20,0.2,0.1,2,0.015,5,0.00670820393249937,0.5,0.05,300,0.956666666666667,0.956666666666667,0,-0.00493625386853362,0.0756107938637383,-0.0191652106964294,0.079418330038366,0.00540054429192694,0.0407112295435724,9.22666666666667,5.5,20260912
20,0.5,0.05,0,0.015,5,0.00670820393249937,0,0,300,1,1,0,0.00195355769824452,0.178901379021984,-0.0945511007875707,0.213311365402476,0.00528287811146367,0,3.76,2.92666666666667,20260912
