budget,true_sigma,increment,floor_factor,single_reading_sd,reading_count,expected_average_sd,repetitions,recorded_overlap_rate,actual_overlap_rate,false_overlap_rate,mu_bias,mu_rmse,sigma_bias,sigma_rmse,mean_abs_record_error,mean_duplicates,mean_stage2_tests,seed
20,0.1,0.05,0,0.03,4,0.015,300,0.946666666666667,0.95,0,0.00322274342119867,0.044260187619977,-0.00969126509020729,0.0388692360315435,0.0125248743622622,7.64,5.20666666666667,20260912
20,0.1,0.05,1,0.03,4,0.015,300,0.946666666666667,0.95,0,0.00322274339648247,0.0442601875172295,-0.00969126511258868,0.0388692359716388,0.0125210345458306,7.64,5.20666666666667,20260912
20,0.1,0.05,2,0.03,4,0.015,300,0.936666666666667,0.94,0,0.00150671235603173,0.0467023744728229,-0.00809430085686576,0.0389633067644806,0.0125174724985235,7.7,5.27,20260912
20,0.1,0.05,0,0.03,5,0.0134164078649987,300,0.95,0.95,0,0.00298303498371087,0.0441683250628786,-0.00849127195030544,0.0401993871245015,0.0106791449584269,7.63333333333333,5.34,20260912
20,0.1,0.05,1,0.03,5,0.0134164078649987,300,0.95,0.95,0,0.00298303498974803,0.0441683250504463,-0.00849127195601734,0.0401993871197742,0.0106791449584269,7.63333333333333,5.34,20260912
20,0.1,0.05,2,0.03,5,0.0134164078649987,300,0.936666666666667,0.936666666666667,0,0.00324529335551266,0.0433708059454067,-0.00840450070052599,0.0403104645142227,0.0106838569646505,7.66666666666667,5.37333333333333,20260912
20,0.1,0.1,0,0.03,4,0.015,300,0.75,0.75,0,0.00258362352849423,0.0527116537817742,0.0170216406336279,0.03897908963728,0.0117219196915525,10.5966666666667,8.58,20260912
20,0.1,0.1,1,0.03,4,0.015,300,0.756666666666667,0.756666666666667,0,-0.00900122336485198,0.0548441449564168,0.016991944538656,0.0372275334845838,0.0117771242029398,10.5933333333333,8.58333333333333,20260912
20,0.1,0.1,2,0.03,4,0.015,300,0.75,0.75,0,-0.00541595127200946,0.060306811497647,0.020371476231211,0.0424544958327889,0.0118115776616896,10.6933333333333,8.70333333333333,20260912
20,0.1,0.1,0,0.03,5,0.0134164078649987,300,0.743333333333333,0.743333333333333,0,0.00238414030429193,0.0521460799090736,0.0152959000086959,0.0387864531272081,0.0109000198468792,10.74,8.76333333333333,20260912
20,0.1,0.1,1,0.03,5,0.0134164078649987,300,0.733333333333333,0.733333333333333,0,-0.00179991341962496,0.0586552870021644,0.017287497220196,0.0419852222717488,0.010886007444303,10.8066666666667,8.83333333333333,20260912
20,0.1,0.1,2,0.03,5,0.0134164078649987,300,0.793333333333333,0.793333333333333,0,-0.00135693639955524,0.0509604664127077,0.0148781890364233,0.0388483939058745,0.010908405051705,10.5766666666667,8.53,20260912
20,0.2,0.05,0,0.03,4,0.015,300,0.97,0.97,0,-0.00335455228505524,0.0748535601207427,-0.0318450077558732,0.0882932092552579,0.0119882237428718,6.20666666666667,4.11,20260912
20,0.2,0.05,1,0.03,4,0.015,300,0.97,0.97,0,-0.00335455227800708,0.0748535601437079,-0.0318450077492435,0.0882932092583213,0.0119817395382238,6.20666666666667,4.11,20260912
20,0.2,0.05,2,0.03,4,0.015,300,0.956666666666667,0.956666666666667,0,-0.00471330155441851,0.0750761784615274,-0.0305968601675735,0.0879389569196824,0.0120220929034615,6.24333333333333,4.15,20260912
20,0.2,0.05,0,0.03,5,0.0134164078649987,300,0.96,0.96,0,0.000702744990637478,0.0743789938374856,-0.0318792545401798,0.0852514517062677,0.0109456563540412,6.14,3.92,20260912
20,0.2,0.05,1,0.03,5,0.0134164078649987,300,0.956666666666667,0.956666666666667,0,0.00111472835465715,0.0741858963841585,-0.0316943482903663,0.0852540203862878,0.0109393448556624,6.14,3.92,20260912
20,0.2,0.05,2,0.03,5,0.0134164078649987,300,0.966666666666667,0.966666666666667,0,-0.00158161465598624,0.0754512772040669,-0.0316746176338889,0.0854116387950837,0.0109430043264069,6.14,3.91333333333333,20260912
20,0.2,0.1,0,0.03,4,0.015,300,0.946666666666667,0.946666666666667,0,0.00335036505022114,0.0715526282206356,-0.0236057027608484,0.0733941295187835,0.012116187870788,8.92333333333333,5.16333333333333,20260912
20,0.2,0.1,1,0.03,4,0.015,300,0.923333333333333,0.923333333333333,0,0.000851616188388935,0.0693239428043484,-0.0234430517640043,0.0734848466597389,0.0121429792369041,8.94666666666667,5.19333333333333,20260912
20,0.2,0.1,2,0.03,4,0.015,300,0.933333333333333,0.933333333333333,0,0.00144292610967227,0.0711274281244628,-0.0232356540033963,0.0725623430800441,0.0121493849239974,8.95666666666667,5.21666666666667,20260912
20,0.2,0.1,0,0.03,5,0.0134164078649987,300,0.916666666666667,0.916666666666667,0,0.000576373638339476,0.0843493977041092,-0.01919372217394,0.0674284090374064,0.0106162983650522,9.22666666666667,5.85,20260912
20,0.2,0.1,1,0.03,5,0.0134164078649987,300,0.893333333333333,0.893333333333333,0,-0.00215719256674067,0.0824226375585128,-0.0189234962111339,0.0681096266038962,0.0106617300614615,9.27666666666667,5.90666666666667,20260912
20,0.2,0.1,2,0.03,5,0.0134164078649987,300,0.926666666666667,0.926666666666667,0,-0.0027133152091471,0.083274324081909,-0.0208195884787787,0.0690882927481675,0.010671387731483,9.17,5.76333333333333,20260912
20,0.5,0.05,0,0.03,4,0.015,300,0.966666666666667,0.976666666666667,0,0.00206210533383403,0.167227499011808,-0.126462793677634,0.227210297734213,0.0122474605794386,4.48333333333333,3.54,20260912
20,0.5,0.05,1,0.03,4,0.015,300,0.966666666666667,0.976666666666667,0,0.00206210533383403,0.167227499011808,-0.126462793677634,0.227210297734213,0.0122474605794386,4.48333333333333,3.54,20260912
20,0.5,0.05,2,0.03,4,0.015,300,0.96,0.97,0,-0.00209894907331277,0.169295588309722,-0.12365564757167,0.224628369825142,0.0122392307884532,4.50666666666667,3.56666666666667,20260912
20,0.5,0.05,0,0.03,5,0.0134164078649987,300,0.986666666666667,0.99,0,-0.0027705738945705,0.167385179445542,-0.114858769224185,0.215095677428628,0.0104354078996517,4.03,2.87333333333333,20260912
20,0.5,0.05,1,0.03,5,0.0134164078649987,300,0.986666666666667,0.99,0,-0.0027705738945705,0.167385179445542,-0.114858769224185,0.215095677428628,0.0104354078996517,4.03,2.87333333333333,20260912
20,0.5,0.05,2,0.03,5,0.0134164078649987,300,0.99,0.99,0,-0.00468788805652655,0.169628020739149,-0.1147934457872,0.214852621670288,0.0104234775777444,4.02333333333333,2.87,20260912
20,0.5,0.1,0,0.03,4,0.015,300,0.986666666666667,0.986666666666667,0,-0.00012067407927036,0.175803909208552,-0.0847892677542355,0.216091907889701,0.0118301855806709,6.34666666666667,3.38666666666667,20260912
20,0.5,0.1,1,0.03,4,0.015,300,0.986666666666667,0.986666666666667,0,0.00015477648886874,0.176623408568891,-0.0849469837495731,0.216307546459776,0.0118336053856969,6.35666666666667,3.39666666666667,20260912
20,0.5,0.1,2,0.03,4,0.015,300,0.996666666666667,0.996666666666667,0,-0.0028406173872635,0.178743631699824,-0.0844762761114816,0.215070916768972,0.0118478782312061,6.33,3.34333333333333,20260912
20,0.5,0.1,0,0.03,5,0.0134164078649987,300,1,1,0,-0.00794833953537064,0.185752901669359,-0.0582354630486394,0.18978339309778,0.0106545649806133,6.08,2.95666666666667,20260912
20,0.5,0.1,1,0.03,5,0.0134164078649987,300,0.993333333333333,0.993333333333333,0,-0.00949482306179133,0.185399099192579,-0.0571737167125497,0.189562743623219,0.0106647256216415,6.09,2.96666666666667,20260912
20,0.5,0.1,2,0.03,5,0.0134164078649987,300,0.996666666666667,0.996666666666667,0,-0.00694119969731266,0.185886527283637,-0.0574396844770415,0.189752113454473,0.0106345870709216,6.08666666666667,2.95666666666667,20260912
